,title,link
19,杨泠泠：激发全民族文化创新创造活力,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503333&idx=6&sn=39cd66dfc9cb0df831f9f71858d6dffe&chksm=fd30f5ecca477cfa5eb3261651277a83797dd56ccb2b16426fea6ccff3da4771d477c6d6cf76#rd
20,刘雪璟：马克思主义科学理论是把握历史主动的根本所在,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503333&idx=7&sn=95149668c46d6513c9caadbdc3376823&chksm=fd30f5ecca477cfaffa4ed0553a304029382c1ea5de5e171b28e591d03245fc56f66975cff4c#rd
21,时代化：马克思主义的理论品格,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503290&idx=1&sn=0b51489c9f09a6a320d114f2efb6f2f9&chksm=fd30f5b3ca477ca509a3b4863096121acf8f7d47f1abfc3c8da99639573918545c43ffaa306c#rd
22,《二十大精神进基层》第一集：《新时代十年的伟大变革》,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503290&idx=2&sn=b0351259600d6bc5b5e1c15b692b5bc3&chksm=fd30f5b3ca477ca5a9db758f032a773e991a95f488069ae45e1598302bce501fa3c8ee83870d#rd
23,任仕暄：牢记“三个务必”，深入推进党的自我革命,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503290&idx=3&sn=490cf4b88fef213d5b56b2f905eaeabe&chksm=fd30f5b3ca477ca5c8bb103a7f230581973464adf3272831dc94423df24aa154e0c35a889833#rd
24,【云视理论】中国高质量发展惠及全球,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503248&idx=1&sn=12ecbf5b97f404c5dd293664c5ca7f9b&chksm=fd30f599ca477c8f36fd0d15341311e168df6ecb1832e64a3e63bd7a677f57552491659ca804#rd
25,云南省社会科学院特别推出《三分钟讲理论》系列微视频，第十五期：改革不停顿 开放不止步,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503248&idx=2&sn=0d52cca0aed81db91b9dfb1f7dd26c23&chksm=fd30f599ca477c8f21b7e90860855a487901a2fa1b20e25f665ec061394d24de682f0bbf49a1#rd
26,杜娟：五个“必由之路”是中国共产党百年奋斗的历史总结,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503248&idx=3&sn=4a609f902770b490639f24c2d0384cb3&chksm=fd30f599ca477c8f887b662b11cbb151de07cc6810fa65a9ffc51eb54bbfe56ad008ecac32c7#rd
27,二十大精神 专家大联播丨解密中国共产党的中心任务,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503248&idx=4&sn=14e2922529e30f28b5a67d7ce421e135&chksm=fd30f599ca477c8f1e96ee9e6c922e7dabcb2aa9be67733c9a049c95257d669afa7f3e91f200#rd
28,张戈：在伟大实践中彰显云南新作为,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503248&idx=5&sn=1b2fc3d9a6244399e074332382cca740&chksm=fd30f599ca477c8f598aa579bc848ae3b9db39d8b43e491d58d3718ad0c512e895e0135a4838#rd
29,刘鸿燕：在新时代伟大实践中不断开辟马克思主义中国化时代化新境界,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503248&idx=6&sn=875ffe03cf830a4581521897ef31db00&chksm=fd30f599ca477c8fc9ad5af2e4a9a5f0b3c4204f694ce80e566d64d6f9a4d0892484b455b882#rd
30,第九届习近平新时代中国特色社会主义思想论坛暨学习党的二十大精神理论研讨会举行,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503191&idx=1&sn=42747046ef0ffdc0fdbc61599de0634b&chksm=fd30f55eca477c480b27759e0d332f4687b56fe06c763c01260e1bb2e071775c2d2a07200b38#rd
31,云南省社会科学院特别推出《三分钟讲理论》系列微视频，第十四期：弘扬全人类共同价值,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503191&idx=2&sn=d7ec83b3e8e425e7f685431b3848c2b6&chksm=fd30f55eca477c48d99dd879b65c47ec8f62aa7768c492a5041b6b6f26f7e732b998dbdcd351#rd
32,云南省社会科学院特别推出《三分钟讲理论》系列微视频，第十三期：“一国两制”是中国特色社会主义的伟大创举,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503191&idx=3&sn=fcd3328739c6c5ccca25b7f9e6c9ca22&chksm=fd30f55eca477c486d4628790a8ba736ec72973715ff8a4f1c721dfb0cf7dbb0eb942034ff9b#rd
33,云南省社会科学院特别推出《三分钟讲理论》系列微视频，第十二期：坚决维护国家安全和社会稳定,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503160&idx=1&sn=3c10c2913cc520681ee477cccb3963a3&chksm=fd30f531ca477c276d43c893b16fc293c0aa1f11ebccee38e3bdfcad44002f504026c14b30e7#rd
34,二十大精神 专家大联播丨开辟马克思主义中国化时代化新境界,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503160&idx=2&sn=d4d251a915b9da6d02ed4509f01e2e06&chksm=fd30f531ca477c27404d6aa48be5c4d3f78029e11fa52b6bc7face9b3aaf946f62fcff86ab1e#rd
35,马颖娜：建设人与自然和谐共生的现代化,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503160&idx=3&sn=04c8e6a2f7e4031383ceeb87bd4ff7fe&chksm=fd30f531ca477c2785469046297f2bab6b2a03b6ce5d68ab745c790fe4a700ded59299a0dc9e#rd
36,马佳：走中国式现代化道路 创人类文明新形态,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503160&idx=4&sn=31a26783e8316b38641f47c7caab7ae7&chksm=fd30f531ca477c270b76e6654ca117f9fea8566f27faec2149de44ae0a4cb9fbc01af1835fe8#rd
37,云南省社会科学院特别推出《三分钟讲理论》系列微视频，第十一期：打好蓝天、碧水、净土保卫战,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503131&idx=1&sn=85f7f30539194d855d7d264be8579f53&chksm=fd30f512ca477c04826216b0accfea6fe0662ba5b3ecf83ee56c55a216fa46408bc92db50106#rd
38,云南省社会科学院中国式现代化研究院揭牌仪式暨理论研讨会在昆明举办,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503119&idx=1&sn=73308782dd92584c3e05b36c09c2cd21&chksm=fd30f506ca477c10999c375b2a4efeaba331f7126c43b726f2e4fa1e74deae0ab7813d8cb7f2#rd
39,二十大精神 专家大联播丨新时代十年的伟大变革,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503119&idx=2&sn=5d124844fc3ebbe54e1d8c96fdd8dba9&chksm=fd30f506ca477c107900d920a0275ea8c0b2cf6234eda4d9454a3dfa438a31a743bfd15da1a5#rd
40,任仕暄，李启开| 深刻认识中国式现代化的科学内涵和重要意义,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503119&idx=3&sn=055071088e334f9d8a4aaf4f2c9eace0&chksm=fd30f506ca477c1065f2c59424ac518d41eff3eec4bb0e540c5315d28e9fdb9f42fc63ed04af#rd
41,杨晶| 中国式现代化的中华优秀传统文化底蕴,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503119&idx=4&sn=bfa554de4051181095a0922453568010&chksm=fd30f506ca477c10c595ee94128280ca58bcdeca7db156503dbef17b05f527f0280713eaee48#rd
42,吴云梅| 中国式现代化的五大特征解读：一个基本国情和四个基本关系,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503119&idx=5&sn=43fd69dcee8f2b489aed00a4dc72c15a&chksm=fd30f506ca477c10da62852ddabfe4c99558dd4c299c27e67ab11e777ceb61f4299718278086#rd
43,刘婷| 提档升级美丽乡村建设,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503119&idx=6&sn=b985df3221337c8d8897a59fba403765&chksm=fd30f506ca477c10644f8842e1f8ad006362bf9e46956618d4c544a66e41fc2e5908e2ba39ac#rd
44,云南省社会科学院特别推出《三分钟讲理论》系列微视频，第九期：以人民为中心是制胜之本,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503059&idx=1&sn=a6a0d9a1eff0e109d48f18533e75bc89&chksm=fd30f4daca477dccd817f202ab6529b3f232382229dfe8a34bac2a2fb2f477bcda8446457961#rd
45,云南省社会科学院特别推出《三分钟讲理论》系列微视频，第十期：为民造福是最大政绩,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503059&idx=2&sn=054ed6a7f23f20a0c413de08176f6518&chksm=fd30f4daca477dcc8a1fbd7c131022e18358fb7946c27309545b6202c36116c12d96aded807c#rd
46,中共中央关于认真学习宣传贯彻党的二十大精神的决定,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503037&idx=1&sn=a9a44070509aa6ac8257b93a4e45d451&chksm=fd30f4b4ca477da23a4800e833bd0e082cf12ad83b2eca72e9261360911ced7eb5c4c3e66bd3#rd
47,云南省社会科学院特别推出《三分钟讲理论》系列微视频，第七期：全面依法治国是国家治理的一场深刻革命,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503037&idx=2&sn=a063c008115b43b7e131b2db75acfdc0&chksm=fd30f4b4ca477da2c98224254697ba7c2b9cce0d729d374499cfdd12264446ddbf7e1e15e9b0#rd
48,云南省社会科学院特别推出《三分钟讲理论》系列微视频，第八期：展现可信、可爱、可敬的中国形象,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247503037&idx=3&sn=5c2e3f059931e28e7d9ecc5ac5336d35&chksm=fd30f4b4ca477da2ceeb8dd659a0d25490a7afab608075583c418ede39614e35fdcef7c9584f#rd
49,云南省社会科学院特别推出《三分钟讲理论》系列微视频，第六期：全过程人民民主是社会主义民主政治的本质属性,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502994&idx=1&sn=9de87664f3fdfbf0b095c32696cd40f2&chksm=fd30f49bca477d8db7fa051ce88c24dc7077a05d0daf0dbeefe20d83c976a6dabab98429a266#rd
50,云南省社会科学院特别推出《三分钟讲理论》系列微视频，第五期：创新是第一动力,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502979&idx=1&sn=847fcaa53765fd92998606f10bfc4992&chksm=fd30f48aca477d9c11981e06ef286334fae0cda80ae40f4d277c4153d6b7c66e16bdf618ee1a#rd
51,《共同富裕》新书发布会在昆明举行,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502979&idx=2&sn=adbaf00d1440976fbcccb9474ba47315&chksm=fd30f48aca477d9c4e492635de47b8b2d60b42ab79abd3e318827bf97cbd4b35fa04d1899195#rd
52,云南省社会科学院特别推出《三分钟讲理论》系列微视频，第四期：高质量发展是全面建设社会主义现代化国家的首要任务,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502959&idx=1&sn=a2123df4919ec30e0b681ba0e92a740c&chksm=fd30f466ca477d70b1696dcbce8091408f488ca8bc57a74e58130e145a8bdbb57178702ba9d0#rd
53,云南省社会科学院特别推出《三分钟讲理论》系列微视频，第三期：解密中国共产党的中心任务,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502948&idx=1&sn=c30de602079042a3a2403a332ce2cadc&chksm=fd30f46dca477d7b0036f91ec1dcab67337e380652f9de19c0f1e930aa772a95fc316bdaaf06#rd
54,何秀超：源源不断培养造就哲学社会科学人才,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502948&idx=2&sn=751ff95514148a54ca3825e19c9f4e40&chksm=fd30f46dca477d7bfe4acf325acaf6309c21d35df723acc1028d43e54e2d2f6148274ba22080#rd
55,云南省社会科学院特别推出《三分钟讲理论》系列微视频，第二期：开辟马克思主义中国化时代化新境界,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502931&idx=1&sn=e80267995848cbc5f728fb1ecd97d76d&chksm=fd30f45aca477d4c352c1379c7ae12ed4230c1b445e010d66ebfd93de36be7b460597e0b61db#rd
56,云南省社会科学院特别推出《三分钟讲理论》系列微视频，第一期：新时代十年的伟大变革,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502918&idx=1&sn=8bcd18f03c6ded627bab27849688a6aa&chksm=fd30f44fca477d59506336688893d4573dd5a276e4de16d5603eb9bf4232092ff2a24f54e415#rd
57,云南省社会科学院召开党的二十大报告学习交流座谈会,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502901&idx=1&sn=def52b1cde841242a42e276afd3236f0&chksm=fd30f43cca477d2ad77baeecc4bf279491d6e64537b7848205332d203f68e331a87f48a7af00#rd
58,踔厉奋发！党的二十大报告提到了这些精神,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502901&idx=2&sn=c54ad1d6253ab7fd793b94b86be7a265&chksm=fd30f43cca477d2ab480808a5fa5d0d291841e7987e78b76500e87f38d58521a1a1e08fc03ac#rd
59,《云南社会科学》“深入学习贯彻党的二十大精神”征稿启事,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502877&idx=1&sn=7007e571bdb2407baf318e2388b0639d&chksm=fd30f414ca477d02105b8b0dd4d5d7b53ef8aad708178a7983262179a999894cd0bfaf1fa0fc#rd
60,9个字细读党的二十大报告,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502877&idx=2&sn=dad18c526e03aa24007b3bbae20e2564&chksm=fd30f414ca477d0248a6c28d63b23dfd619e9746aa622fcce386d01cc895e85901cdcd648050#rd
61,从二十大报告看人民生活新图景,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502847&idx=1&sn=a7fd4e29b20a58276c87325fe4f3f951&chksm=fd30f3f6ca477ae01508b364333e853515d1b2c6eda1b855557a9a263c00482857407f11de29#rd
62,收好这份思维导图，一起学习党的二十大报告,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502847&idx=2&sn=ba755f6a4a6e334b3dc1f9051721b9a7&chksm=fd30f3f6ca477ae0d8d4771b776d3050200713627f9b4ff033605aa624f9944e387b72cce525#rd
63,二十大报告中的新表述新概括新论断,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502832&idx=1&sn=37ace4ffd6a5199f9700541675c442a3&chksm=fd30f3f9ca477aefb019356ce5ab57e8a06291b099edfa2d86aac7b3d8abcc07deaad4997cec#rd
64,@全体党员干部，这些话要牢记！,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502832&idx=2&sn=2a18d0cfb0258f7eaf7a98f3c9dda926&chksm=fd30f3f9ca477aefd4eb9776726104597000ca51b327673127ecf35bc5b59b7ac0c034f5b379#rd
65,党的二十大在京开幕 习近平代表第十九届中央委员会向大会作报告,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502800&idx=1&sn=4d0d93cb9159308eaa6f1cf809d11ca7&chksm=fd30f3d9ca477acf6cac996a1d07eae965da668964c4e2c7fe2390cf9725c82ea202ead2efdf#rd
66,向着第二个百年奋斗目标，前进！——党的二十大开幕侧记,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502800&idx=2&sn=e20606c1b23cae6a77f79ca18a353a7d&chksm=fd30f3d9ca477acfd236c2001d244414fc40afefcfd2318397a7a3fed81ee106f3ff5dc41110#rd
67,云南省社会科学院组织集中收听收看党的二十大开幕会直播,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502800&idx=3&sn=0aa9e59a9e21ea419f1de13eba2694a7&chksm=fd30f3d9ca477acf60bf67a83fbaad65a357a63089ecff3d14622d1a0191ed5793b96e879211#rd
68,曹津永：环境史视域下晚清至民国时期三江并流区的交通、环境与文化,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502769&idx=1&sn=3e53178133aeb2a20099f4c85164566e&chksm=fd30f3b8ca477aae7de69f3128aa3ee50b13443927adb26d88dd4244cd86a28919b9c92dc56b#rd
69,省社科院举办成就展暨学术名家风采展,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502757&idx=1&sn=1253d64492d0e5df3797020d747d6c71&chksm=fd30f3acca477aba8179be060cbce4e8c666534ddd2757a8e677035d08fc607338c6e9eac02a#rd
70,《中国国家治理思想史论》《中国生态思想史论》新书发布会在昆明举行,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502757&idx=2&sn=684c3ec80958e655a79efb711161529a&chksm=fd30f3acca477abad59e5026dd9333b6d63005a3117f7498d1b76af23c3235b7608a4abce402#rd
71,胡娟：印太加速北约化，印度要和美日澳一条道走到黑？,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502757&idx=3&sn=e7c872cc8a5793ae20fefec258c1581f&chksm=fd30f3acca477aba6c4841db133e2133661b8d11b2c6e96735a7734e806c38a72b14bc58da70#rd
72,李永祥：灾害文化与文化防灾的互动逻辑,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502735&idx=1&sn=70b14d94562c562cdc4ce281953733b7&chksm=fd30f386ca477a90a7b0354aa357f25813f956a299836d54c90d6dc61fa8e2231c8cf03d64b1#rd
73,熊馥译：坚持绿色发展理念 推动绿美云南建设,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502735&idx=2&sn=1b4606dd71e04b320e01e34777243f86&chksm=fd30f386ca477a90c209f7cc3bd8d9f0f72eea4aa4006763fb0afbbfe9782af4e7323fc83040#rd
74,【南亚东南亚研究】越南共产党的人才观及人才政策,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502720&idx=1&sn=a1d4a4535be7fff014619ab45f0a2462&chksm=fd30f389ca477a9f54f2aa93eea0acfc3aaab3f47645a1f7e3e8931f7994b0541df347fdc9d8#rd
75,【南亚东南亚研究】精英“庇护”效应：以印尼跨境烟霾治理为例,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502720&idx=2&sn=5ee5c9e526b9a0414367778667983d15&chksm=fd30f389ca477a9f8d85298a9e79371269486bb7fb1f0ba31839378f0f178304ea969c5d9352#rd
76,习近平新时代中国特色社会主义思想指引彩云之南焕发勃勃生机,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502680&idx=1&sn=bc619d907dac4b64ed6795ed21f85d6b&chksm=fd30f351ca477a47186e372864bb1f53f4098c2b9ffac8db14501769294f83de8f63a1cdbf7b#rd
77,李启开 任仕暄：不断满足人民群众日益增长的优美生态环境需要,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502680&idx=2&sn=c3875015487015e5fcdbd9636de851bf&chksm=fd30f351ca477a47807fbda306741fba41e00ee598106a6410bcb6ffd214bc92d925d6bca500#rd
78,王俊：铸牢中华民族共同体意识视阈下云南城市民族工作的创新实践研究,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502670&idx=1&sn=5978d9f8add80d0652e51f43f71775bd&chksm=fd30f347ca477a5197c61fdcd226c9a68b58aaab5655c9b9887907dbc4e8d962042358508940#rd
79,《云南社会科学》2022年第5期目录,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502658&idx=1&sn=2977aaec42cf1ece2de9faf06ca5a887&chksm=fd30f34bca477a5dc3e34aee2cac07fa12eee86a88d7a2d29fd90b2b247643f149689b25eac6#rd
80,郑宝华：把全面推进乡村振兴作为新时代“三农”工作的总抓手——学习《习近平谈治国理政》第四卷,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502642&idx=1&sn=09f88c9ed2c68d0ed41f5aa33d03ecac&chksm=fd30f33bca477a2dc060f19a41f3292a263bba07f6bb6174d56028eb762c859f83c633dff435#rd
81,吴云梅  历史的启示：如何构建现代化社会秩序？,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502642&idx=2&sn=7317d7bebdc5d9e006a2e0ea11671dc3&chksm=fd30f33bca477a2d59254ab2318c96ec3422b2f6e2c318ecce886ae47c9257cde679da904360#rd
82,马建宇：提升能源安全保障能力 推进能源高质量发展,http://mp.weixin.qq.com/s?__biz=MzU3NDQzNTY4Ng==&mid=2247502642&idx=3&sn=4ea143bf6cf1a190a4a30413de1a8675&chksm=fd30f33bca477a2d0f67b2fc962b6490f78c08533d73b0305ed04904f8a73e499c1baefd933c#rd
