,title,link
19,中国小说研究的前沿问题（第一辑）,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178446&idx=1&sn=0f4f281a5e1966d09347e45720d46841&chksm=87e411cbb09398dd804e966aabd9d8499b89ac941031f705f5d427375a7f2adb095f98f14caa#rd
20,全面认识与合理应用网络语言,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178446&idx=2&sn=155f3ddbd372fcaf507bb082268e53c5&chksm=87e411cbb09398dde828f97ad5f3b5f3b6e3820dadfd189a6671621be9c8006b55e787a3fa28#rd
21,中国社会科学院党组传达学习习近平总书记有关重要讲话精神,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178430&idx=1&sn=366b6b69ecc712962697b178f44237cf&chksm=87e4113bb093982d9f5437f77138ccf8e6d5e7812e261e1b5b904bb385ca003c0c14910bf8e9#rd
22,学者回顾与展望中日关系发展,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178430&idx=2&sn=63d459c5403884d956445b9a2da39ecf&chksm=87e4113bb093982ddb3c71acac30d772ddd3cc29f9a01cfe95dcf462bbdff3d3e424dff8800a#rd
23,中国社会科学院大学与北京市人民检察院签署合作协议,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178430&idx=3&sn=4e15711626ba96ec6b68d13215889f28&chksm=87e4113bb093982d763ba5df7a446258604bfd601ea49f94105a0c6d34739da7a1e9d969496a#rd
24,中国传播学40年 面向未来再出发（第二辑）,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178397&idx=1&sn=fce6775c24d0eaae8d93956de23f3be1&chksm=87e41118b093980ed2e84c88f1316c5c3fa2b373c1a84b53476fc64a69ddfccfb656393b9a0c#rd
25,李红岩：文明比较与中华思想的逻辑特性（一）,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178378&idx=1&sn=8032741caa636778e8648fead1a8c8b7&chksm=87e4110fb09398196a55643d97deb0809af553b9eb9e3c8e576817da5ad2ff5cec776344f290#rd
26,挖掘敦煌石窟对唐五代史研究的独特价值,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178378&idx=2&sn=13aca38a235c081bf9073ffc40662457&chksm=87e4110fb0939819caaaabf0d5fa4958a47754de9391fdea406d0906181077b86352ffbaf6ff#rd
27,深化各领域中非合作与交流——推动构建新时代中非命运共同体（第二辑）,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178332&idx=1&sn=ce4ef54fd398101a05a0a19cfe4e1f1e&chksm=87e41159b093984f85c6ce6e48bd6c7f4675af12a5d06af897aee8446d34ff960e5c74104654#rd
28,新时代中国电影理论发展与学派建设（第二辑）,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178316&idx=1&sn=d36e0600342855e4a5a94babf29d4285&chksm=87e41149b093985f5380e82e66e081352e59ebbcb2a2f957e00fd8c717aa73c940d9b50bac02#rd
29,【理响中国】开拓现代化新道路 为世界提供中国方案,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178268&idx=1&sn=4340beac0c52148c7292a5b8785cafb2&chksm=87e41099b093998f9e49caf8cb75ef22923b740769cd1a9a8a9fab2ca44376671d5c2ab2040f#rd
30,全面总结基层党建经验,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178268&idx=2&sn=f236c8daba309a1c50dfca190a787f18&chksm=87e41099b093998f6eb306ebbd233949b100f11524fade8b2e716f98b4bfea19ac5ac0fb7c9f#rd
31,推进中国式现代化研究的着力点,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178251&idx=1&sn=fd986ab8d3fc1f2f5aa7fb7bd57bd8c9&chksm=87e4108eb09399982ef61961c972cb38190c1e0661d5302ce43e7c8e41e7e6144b63f1ae1cb9#rd
32,“时代之问”是文艺界首要应答的重要命题,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178251&idx=2&sn=2dd8a9d3c3d7c386be176e0a1214eddb&chksm=87e4108eb09399980d4d36015bcb2355fb9e83e0f667226347f468a4191523114a5f9afa6b55#rd
33,中非合作的机遇、挑战与应对——推动构建新时代中非命运共同体（第一辑）,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178234&idx=1&sn=8f0825e91ec335da7f94e695e6d7192c&chksm=87e410ffb09399e95b6d066e2c0131db2cba800b45e98b0d044864987289b1c23b1334d3254b#rd
34,后疫情时代全球、国家与地方治理的共融互动,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178214&idx=1&sn=2d700703ea995e95ef6135af21fa08f4&chksm=87e410e3b09399f5550c9b4d9bf6e1dc58f84b3dcb8627e761909575005d76e4862623bd71f8#rd
35,【二十大·二十题之“共同富裕”】推动共同富裕 答好时代课题（第二辑）,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178198&idx=1&sn=fb279b58b233e5fede2906568f7de2ce&chksm=87e410d3b09399c5d6cb51675b1a05cc33b7f55b806f3f78a41e2442ba2d3e615bd27d5c58e0#rd
36,【社科要论】精神生活共同富裕是实现中国式现代化的重要特征,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178174&idx=1&sn=8d3bc0812f143145bb11e1d13ca2561e&chksm=87e4103bb093992d36ff13abe15f30c61c9d21c28948ab3fe612f84294b0ce58a48883beba2c#rd
37,【稳中求进@高质量发展】数字经济如何助力高质量发展,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178174&idx=2&sn=49df0ec65c722fc7b9f7eef2193e31bf&chksm=87e4103bb093992dd7ebbb7fdfa37ffe9ef9ed81983bc8b6bdb854d12602c9a4d15fc0a4ee8d#rd
38,新刊速递 |《中国社会科学网刊》2022年第10期！,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178155&idx=1&sn=28780b7febf13eb6367fbea2d76a0476&chksm=87e4102eb09399387e43bd93088c33bb92a7921e9b7db0f18ca15302a1934bf2d264dd8449a2#rd
39,跨学科推进人类史前历史研究,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178128&idx=1&sn=851626ae7d873fcbf24dbd1fda861cb8&chksm=87e41015b09399038d4062f5a67194768881d74d83b2783665f2953316a3e23a9dcc73ab9d9d#rd
40,新时期我国制造业发展环境的新变化及高质量发展的重点任务,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178128&idx=2&sn=ca7c7a3c4124dd496a0f6dbeedcdabef&chksm=87e41015b093990332fd4b8c394774cf54afd4cf96f2d1ba2ae6a7f85e0665185bacc0821b7b#rd
41,【二十大·二十题】包心鉴：新征程上怎样发展全过程人民民主,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178102&idx=1&sn=3c07c84f4ace4a4ea5ad06934e794b1f&chksm=87e41073b0939965c26ca53b1c590ca59bef2bcc8b012ee77ec05813b28579a6fb7320bfe99b#rd
42,朱光潜后期美学的主体间性转向,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178102&idx=2&sn=4b56b266b90c0fcf82c9b81f53d2baa1&chksm=87e41073b093996566f4cc26b2935469147e668d0bdb8e7657bd6a6430cdcf63b2cd929a9239#rd
43,从世界历史看中国共产党诞生的必然性,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178073&idx=1&sn=4f2561a4a9536d77de694ec40f88b382&chksm=87e4105cb093994ac7a9f1424d2c13a477ef0e84ec67935dc78a7fd41c05e8d7cebe484a7a1f#rd
44,【二十大·二十题】发展全过程人民民主要走政治制度内生性演化之路,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178073&idx=2&sn=e3f72ba19dd6fb574aa73b356ca7e37c&chksm=87e4105cb093994a651a37c2602ce35bcfa542800b2361057e01f327c3c7815e0fa771c60786#rd
45,【稳中求进@高质量发展】金融科技助力经济高质量发展,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178053&idx=1&sn=42fb2dd19b05d42189d8c7376beaf117&chksm=87e41040b0939956b64a4d93f05576834f85d71de14416ac2bf1f2c4dc24d8f52e5a3c9367cb#rd
46,【稳中求进@高质量发展】一堂向下扎根，向上生长的“鲜活思政课”,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178053&idx=2&sn=3eec7f64f7dc1a1ad9eb9eecf001a57b&chksm=87e41040b093995673134ff80b214ddbd89638271cdbda02d019bf860a45488e742f020399b2#rd
47,中国当代文艺发展与文论话语构建（第二辑）,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178035&idx=1&sn=11940d1c944ecd77e1df981ceb0cbac0&chksm=87e413b6b0939aa09aac8b4401b175f4aa4f9170740f1070709132f342dd2b35f042406a4f96#rd
48,郗卫东：顺应时代需求，走特色出版之路,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178035&idx=2&sn=e4165af461d59b51cf1614cc33ba33ab&chksm=87e413b6b0939aa0c5284c5c81894debfa4d82b7081fd43965a32dbb3e2ad1cb656ce230e227#rd
49,李红岩：新时代志书编修三题,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178005&idx=1&sn=7bf7e1bd61b0092818c77d12a9346ff9&chksm=87e41390b0939a868c368243ddddbd25e0618db830769fccc4fce3ea986a9e2c917825fdc4a1#rd
50,【“三大体系”建设大家谈】中国国际关系话语体系建设与国际传播,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650178005&idx=2&sn=96fc133a9739fbd8e8ffb2eb9ec009cc&chksm=87e41390b0939a867738dda4e096752aa7ac545c8bf21e9cfc3e215c0f018eaf008a69873b13#rd
51,【二十大·二十题】张树华：发展全过程人民民主 汇聚人民团结奋进的力量,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177890&idx=1&sn=e8370fbe9aa3d8e38b12f20a9d36e0da&chksm=87e41327b0939a31dddd2713532a5709d0b602ee680de84479647a2cea17f2dab58e8783e44b#rd
52,以高质量研究成果弘扬伟大抗战精神,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177890&idx=2&sn=6ced6eee22bffbed434640d7455fb4de&chksm=87e41327b0939a31726c70b8c014de199ec74b82562f4d48a801210c57af59ef3d67c20c8228#rd
53,【马院院长谈】在常学常新中加强理论修养,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177843&idx=1&sn=d604ee2793d2c69e29c0c5d45a7d0914&chksm=87e41376b0939a6054a38d10e0cf90374cc816786f9a79574f5ca882a509e8b596af76d8ec52#rd
54,加快建设全国统一大市场,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177843&idx=2&sn=38623874a69a47f34be11868fd4c9cc3&chksm=87e41376b0939a603a21574b336f94741fb8e353c8ba2cea5978db4b2fc92af79eb97e7c39d1#rd
55,国际政治经济学的理论向度与迭代创新,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177829&idx=1&sn=97d627423b35af94bab953b29eadca55&chksm=87e41360b0939a76307f041ac2751d0d14aebaaaf1b928b35850c618af5ad040f8e3ad797b25#rd
56,“稳中求进@高质量发展”网络主题宣传活动在江西赣州启动,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177829&idx=2&sn=1525d2d47ea24f1b755ee703f34e060d&chksm=87e41360b0939a7605401446d8d51f3059c8035e9c6ccb09581721e72d107949f3a7392d36db#rd
57,【二十大·二十题】数字化生存世界视域下的中国经济发展,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177792&idx=1&sn=b123411531a16e04cdc6f23d12e0dfa2&chksm=87e41345b0939a532522daf3f2ba9832c1af2fcbba69cd69f7f7f1ea5a0b6e1cbc1afa1f8d1f#rd
58,全球治理观的“塔式”伦理结构,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177792&idx=2&sn=e6b043d837433ee977eab177f579bae7&chksm=87e41345b0939a535cb70a35f8b6ba45c24638a5079b875f7c1ab87ab845cf0884b4b06b6865#rd
59,茶船古道：流动千年的文化纽带,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177654&idx=1&sn=70212927b039464ecf6d2712a82b0866&chksm=87e41233b0939b25923894bd13440988b973af69b96eb0623db16a7d89cea6678adca5d3c1b5#rd
60,新发展格局助推制造业转型发展,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177654&idx=2&sn=b66e18746f42a14262b773b51431b638&chksm=87e41233b0939b25369c086e8c5ccf2994df42517401e03855327350df8e5017654743fc900a#rd
61,【二十大•二十题】从历史文明大视野看中国式现代化新道路的三重意涵,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177620&idx=1&sn=7477efec98789761ac4dc4ac790b32db&chksm=87e41211b0939b07ff15dd05771971d8082d5574fc32fd4f9f7e10655e93239a8ed0b4051fd8#rd
62,考古旅游：展示中华文明的一种选择,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177620&idx=2&sn=684726d23bce34a4757b9411849e57e9&chksm=87e41211b0939b071ac95a7490f12e641d220d383e16e6f43dafdef5bdcd7826302dbc998da9#rd
63,《习近平谈治国理政》第四卷新在何处,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177604&idx=1&sn=297c951c99c5d8c36128a31d867eea76&chksm=87e41201b0939b17e8a88615764d2321e8fa547f9bfd103ad2a710eb4852dba138c312d424da#rd
64,韦路：关于建构中国传播学自主知识体系的思考,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177604&idx=2&sn=d44532f638165fff81785745677f46bc&chksm=87e41201b0939b17f145436bb3fdab62aee4cfa8f5d3ed8a6d31927208c4c130ebf6c9639fd1#rd
65,践行全球发展倡议 汇聚强大发展活力,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177584&idx=1&sn=8580a3f1e7fc47974039a546584857d7&chksm=87e41275b0939b6360daa4967192edbc6b92bf0c6ef746308a57b5f6422ebd761a071fba2bf9#rd
66,【考古现场】三星堆遗址探索未知 八大“祭祀坑”揭示本源,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177584&idx=2&sn=18fee6f7119539f905657820853e6232&chksm=87e41275b0939b63116c115855df6fa2630aca58218a40913874c6ea62bebb3e6866b1350b73#rd
67,唐润华：超越与回归——浅谈中国国际传播研究的调整,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177543&idx=1&sn=ac9e53d2159a6cf03db0d5d357d1c5f4&chksm=87e41242b0939b54da3f4cc861031c691027bbbb67dd3d1754ddee01a7460684af5726776c05#rd
68,【考古现场】以巨龙为精神标识的“查海遗址”类型文化在中华文明探源工程中的重要作用,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177543&idx=2&sn=00629074c3546ea00e2f0f3c575ee565&chksm=87e41242b0939b54759f9bd0fac6f503fa34db173b5fad281c48ad6a27dc84696ef50d4bba61#rd
69,读懂中国式现代化和全球发展关键词,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177531&idx=1&sn=591b3ad2c34f05cf49f430ed6d43de43&chksm=87e4edbeb09364a821fa4f29f6d04f0acb432d42e23ce0e1e2ed8291b9c204bbc41986a1cde8#rd
70,构建中国马克思主义法理学,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177531&idx=2&sn=1e3f97f68f2d7159a593de8f0b280a48&chksm=87e4edbeb09364a827339cf042e3af6d3ffceaf9b0df4498abd17afb7a29bc7e4c5a66919487#rd
71,深入学习领会习近平总书记在省部级主要领导干部专题研讨班上的重要讲话精神,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177501&idx=1&sn=4ecfcf606230f280105b6a5c63e0d72f&chksm=87e4ed98b093648e1dd7d4c3ec2c6506b4cdb63f7280f39fe6411cb2f64b54b99a41bb25e6b5#rd
72,创新发展二十一世纪马克思主义,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177501&idx=2&sn=aeab66dcb9c6957dc5d430c82ef8ce5d&chksm=87e4ed98b093648ece40b6096f59e48c2315176d8276fc48b741c0e54879370b332086c8aedb#rd
73,中国当代文艺发展与文论话语构建（第一辑）,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177464&idx=1&sn=b839e09c9fab126f111c7380b0089d28&chksm=87e4edfdb09364ebd2de972b8373e17e0bb36f115dc025c11d1bfb64102e42bfb637404dfe79#rd
74,【考古现场】手工业考古视野下的玉石器研究（第二辑）,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177418&idx=1&sn=849183dcae8afbd5009b08962f04a68a&chksm=87e4edcfb09364d9c435f71bd80acdc5bc506192172c32f7306a915bfbf39f9f898a33ad67b6#rd
75,【考古现场】手工业考古视野下的玉石器研究（第一辑）,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177393&idx=1&sn=45a5a2466744ed0ae3ba6cddadf78901&chksm=87e4ed34b093642231747dac9e54d42d0d1e965123a89d2927c8c58476d5cd08e81059a6084f#rd
76,【国际观察】人类命运共同体理念解读“人类向何处去”世界之问,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177362&idx=1&sn=6200d6dcdcb5404816348c6161dae0cf&chksm=87e4ed17b0936401f4c880bbf2f190bc9eed063bc51f853cb0f1e97a8fefd4eb1a74a2cc874e#rd
77,推动社会保障事业高质量发展,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177362&idx=2&sn=5cc41b45ae9e9fb1c7d55d59baf6ee18&chksm=87e4ed17b0936401216c3172d34415f4258571eba8b2febb608b27ccfda98842f21385258d6e#rd
78,中国传播学40年 面向未来再出发（第一辑）,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177334&idx=1&sn=bf2d78dde7e3219bf56b5c1dcf5f2c6f&chksm=87e4ed73b09364658ad0de71739a7b0287382bcb6c45142aba5a863744cef3ce63bb7b27bc47#rd
79,何炼成：桃李不言 下自成蹊,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177300&idx=1&sn=9c63e64f081cc16fdd81a8600c3d4ecb&chksm=87e4ed51b093644780f9f528d87999943c338cc11a546e60d29c37695c29df7735241a50416b#rd
80,《中国社会科学》2022年第7期目录,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177300&idx=2&sn=3599980b5aa7b279b9b1dc417e94c3a8&chksm=87e4ed51b0936447d31cc4070e0c5b1ac4e6c2fc49347160c3845a09eca3cf5b00284ce17a14#rd
81,【二十大·二十题之“马克思主义行”】感悟真理力量——用不断发展的开放的理论回应新挑战,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177204&idx=1&sn=5edf6de1bbbc6a38985291d3d8138e56&chksm=87e4ecf1b09365e7eb5ba9902ec82106d7137ac78b13f76097c7a22960e4a5791bf4b684d8e3#rd
82,【二十大·二十题之“共同富裕”】扎实推动共同富裕取得更为明显的实质性进展,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177189&idx=1&sn=4c3dc0b2ebc957f5a3de678adda2a958&chksm=87e4ece0b09365f629d6dda88de44184f577bb8836293306807dc55bafe79e030801f809336c#rd
83,【二十大·二十题之“共同富裕”】中国式现代化助力实现共同富裕,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177189&idx=2&sn=cfa398067101909980f55fb4f71607f3&chksm=87e4ece0b09365f6fd69f0969c35075e3b5f66b8003cee29ebd959686c2407fd9d7060be88bb#rd
84,反思没有文学的“文学理论”,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177163&idx=1&sn=dcfc7f0fc900f48a87ed8fb7a8eec1e3&chksm=87e4ecceb09365d82ef75e7d915840562fab9e96fdd026c9f2bc6b0b310035be2a8b31f09bfd#rd
85,着力推动公共文化服务数字化发展,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177163&idx=2&sn=03bde2e11ffaeb74f8ba932b7897a42e&chksm=87e4ecceb09365d8794f3528d7f7bd041d21f9bcfbc3f57be5a175304f1dfe1068adac3acf29#rd
86,新刊速递 |《中国社会科学网刊》2022年第9期！,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177139&idx=1&sn=40eb19acab9eb0687dd8dc26347d681f&chksm=87e4ec36b0936520578cc53cc75331719d5991cfcd53abd1622ce7e13522da991aadb1931cc0#rd
87,在《习近平经济思想学习纲要》学习座谈会上的讲话,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650177134&idx=1&sn=939e7d3cfec19b076a2aa72bdb828fa0&chksm=87e4ec2bb093653d886e6464a75bd0d92ca7015eb629fdeab575f4fbf18e73a295afc0d27a0b#rd
