Unnamed: 0,title,link,post_index,date,have_chaolianjie,have_newmedia,have_tupian1yinpin1shipin,is_origin,read_num,like_num,old_like_num,content
125,刊文推介--生活之树常青 ——重论《金粉世家》的文学价值,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484065&idx=1&sn=0ba838b4b6628bc5af6c3384ac49dcc5&chksm=c197eba3f6e062b5b94473d8200cbe7ebbb620f10b98daa2054739b128c9741ba673bd269503#rd,1,2021-1-28,0.0,1.0,1.0,0.0,,,,
124,刊文推介--论艺象的创构,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484083&idx=1&sn=b26b18856437e2b8541c9f29318de7dd&chksm=c197ebb1f6e062a7817350d959da495ac44b998d401cf55f183929efa21b01dbce7866b0869d#rd,1,2021-2-3,0.0,1.0,1.0,0.0,,,,
123,刊文推介--党建引领社会治理：制度逻辑与效能改进,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484100&idx=1&sn=336a8a1d1db9e9d093f5cefaa8a51b55&chksm=c197ebc6f6e062d02d14603173a7db196e9c365d0d99277442c1c39490008c74b7d28f10c939#rd,1,2021-2-4,0.0,1.0,1.0,0.0,,,,
122,刊文推介--农业风险形态与诱因分析：一个文献综述,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484122&idx=1&sn=4abde94791472012ec2315cf3d812d96&chksm=c197ebd8f6e062cef8db38b6c9bbb8dd9f922f6916cd693f33669e6584aa2f5dd84ada185bd5#rd,1,2021-2-5,0.0,1.0,1.0,0.0,,,,
121,《江淮论坛》2021年第1期目录和摘要,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484270&idx=1&sn=2f160b794df10b40e061593c3e990056&chksm=c197ea6cf6e0637a597eae78bb589ade5c19b29d36d291bb61fd654dc004be35407a3bda8010#rd,1,2021-2-8,0.0,1.0,1.0,0.0,,,,
120,刊文推介--中国哲学社会科学高质量发展：理论突破与实践超越,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484289&idx=1&sn=960111a812d6ea235c5e4eb7b825eccd&chksm=c197ea83f6e063957bf9cb59fd37e4417d0d3b510459be8ec33bf7585e54d92814b58699a05b#rd,1,2021-2-9,0.0,1.0,1.0,0.0,,,,
119,刊文推介--协同发展的现代产业体系建设的制约因素与应对之策 ——基于系统科学理论的若干思考,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484290&idx=1&sn=cc26f3432803b4e39e17b694a9f8c0f6&chksm=c197ea80f6e0639629d402905cdaa9737173f9d1c74f517f0c9a00a9989090801061f3b23d29#rd,1,2021-2-10,0.0,1.0,1.0,0.0,,,,
118,刊文推介--荀子人性论的历时性研究,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484325&idx=1&sn=f82de2387d2e02d18887db096a5cd7e9&chksm=c197eaa7f6e063b18383e542d2ab356ac5551a7064e311dc9bb218959937ed42e8ab99f8d811#rd,1,2021-2-21,0.0,1.0,1.0,0.0,,,,
117,刊文推介--“全过程民主”：运作形态与实现机制,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484347&idx=1&sn=03e553198548f1a7f85098fca6f670f2&chksm=c197eab9f6e063af1d2319db2cacd9cb4a1abea2f125bcc6f92daddf87b06b41686236985486#rd,1,2021-2-22,0.0,1.0,1.0,0.0,,,,
116,刊文推介--新时期中国人口学的发展方向,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484348&idx=1&sn=f1db5cc46002b8206add191990f4db81&chksm=c197eabef6e063a842ec48d8dbd3fb407919ae4f56ed59b2109f29d61822b68db2aa10300cfd#rd,1,2021-2-23,0.0,1.0,1.0,0.0,,,,
115,刊文推介--新世纪以来长篇小说历史叙述的三种范式及其问题,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484349&idx=1&sn=b9ca7c93dceed5467502545159c1c165&chksm=c197eabff6e063a99257a6479b32ac0742c5b63e4b5527a2ddb3e46b9d60394bf72786ee4ec9#rd,1,2021-2-24,0.0,1.0,1.0,0.0,,,,
114,刊文推介--没有“事实”概念的新符合论（上）,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484350&idx=1&sn=d76c9bfdd70ba55dc4271f4d23e6bf7d&chksm=c197eabcf6e063aa9942c7b76025a45101b6fd2a92e8e1828fc5ad96f4d103d6557ef3d8577b#rd,1,2021-2-25,0.0,1.0,1.0,0.0,,,,
113,刊文推介--没有“事实”概念的新符合论（下）,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484353&idx=1&sn=9d46abbc8ea48e2d7dc083d29a0b2ff8&chksm=c197eac3f6e063d56656fd9f988b2ca2dc2bf989b2aa65bf2c202f28f1d6562aaf78150d6537#rd,1,2021-2-26,0.0,1.0,1.0,0.0,,,,
112,刊文推介--论马克思主义世界历史理论视域下的人类命运共同体,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484355&idx=1&sn=dc5842b3c2dda5d2f93b93ccda9884d7&chksm=c197eac1f6e063d7b9e088fe4898bf79d3ffb48c00b982e67f0c61dca606fd6e08e36f2da8f1#rd,1,2021-3-1,0.0,1.0,1.0,0.0,,,,
111,刊文推介--事实与符合 ——陈波《没有“事实”概念的新符合论》之我见,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484356&idx=1&sn=60fb54bd3bd405fdc659f013e41d9730&chksm=c197eac6f6e063d0dfecd03f519acd8ca5c02ac7633d8b4c9179b6143b9643ef79861d353b3b#rd,1,2021-3-2,0.0,1.0,1.0,0.0,,,,
110,刊文推介--集体互助养老：中国农村可持续养老模式的理性选择,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484357&idx=1&sn=82c02d0070056a30337894951dab4ed0&chksm=c197eac7f6e063d18b30c174a8393d1611df6ae0df18d6df3f9761697f1ebff0c05c0c380b98#rd,1,2021-3-3,0.0,1.0,1.0,0.0,,,,
109,刊文推介--没有“事实”概念的新符合论不符合事实,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484358&idx=1&sn=39c13e45e14085c681955575c63fcea8&chksm=c197eac4f6e063d272a58cdcb54d26551be0e84ed3145e35a944cec54185d2228c5898d446cb#rd,1,2021-3-5,0.0,1.0,1.0,0.0,,,,
108,刊文推介--“事实”概念是一个本体论赘物 ——答陈嘉明、苏德超,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484359&idx=1&sn=61503d6f2beaf7e7a79445a04da605b5&chksm=c197eac5f6e063d3a5d890c615be26395d96b67a312139bcf025b6165967123571bc12d9ef65#rd,1,2021-3-10,0.0,1.0,1.0,0.0,,,,
107,刊文推介--对威廉姆森和克里普克的同情性辩护——兼评陈波教授新作《对话、交往、参与》,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484423&idx=1&sn=0fd4762bb306a5b47ad9293bafeb1c54&chksm=c197ed05f6e06413e8a9c1e0d7def35bfe5c6914a73832ab1c2408b4f344df7adbf13c97d1a9#rd,1,2021-3-30,0.0,1.0,1.0,0.0,,,,
106,刊文推介--对威廉姆森和克里普克的同情性辩护——兼评陈波教授新作《对话、交往、参与》,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484424&idx=1&sn=da0f03f5b68e53c0708b391f77009842&chksm=c197ed0af6e0641c9770d39d8c6fbca91b9db38f195de86d7f91b5d733a8ebedbed89e84c567#rd,1,2021-3-30,0.0,1.0,1.0,0.0,,,,
105,刊文推介--俄罗斯法治化营商环境治理绩效的生成逻辑,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484425&idx=1&sn=1d3c12f95e8db957b864beb86e853654&chksm=c197ed0bf6e0641d5a31ae1609841ad6818cd4ecd7a1bd70b4dd9b600084514a69d391292ecc#rd,1,2021-3-31,0.0,1.0,1.0,0.0,,,,
104,《江淮论坛》在2020年度复印报刊资料转载指数排名中喜获佳绩,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484433&idx=1&sn=036aed3e30731999cb9b1c2b69c90348&chksm=c197ed13f6e06405f652b66bcf5bc7217218af28fcf5ebae5bda57fd47adc7083d945160b743#rd,1,2021-4-2,0.0,1.0,1.0,0.0,,,,
103,刊文推介--君子与英雄——孔子与梁启超理想人格比较,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484434&idx=1&sn=eb59f9322b4dbca612595d5953604a5e&chksm=c197ed10f6e06406d54c7556b800979b4502457c9ffe8a926b21088740d09220b889124714e3#rd,1,2021-4-6,0.0,1.0,1.0,0.0,,,,
102,《江淮论坛》2021年第2期目录,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484466&idx=1&sn=0cb24fa00d8e1fe8eac442b295254719&chksm=c197ed30f6e0642613bc5d08bd5276c48c6be29f6cf13c51b95dc98f55936ec729e4e7cdd09c#rd,1,2021-4-16,0.0,1.0,1.0,0.0,,,,
101,刊文推介--论反垄断法对平台经济健康发展的保障,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484467&idx=1&sn=05f7858125f36ace3ec3beb6ce328332&chksm=c197ed31f6e0642719a7232e02c994f922ff0d0005a48a4f887adb68d54cebfa3198f61cf66b#rd,1,2021-4-17,0.0,1.0,1.0,0.0,,,,
100,刊文推介--智慧养老：内涵、困境与建议,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484502&idx=1&sn=df1b10812661fadc3e83c9d9c32b4dc8&chksm=c197ed54f6e06442e8843b53e48de3d178b2016bfaa53d3336ddeebfe943a66e9d55852c9b06#rd,1,2021-4-19,0.0,1.0,1.0,0.0,,,,
99,刊文推介--“十四五”时期促进农民增收的战略思考,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484535&idx=1&sn=6127ac88c8a671b10c8861a0363c04e7&chksm=c197ed75f6e06463cf3b4628e3dcc52f410c445a10d34b3368a3e201715e6019a333e885380b#rd,1,2021-4-20,0.0,1.0,1.0,0.0,,,,
98,刊文推介--童心艺术的生长与收获：当代儿童诗发展考察,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484608&idx=1&sn=4a55820127c6ba29f08d2d0756c60a57&chksm=c197edc2f6e064d43d95439c10806ea3370497f9891d76753629462ce450350982b6f0c27ebf#rd,1,2021-4-21,0.0,1.0,1.0,0.0,,,,
97,刊文推介--文化自信的四重哲学意蕴,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484634&idx=1&sn=b133e86192d7d734fdcab3d84b44c92e&chksm=c197edd8f6e064cec2f5b5e01ea41defa1424a14769c7428cc341aa6744c1d190beb165b89b2#rd,1,2021-4-22,0.0,1.0,1.0,0.0,,,,
96,刊文推介--新闻透明性的理念、内涵与限度 ——对社交时代媒体转型路径的一种考察,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484655&idx=1&sn=fc1b17590a30b40e769e997e78276f0e&chksm=c197ededf6e064fbf84bbfca06f94a88ba169a639b052dfd2eeb8d423557a96f7a999a48365a#rd,1,2021-4-26,0.0,1.0,1.0,0.0,,,,
95,刊文推介--陆海统筹战略的理论体系构建与空间优化路径分析,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484672&idx=1&sn=ebf5d118a0ff499a003cef530ad58b63&chksm=c197ec02f6e06514da5206e53c879dc5b78ffbf599445701c01a23cfa2ddc3a0419c0496785c#rd,1,2021-4-28,0.0,1.0,1.0,0.0,,,,
94,刊文推介--唐人诗格与唐诗艺术学,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484694&idx=1&sn=d3c54aeeebca2770fcb9de3df0865502&chksm=c197ec14f6e065028fba386abd98524c8689b1bee28b1688369e12f404e1f48077fcf7bc86c9#rd,1,2021-4-29,0.0,1.0,1.0,0.0,,,,
93,刊文推介--传统哲学问题的机器建模 ——探索AI、大数据和哲学深度融合,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484706&idx=1&sn=a6e74117e120571794ebbaf206978d4a&chksm=c197ec20f6e06536a296b69d6c327255cffd9f797ec83dbb755664dd1c42c9bc28ef4b5ca7e2#rd,1,2021-5-6,0.0,1.0,1.0,0.0,,,,
92,刊文推介--论南宋朱子门人后学对朱子学文献体系的贡献,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484707&idx=1&sn=6ddf535121b14ed2f055eafaf4095cc9&chksm=c197ec21f6e06537ef090bbb50a94cf5fb0bbb8b48196380d61eb427235f9a8750164d8471be#rd,1,2021-5-7,0.0,1.0,1.0,0.0,,,,
91,刊文推介--“人类命运共同体”建构是向“自由人联合体”迈出的第一步,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484708&idx=1&sn=81bbbc0c79468748d9467a9719241a74&chksm=c197ec26f6e065306dfd11ab72133758477eb1a54126616c170eae434f6cdfd101dc75b9f327#rd,1,2021-5-8,0.0,1.0,1.0,0.0,,,,
90,刊文推介--儒家社会治理思想及其当下意义,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484709&idx=1&sn=b3b9d7561dc784fb225138012ea338c1&chksm=c197ec27f6e065316ffc9283c49a502055d8c81b6c872085b7d470d14552e1ea56b7bea93e09#rd,1,2021-5-11,0.0,1.0,1.0,0.0,,,,
89,坚守初心、引领创新，努力办好高品质学术期刊,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484734&idx=1&sn=69c2563427d9c7995487d648bbfb4d61&chksm=c197ec3cf6e0652a36c3e5deb3a42719ef13caac598256edbe486e5b2c66b936fd63ecd9bd21#rd,1,2021-5-25,0.0,1.0,1.0,0.0,,,,
88,《江淮论坛》2021年第3期目录,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484794&idx=1&sn=b81293b5fc68e34b45867987fcc17f76&chksm=c197ec78f6e0656ed3c684d9b61f6692a06c723ac1bcdc551ce17f5b8c1fc30c4255f436aedc#rd,1,2021-6-23,0.0,1.0,1.0,0.0,,,,
87,刊文推介--积极促进我国人口长期均衡发展研究,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484860&idx=1&sn=8c8a60dcd432a437f31efaea28eba0c2&chksm=c197ecbef6e065a854e2bd2144ae8d945014ac4021e79b623f115341d7bdf7ad5a7b96389735#rd,1,2021-6-24,0.0,1.0,1.0,0.0,,,,
86,刊文推介--商鞅变法检讨与死因追究,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484877&idx=1&sn=a6f9f38e65599f4c1e562b957c42910d&chksm=c197eccff6e065d9128f176731bfac4af8f1ebce8c907cb872c0189edd4927e5ae546f4a8b06#rd,1,2021-6-25,0.0,1.0,1.0,0.0,,,,
85,刊文推介--碳达峰碳中和背景下的央行政策研究,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484878&idx=1&sn=a6b2598091e5245cf7012f260d2785ef&chksm=c197ecccf6e065dab307a466feba8e4490aac64c9ca1a393daa178a7e26457c541291171cc0b#rd,1,2021-6-29,0.0,1.0,1.0,0.0,,,,
84,刊文推介--历程·问题·路径：建党百年群众监督制度建设研究,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484879&idx=1&sn=9d61c08622e914a503514837d1fa3a27&chksm=c197eccdf6e065db7cce8f9a8eb320d3ebac7290a332cea47fe1f71c421e0a5161385225bc67#rd,1,2021-7-1,0.0,1.0,1.0,0.0,,,,
83,刊文推介--中国共产党领导贫困治理的百年历程与世界贡献,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484891&idx=1&sn=4275032c13f37612380119571f838954&chksm=c197ecd9f6e065cf60c22608f11daeb9250a2f16d74407910d5c8f325f3d92e5426788f2ef09#rd,1,2021-7-2,0.0,1.0,1.0,0.0,,,,
82,刊文推介--康有为与谭嗣同的华严因缘,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484893&idx=1&sn=32d235c0cefce53decfa91a8433fef8b&chksm=c197ecdff6e065c9583fd83916af153a4315efda25819e7a869b37558277e6ed9a315119bd33#rd,1,2021-7-9,0.0,1.0,1.0,0.0,,,,
81,刊文推介--基于共同富裕的社会保障制度深化改革,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484894&idx=1&sn=0423a5b5f87b917ab94f1b5ad7ea74ad&chksm=c197ecdcf6e065ca511597be9538dfd56ecebf664c84607c017e32e3c1618624881d0756132d#rd,1,2021-7-13,0.0,1.0,1.0,0.0,,,,
80,刊文推介||新时期开展农民工返乡创业促进城乡融合发展刍议,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484918&idx=1&sn=35e516001596d3acc99386739d3161ca&chksm=c197ecf4f6e065e2ce85de2816c5e4edefe24dedab4dab8c8eca11172d491624a902fd752733#rd,1,2021-7-20,0.0,1.0,1.0,0.0,,,,
79,刊文推介||提升社会信任与优化媒介体制,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484919&idx=1&sn=77233c3e2d247d12ab94015d6cd6ee3a&chksm=c197ecf5f6e065e3b1919f545697a88829049fd6cf14e5dc7363d6a517ef2d686b578c888da8#rd,1,2021-7-21,0.0,1.0,1.0,0.0,,,,
78,刊文推介【智慧法治】--卞建林：人工智能时代我国刑事诉讼制度的机遇与挑战,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484960&idx=1&sn=93ea927877d8018da7d8c38137d4ba37&chksm=c197ef22f6e066344773ef21e225c5ec638a263218db9e943ae73482474d78ecc8dd39b4b69e#rd,1,2021-7-22,0.0,1.0,1.0,0.0,,,,
77,刊文推介【智慧法治】--时建中、王煜婷：“数据池”共享行为的竞争风险及反垄断法分析,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484961&idx=1&sn=fa5363006cd1f9544e4acdfba13d7aaf&chksm=c197ef23f6e06635c262e2f1e5d4f1965f84d14fcda2069f1010fe6e0977ad0e8e9f03304130#rd,1,2021-7-23,0.0,1.0,1.0,0.0,,,,
76,刊文推介【智慧法治】--李怀胜：公民个人信息保护的刑法扩展路径及策略转变,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484964&idx=1&sn=ab317f81f1bff2f4c4332f0a46b8bc14&chksm=c197ef26f6e06630aeb71a0f4947c5d2275e69891de46b7e8a2f950d76f1441bf62876c059e1#rd,1,2021-7-25,0.0,1.0,1.0,0.0,,,,
75,刊文推介【智慧法治】--尚柏延、冯卫国：法定数字货币的刑法问题及其立法完善,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247484966&idx=1&sn=e4033815ed350f85edfcdfee2d135551&chksm=c197ef24f6e066325083a59618a369692426afb92d96838baa0de3bc7497be34b48a12e36ac6#rd,1,2021-7-26,0.0,1.0,1.0,0.0,,,,
74,《江淮论坛》2021年第4期目录,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485006&idx=1&sn=92bfeff42911bf8a7d15f5756c77d095&chksm=c197ef4cf6e0665ace55b66086a572bf14a3a93faf6fe4b3ada6bc367a0cf77dd02fff4643c3#rd,1,2021-8-31,0.0,1.0,1.0,0.0,,,,
73,实现共同富裕：新发展阶段的崭新目标,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485045&idx=1&sn=2a83a47143520237913ff7a39b2d0923&chksm=c197ef77f6e0666185505abecc1e13b695931a6fbe02e56333d2b8e92288ddfc2447b4d7c77f#rd,1,2021-9-13,0.0,1.0,1.0,0.0,,,,
