Unnamed: 0,title,link,post_index,date,have_chaolianjie,have_newmedia,have_tupian1yinpin1shipin,is_origin,read_num,like_num,old_like_num,content,lis_content,lis_content_like_num,lis_auther_reply,lis_auther_like_num
13,詹一虹 孙琨 ▏非物质文化遗产传承的梗阻与元宇宙沉浸式场景的运用,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488182&idx=4&sn=e6b47c8cff83ce9ef411d36ffbfaef96&chksm=96fd7ee9a18af7ff80fd96d0eedcc43ca9b1ef1482653584f7ea33aff33e675f074bfd576183#rd,4,2022-9-21,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
14,王昭 ▏体验经济视域下数字沉浸文旅的创新性发展,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488182&idx=5&sn=6f20fb48e6216917796d5eb13ad54a50&chksm=96fd7ee9a18af7ff77ad4e9b64f1016a3c2ddaefcf41e8dac2fbed24ee7710c839ee2fbb4d21#rd,5,2022-9-21,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
15,《江西社会科学》2022年第8期目录,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488162&idx=1&sn=55aa897203ce353675c41ed9bd0f9071&chksm=96fd7efda18af7ebbc66a3fc76a633f4faf570efbe50d8a288459d5e54616f1b941a5364e309#rd,1,2022-9-14,0.0,1.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan
16,安乐哲/文 欧阳霄/译 ▏比较哲学视域中的《易经》宇宙论,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488162&idx=2&sn=7683bbad4a837a674d664bfceb4bc30a&chksm=96fd7efda18af7eb6ab9f1504756c5f692fbbf030be0932d97092d946bc450f453629b9cd40d#rd,2,2022-9-14,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
17,温海明 袁传志 ▏理解人与世界的新哲学视域：从“以事观之”到“意本论”,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488162&idx=3&sn=ab4557165394489e6cdd737d5be5968f&chksm=96fd7efda18af7eb5a3c83d4bdc72237adb05f3e1da950d6bc3b1544ade59ee7ce7cdc96aa18#rd,3,2022-9-14,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
18,​党圣元 王佳 ▏北宋仁宗朝“明体达用”思想与文体观——以范仲淹为中心,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488162&idx=4&sn=e09e1e3e65a93b72d0a6140a2ab8efc7&chksm=96fd7efda18af7ebcbb3b86e8de799412d4e4e695c6765c263426d54beeb403659a2543d18d7#rd,4,2022-9-14,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
19,郑备军 赵昕悦 ▏清代经济性会社与基层治理,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488162&idx=5&sn=304493190f719f9b22d7533abea0b859&chksm=96fd7efda18af7ebd617af9ca34afbe00aa0076be43fcd46d63256bf0588080125a455f911ca#rd,5,2022-9-14,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
20,戴俊骋 魏西笑 ▏文化强国使命任务视域下的数字文化消费,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488162&idx=6&sn=63592f2963ae645860e7312c6154551d&chksm=96fd7efda18af7ebc6e4b91068647d4b973d33acc4501a4ebf28c0ec4133cb2148cf4fd455dd#rd,6,2022-9-14,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
21,都岩 ▏论卢卡奇建构社会存在本体论的三大原则,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488131&idx=1&sn=3e1aeea1b6b9ee44dad711a94da3e175&chksm=96fd7edca18af7cab8bd00938e9e681f874ec3f8cacac78f5072de183d83ef3a93b0296bfd5d#rd,1,2022-9-13,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
22,张拓 ▏无被害人犯罪的刑法规制问题研究——以跨境赌博为视角,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488131&idx=2&sn=a882da4812d05afaa9de3592a3413f83&chksm=96fd7edca18af7caa54333ac36706750dae9bb3348acb98f39e546312861f94469d452159329#rd,2,2022-9-13,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
23,万冲 顾金春 ▏意义的分析、解码与传释——论现代文学书评的思维方式与语言表达策略,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488131&idx=3&sn=da201d9c3346d51b4d9558cd3fbc732c&chksm=96fd7edca18af7ca6498753546b35d33b8f55a37ec4f7f10adfafb645d1a46eb331d4970c828#rd,3,2022-9-13,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
24,郭华 ▏非法集资刑事措施转向与行政治理接序的融贯,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488108&idx=1&sn=afeaf30bd1b4409e3b0f3536465b6024&chksm=96fd7e33a18af72529fd549dba8e202e0adbd7c7f5a99a470332a25f589c1bcc63662261a774#rd,1,2022-8-23,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
25,李晓 ▏论非法集资犯罪多次追诉的合理限制,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488108&idx=2&sn=6e1f6c332f382debc99f09fe2312b4c8&chksm=96fd7e33a18af7251665ea584bb91e21b2e6c4ad95315f1f3d38dae63ed5a095e342ef1690c3#rd,2,2022-8-23,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
26,魏鹏举 钟艺聪 ▏数字文化经济的价值共创,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488108&idx=3&sn=64c02eb4ae4a818837810ff24f32b3a3&chksm=96fd7e33a18af725b2fec72dedefc3b698f9f00700303edc3c596b8aa64e46569ff84b860375#rd,3,2022-8-23,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
27,匡文波 邓颖 ▏媒介可供性：社交平台赋权粉丝社群的情感表达,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488108&idx=4&sn=2163448b996214970d14ade57fbb4896&chksm=96fd7e33a18af72537e5dfa330062ce8679753f872aaeed586a0cc71b2c17ac0e5738145e8c1#rd,4,2022-8-23,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
28,林汉青 王春玺 王少国 ▏新自由主义经济霸权的衰败及其模式重构新趋向的中国应对,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488108&idx=5&sn=1efb389b5f6aa7a71c3797f81fa018bb&chksm=96fd7e33a18af725aa2a6c1a7d629da4174749ed997919a2c172073b15d4ffd0dff62203a960#rd,5,2022-8-23,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
29,《江西社会科学》2022年第7期目录,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488079&idx=1&sn=46d4bc60f23a9158078f879a08c61057&chksm=96fd7e10a18af706690c7b6ee8a17c35bd28c2cd02df99ffd913bc02a7b6d817da60ef90fca6#rd,1,2022-8-16,0.0,1.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan
30,黄恩华 ▏论伟大建军精神的基本内涵及时代价值,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488079&idx=2&sn=09356d5c961703f8aaf071a3c9d55879&chksm=96fd7e10a18af706190e13514cd192b921caba3391069bab6d1f715d178b05f18bcdd8947e34#rd,2,2022-8-16,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
31,钟小武 ▏历史叙事与历史评价：党内对南昌起义认识的历史考察,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488079&idx=3&sn=ef5f3ec452104125c6f92ef09f130575&chksm=96fd7e10a18af7067b69655f169ec314d5e9f3b8223a4fc824d8136fcb979e77e67cb3a13a13#rd,3,2022-8-16,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
32,焦佩锋 ▏德意志现代化进程中的历史—民族主义因素——兼论马克思的批判,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488079&idx=4&sn=242a4f1e741938b826d6292ad5660c98&chksm=96fd7e10a18af7061661ba735bc32abeb2858233ba9c6f0c352951777999b94a49921a58e770#rd,4,2022-8-16,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
33,江守义 ▏中西小说叙事伦理取向之差异,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488079&idx=5&sn=53251fd8b6ac12c7cd19058fc6013931&chksm=96fd7e10a18af7060c056f17b67b7a5c213bfa057e058fbd8e98951e13726041b235007d2c51#rd,5,2022-8-16,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
34,刘薇 ​ 贾康 ▏中国政府预算绩效管理改革研究——系统化思路与基本要领,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488051&idx=1&sn=7c7e12b7af63d6cd5cb3f1a0f942d921&chksm=96fd7e6ca18af77a5b3cccfd84009619c91f9f867b43e24389f9b3b629ac77e476c872227170#rd,1,2022-7-26,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
35,王志耕 ▏俄罗斯文学否定性法律叙事的肇端,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488051&idx=2&sn=71fd60b7996f0d4abfec2f24282d320e&chksm=96fd7e6ca18af77a07f90108f92596da36818345cc6f48c9c37d301264e844e5be5824a5474e#rd,2,2022-7-26,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
36,沈一民 ▏唐代封贡体系下的贡物制度——以渤海国贡物为视角,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488051&idx=3&sn=2486340b376b49dd4058185d0d61fad2&chksm=96fd7e6ca18af77ab267ee66297b11d47cc1af9813d4fe7b09bf656d77265da8947ea7e4053f#rd,3,2022-7-26,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
37,于春玲 丁富强 ▏论社会主义现代化强国建设中的 “文化先行”,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488051&idx=4&sn=37b6f7e5c424799fb16fa483af05eba4&chksm=96fd7e6ca18af77a40271e1d0f5a06e90266893689871e3e23ccfb02453e7e1262ecb803cee4#rd,4,2022-7-26,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
38,《江西社会科学》2022年第6期目录,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488025&idx=1&sn=fb070b77b1485ade5d879f66ea443b45&chksm=96fd7e46a18af7505521ecd201c9d41e6b3adaa2e0dd8cb2852594ff34423bf4bab01f0c9b01#rd,1,2022-7-15,0.0,1.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan
39,王立胜 ▏在塑造人类文明新形态的进程中推进共同富裕,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488025&idx=2&sn=836aac1ce239acc8faaac01951127786&chksm=96fd7e46a18af7500185b2d5d86b0a2f54744aa26bf51ac7aad0b1a079541dbd8da3a8dd59e2#rd,2,2022-7-15,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
40,​邓莉 ▏政治哲学视野中的共同富裕,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488025&idx=3&sn=5fdce5619689772ecef56c271d8c4439&chksm=96fd7e46a18af750c65d68e5b677f8c925148644402090ec3cd783091b0521d3ccd386315f23#rd,3,2022-7-15,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
41,张鹏 ▏论共同富裕的伦理世界观及意义,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488025&idx=4&sn=9590113566e704053b621a50eb6cd794&chksm=96fd7e46a18af750f01c54200d7881e7e97625c3d0ca56960ae5ade4e4cf960c3637c1b3e57f#rd,4,2022-7-15,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
42,陈志军 ▏危险作业罪认定中的三个疑难问题研究,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488025&idx=5&sn=50417037c5184e07f24c064e3671b70e&chksm=96fd7e46a18af75057185736eaeac011f216969cb45e12b54ed1765bdc57689a18a5ab9047f1#rd,5,2022-7-15,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
43,詹奇玮 ▏安全生产刑法保护的路径审视与转型优化,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247488025&idx=6&sn=ce9cf6368beabc55e49c032f066023d9&chksm=96fd7e46a18af7508f90b8d7286494b42c4640ba05e1be418dfca6dc5c35fec0f5429b1dad7f#rd,6,2022-7-15,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
44,程民生 ▏斑斓集萃：宋锦的色泽及功用,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487987&idx=1&sn=f8990fd6f181c9e2427bd8a04c017ebd&chksm=96fd7daca18af4ba3830df8cf2d5a3c95a3c33e185b13b1451915ca823a4f62ca8185026b0e9#rd,1,2022-7-1,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
45,王平 李梦 ▏网络平台刑事合规的刑法教义学分析,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487987&idx=2&sn=44496c611fab4f01fa7f24c08cbc7aaa&chksm=96fd7daca18af4ba5320e1b183600d0fe8658dbf562b606d6b64c062d0b9ed21275246c2dfeb#rd,2,2022-7-1,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
46,黄华生 石军英 ▏批判与重构：刑事涉案财物的概念界定,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487987&idx=3&sn=4de8c6ab65ad7cd8f4c32d1e8e3a619b&chksm=96fd7daca18af4babec2733c500c280f1dfac2d8726cb56cda2d9b19208e3e89016dfca295ea#rd,3,2022-7-1,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
47,吴悠 杨嵘均 ▏乡村振兴地方性知识应用的双重逻辑——基于东部与中西部地区实践的比较研究,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487987&idx=4&sn=ee0811c81de755786061bceb38b491c4&chksm=96fd7daca18af4ba7ad95117c15a9bd10626148b57f8dbb6c7e92df68e3f2e3ecc7fc95c4840#rd,4,2022-7-1,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
48,《江西社会科学》2022年第5期,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487955&idx=1&sn=133c31d5a54d35c970a8e8546010ef42&chksm=96fd7d8ca18af49ade9eac30cf0390a04bea3a07a05d7fdaa4c6d06f5c28d0088f054c4323bd#rd,1,2022-6-21,0.0,1.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan
49,韩东晖 ▏理性自律与判断责任: 康德理论哲学的规范性维度,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487955&idx=2&sn=d82119f705cb138b43bf8034993c2a42&chksm=96fd7d8ca18af49a31a2757b61da86d9a8632b5e678d51223bce7a951fc97ba856bab2213547#rd,2,2022-6-21,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
50,包伟民 ▏行都的意义：南宋临安城研究再思考,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487955&idx=3&sn=fb360eb47fb52949fa41dfa002c8e43c&chksm=96fd7d8ca18af49a6f9bc203580c718df5ff68071c933e579556f4fcb88873b9166b9fb4d464#rd,3,2022-6-21,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
51,唐伟胜 ▏感事—叙事连续体:抒情诗歌中“事”的修辞形态,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487955&idx=4&sn=986a82c8cad1db9c18f21d08151335fd&chksm=96fd7d8ca18af49ac9ca0454607dcc2bb6fa12fecb3c150dc1c39dbecb53ab8d4c6e00fb3ab9#rd,4,2022-6-21,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
52,张远煌 秦开炎 ▏合规文化:企业有效合规之实质标准,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487955&idx=5&sn=b6692e8cf5f206a0f676ad7e19696455&chksm=96fd7d8ca18af49aea88c211202bb93b171259f90d72bdb0b6bed5c14a9bff586f40ff180d88#rd,5,2022-6-21,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
53,郭建晖 ​李海东 ▏陶瓷文化产业视野下国际瓷都复兴研究,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487914&idx=1&sn=516985a38423e7e944bfecc4249dfebf&chksm=96fd7df5a18af4e35e8aaabf7cf12e932685605a6e89476edc4fef85579f8dd143053db18b55#rd,1,2022-5-31,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
54,侯利阳 ▏论《反垄断法（修正草案）》中的四大争议问题,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487914&idx=2&sn=c8446ad1db9daec01f7601413dd5f277&chksm=96fd7df5a18af4e3abc7f55b6eb39be4d13dc691144c23a87edfa3d9d3282c711802f2b52acb#rd,2,2022-5-31,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
55,钟刚 ▏论农民的经营者属性与竞争规则调整,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487914&idx=3&sn=0b59be6b1a45170f05d4e19a369fef11&chksm=96fd7df5a18af4e36df7b4fd1d3ed5b7dc4fe7cdde82d27a661e32d07afe5457f19af05ee394#rd,3,2022-5-31,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
56,吴宏耀 ​王凯 ▏谁享有了辩护权利？——论“辩护平等”的实现,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487914&idx=4&sn=23513d1663912eaeb375a22b8e08bd44&chksm=96fd7df5a18af4e3a2071f295ab90a970549680d80a653615719cf9b9e292e0c76ef3ff793e0#rd,4,2022-5-31,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
57,张定鑫 ​张卓文 ▏中国绿色发展问题的哲学思考,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487914&idx=5&sn=ebec9aaa59ae9a4a3b8785a369cbbaf3&chksm=96fd7df5a18af4e314f3af168d01f356e2a5cdf4f2e78ed7427d38a5e8cedcda20afecd7eeb9#rd,5,2022-5-31,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
58,《江西社会科学》2022年第4期目录,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487889&idx=1&sn=9f555edddb2319e2cace7b2922763b49&chksm=96fd7dcea18af4d8019d8ce0cd8a4e0e6897f7a8dfcf17cd31c7cd9c6f739d7939b36f1fe307#rd,1,2022-5-20,0.0,1.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan
59,齐卫平 ▏论廉洁文化建设的三重意义,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487889&idx=2&sn=b932bc6e4da5d88bbb3fba16f6a00f0e&chksm=96fd7dcea18af4d821c089079d63cf21bf68798822b93f1a9e58286e49d618346f500d1e1390#rd,2,2022-5-20,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
60,黎康 ▏理论创新视域下“两个结合”的 内在意蕴辨析,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487889&idx=3&sn=dca2bd3f8537353fd4c5521a856cde82&chksm=96fd7dcea18af4d8cd2d23de7295e384601926da48b6fc3140fd4dfe1a254070d8a301807f14#rd,3,2022-5-20,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
61,郑春晓 生安锋 ▏结与解：西方植物诗学中的伦理冲突,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487889&idx=4&sn=50b1457fc5a04cebc82568f84b21356c&chksm=96fd7dcea18af4d8aae8d0c67f1906a1763bad04c583138d593a87cb70677461518b1ba97e48#rd,4,2022-5-20,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
62,孙建国 ​唐莹 ▏新民主主义革命时期 红色金融体系的构建与发展,http://mp.weixin.qq.com/s?__biz=MzIwMDUwNjY3Mg==&mid=2247487889&idx=5&sn=f3909c140f86f72c2ec2d4d3d2f5116d&chksm=96fd7dcea18af4d8b238a3340cc9d7993520790908e38d94e96b53ebe73b3d8a07063c733464#rd,5,2022-5-20,0.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
