Unnamed: 0,title,link,post_index,date,have_chaolianjie,have_newmedia,have_tupian1yinpin1shipin,is_origin,read_num,like_num,old_like_num,lis_content,lis_content_like_num,lis_auther_reply,lis_auther_like_num
2445,实证化进程：新闻传播学研究方法的演进,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146322&idx=4&sn=2f10ff0be9a5de8493e2021ea60c2179&chksm=87e49457b0931d41f4516365405fd2b0f89d18bb2ff47c2e2f373367936bc9dc4080b7000bfe#rd,4,2021-1-23,0.0,1.0,1.0,1.0,864.0,2.0,2.0,,,,
2444,马克思时间观的丰富意蕴,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146322&idx=3&sn=2cf895a9a33eb07566c2734414c629ac&chksm=87e49457b0931d41c3217bf2618d19c05c9631ac6909d7fc86c7dea4655783a729c73040306a#rd,3,2021-1-23,0.0,1.0,1.0,1.0,1197.0,6.0,6.0,,,,
2443,推进数字乡村与乡村振兴全面对接,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146322&idx=2&sn=f61c6c5bd2108791d452d635957e422a&chksm=87e49457b0931d41805e8dfa815e50be3fe4b80e6a028d5b6a77931caa6b2d50e4c8a56d83b4#rd,2,2021-1-23,0.0,1.0,1.0,0.0,2490.0,9.0,7.0,,,,
2442,习近平：充分发挥全面从严治党引领保障作用 确保“十四五”时期目标任务落到实处,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146322&idx=1&sn=64d6787935c1ad25154316542f093596&chksm=87e49457b0931d4167da5b23188b19a1dd6e29088bb16e28ae2446936a21814b9b71afc10539#rd,1,2021-1-23,0.0,1.0,1.0,0.0,868.0,4.0,7.0,,,,
2441,南宋笔记的审美建构与笔记史价值,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146323&idx=5&sn=977ec596127ca6f91704a6fb440aa10a&chksm=87e49456b0931d4031087e412d31a87cd3c5b0c3d96500c8c381714f5ee40525ea895f722bcd#rd,5,2021-1-24,0.0,1.0,1.0,1.0,528.0,0.0,0.0,,,,
2440,推进网络生物安全技术风险评估,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146323&idx=4&sn=5d3fc32a185a46fc59e91bb858addb94&chksm=87e49456b0931d401dbd7d2213671ba2956386be80516fa80bbdb032c46feb72701bc2ed341d#rd,4,2021-1-24,0.0,1.0,1.0,0.0,218.0,2.0,1.0,,,,
2439,突发事件凸显心理学在社会治理中的作用,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146323&idx=3&sn=00c0c4a3968d71e5086887cd4cc1eb32&chksm=87e49456b0931d40aa863f68b4d3213f0376e328721319fa5e3ec123da1caf083a468f050169#rd,3,2021-1-24,0.0,1.0,1.0,1.0,734.0,4.0,2.0,,,,
2438,法律地理学研究的方法与困境,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146323&idx=2&sn=fbf5221673a6dbfaa92633750cbd69a3&chksm=87e49456b0931d40bf004cfdf67002c13a0a06ba89b5bf649382b5160d4dfed09608de41f75e#rd,2,2021-1-24,0.0,1.0,1.0,1.0,1324.0,22.0,6.0,,,,
2437,新时代劳动精神的价值意蕴,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146323&idx=1&sn=dc5676e2f7af034f4def73970f6bfd8c&chksm=87e49456b0931d40bbe535a163c62ef67e149a8297839afea4b967ec62c97f086d6a7902fcc0#rd,1,2021-1-24,0.0,1.0,1.0,0.0,3042.0,10.0,11.0,,,,
2436,建设共同富裕的美好社会,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146350&idx=2&sn=cfd60b3e8e24db4c0d4ad115643a16f5&chksm=87e4946bb0931d7d273d5e32b29c38de1476875e74bfdbac954c614f2fc5bbb9a5dbc48268c2#rd,2,2021-1-25,0.0,1.0,1.0,1.0,1126.0,6.0,5.0,,,,
2435,国家治理效能得到新提升,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146350&idx=1&sn=d7d59928a5ba388b47ceadb11146d82a&chksm=87e4946bb0931d7d090bd88874a5662b9a6e26f88d0c84996aad7950415f16bb7d5dbaaec732#rd,1,2021-1-25,0.0,1.0,1.0,1.0,2000.0,8.0,4.0,,,,
2434,《颜氏家训》英译本传播及其影响,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146356&idx=4&sn=28319ce52337040dbfb7a2f67aa81990&chksm=87e49471b0931d6756bc26d7e6b1fc1f0649cd7c5dde385600b9d24c9a82807a1cdd0e31958d#rd,4,2021-1-25,0.0,1.0,1.0,1.0,672.0,0.0,2.0,,,,
2433,承守“集部之学”的固有传统,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146356&idx=3&sn=357aebd7b7a672fccc5dc2e9007a38c8&chksm=87e49471b0931d679790835fba3b0fd6e9bde8d90f2d84e81ccc274a04c34692c7fbc5c8daaa#rd,3,2021-1-25,0.0,1.0,1.0,1.0,400.0,3.0,4.0,,,,
2432,协调建设京津冀城市群,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146356&idx=2&sn=c34d7e5318458b3e65102e333334d642&chksm=87e49471b0931d670973f81c58addcb9b0bf42135c27f864e121cc8c9e8c50f39fc55164771a#rd,2,2021-1-25,0.0,1.0,1.0,0.0,1084.0,1.0,3.0,,,,
2431,从唯物史观看历史认识客观性问题,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146356&idx=1&sn=edc60cc8054a09b28a3ac406e5ae2a14&chksm=87e49471b0931d675fafafe4b6ce55018ef3b53f29249c84f5279214abc84f5b989d59fae7d4#rd,1,2021-1-25,0.0,1.0,1.0,0.0,2291.0,12.0,10.0,,,,
2430,2020年12月国家社科基金后期资助项目结项名单,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146373&idx=2&sn=2baf1665610316ad3d8ad23710280484&chksm=87e49400b0931d167006ecf010c71bbd8751642e0ace8b07d97a7e15443c599c596445192e23#rd,2,2021-1-26,0.0,1.0,1.0,0.0,3489.0,0.0,0.0,,,,
2429,习近平在世界经济论坛“达沃斯议程”对话会上的特别致辞,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146373&idx=1&sn=174e38bddbea25bb36f2ea4633d11c06&chksm=87e49400b0931d161bf896d780b8a2ed3971ec669fc277ad6a5a22ce836f26a1b36e9e045976#rd,1,2021-1-26,0.0,1.0,1.0,0.0,1316.0,14.0,16.0,,,,
2428,未来学校应融合技术与人文,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146391&idx=4&sn=c2cbb9a0b7b1c25993d15eb818945a3b&chksm=87e49412b0931d04be290a4fc7441f0f7833cf58bced0faf93972c0d7fd15c820953984f5dbb#rd,4,2021-1-26,0.0,1.0,1.0,1.0,781.0,7.0,5.0,,,,
2427,增强出版助力学术期刊的知识生产与传播,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146391&idx=3&sn=55de614b421bc26331597b7bff1213d8&chksm=87e49412b0931d04aa9b4403fcf373a95814c2542da0d2efb78066b6dd0035b0542157b09777#rd,3,2021-1-26,0.0,1.0,1.0,1.0,354.0,1.0,0.0,,,,
2426,公共利益的政治哲学考察,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146391&idx=2&sn=cfc88393b6aedf70c0a6ca5d78c9cd0c&chksm=87e49412b0931d04fc88649a31b37092bf94b86344bd234ab08c8078109f376b63d105baaa78#rd,2,2021-1-26,0.0,1.0,1.0,1.0,1630.0,9.0,9.0,,,,
2425,中国共产党的特质与中华民族伟大复兴,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146391&idx=1&sn=a52e092b2a764c29b8cd850729ed3e5f&chksm=87e49412b0931d0421e1a582bb4c02c5634b2ef19056c304530c339801f1111c2c36aba47ac4#rd,1,2021-1-26,0.0,1.0,1.0,1.0,4710.0,54.0,33.0,,,,
2424,构建整体性的基层政府治理体系,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146429&idx=2&sn=51c8077ca929aedba69e60c41beb3310&chksm=87e49438b0931d2eb0258c5e9f8c0b5937074173ba65063354d19ee99434e51546a8f7805309#rd,2,2021-1-27,0.0,1.0,1.0,1.0,2138.0,13.0,12.0,,,,
2423,提升长江经济带发展水平,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146429&idx=1&sn=283ea4f8b269ea09ed2f27c939775c13&chksm=87e49438b0931d2e968078ce457cb6710cbd1026402143986ad27e1ff01215ed4d9512930325#rd,1,2021-1-27,0.0,1.0,1.0,1.0,1528.0,11.0,7.0,,,,
2422,文理会通  驾驭多语——语言学家冯志伟的治学之道,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146439&idx=4&sn=3e2ca93c271b6657a12901c63c4143a5&chksm=87e494c2b0931dd4d5c2deb2d5a67bd934833880312c519898766ad85369f2020f44015bfd99#rd,4,2021-1-27,0.0,1.0,1.0,1.0,634.0,12.0,11.0,,,,
2421,拓展网络时代的关系理论,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146439&idx=3&sn=e7e48021c08f1e4b47d8359012a43745&chksm=87e494c2b0931dd4798cb4845ab208de49804cfa156b1915d1394255d7eb0137a66bffe8b155#rd,3,2021-1-27,0.0,1.0,1.0,1.0,576.0,2.0,0.0,,,,
2420,刑法学理论的供给力,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146439&idx=2&sn=c5d34aa78192f3785153fb6a20058ae8&chksm=87e494c2b0931dd46b3b072607be4ad218c54ba8f921efa61594dbf7de2d8b2eef48f70f9e1b#rd,2,2021-1-27,0.0,1.0,1.0,1.0,1028.0,1.0,3.0,,,,
2419,教育部社科司关于2021年度教育部人文社会科学研究一般项目申报工作的通知,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146439&idx=1&sn=6df8724e338eaea0c49b8db47cff1f35&chksm=87e494c2b0931dd44c8d8d2e95f4b71138fa7fe61e406a9cb0b80c1da1b7986b858e29ae9edb#rd,1,2021-1-27,0.0,1.0,1.0,0.0,6707.0,4.0,2.0,,,,
2418,入党誓词镌刻着百年来中国共产党的初心与使命,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146459&idx=2&sn=b97b5f20307c4a45be59ca770ba4fce2&chksm=87e494deb0931dc85405c0e51d30a4e49a40f7804be0b51cd89dffbf1e171bc52b5f68d0a740#rd,2,2021-1-28,0.0,1.0,1.0,1.0,3526.0,14.0,11.0,,,,
2417,奋力谱写全体人民共同富裕新篇章,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146459&idx=1&sn=e00cfc75d6cdab9f81491ad1ed2271ff&chksm=87e494deb0931dc8d23770ae1d4175df8a6807f10369ad52fdbb2de1863deb474d03e3659bf7#rd,1,2021-1-28,0.0,1.0,1.0,1.0,1326.0,4.0,7.0,,,,
2416,略论恩格斯的政治智慧,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146481&idx=4&sn=7eeea01639881a270e34877dfeed28c0&chksm=87e494f4b0931de20a517fafbffacc11e831e2f375610b08dd42068df98720ecb50f5e7a357e#rd,4,2021-1-28,0.0,1.0,1.0,0.0,586.0,1.0,6.0,,,,
2415,实施积极应对人口老龄化国家战略,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146481&idx=3&sn=c23a6c74569ae208b7a2b49c79968fe4&chksm=87e494f4b0931de217f8bcb5f4e21fd8b8ee54033ead8e326f9b627be651a481fcc821b2d3e4#rd,3,2021-1-28,0.0,1.0,1.0,1.0,725.0,5.0,5.0,,,,
2414,专访安家瑶：汉唐遗址考古与丝路文明研究,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146481&idx=2&sn=5160ac29feade09b754a11f9c203cadd&chksm=87e494f4b0931de2ed18e930034f5dd951fa5f54c9c94fa68493f0fcd0d765136429b97fb93a#rd,2,2021-1-28,0.0,1.0,1.0,0.0,670.0,8.0,8.0,,,,
2413,脱贫攻坚：体现中国特色社会主义的制度优势,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146481&idx=1&sn=e0168df84323815753cac3cbafc19e55&chksm=87e494f4b0931de2e18db7caeab0442c09c192be69a4fcd545669914086d98adacefdc678928#rd,1,2021-1-28,0.0,1.0,1.0,0.0,1547.0,10.0,12.0,,,,
2412,加快推进党内法规研究,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146508&idx=2&sn=e4a540e0e0a64278d024f91053f3acbb&chksm=87e49489b0931d9f3b913a710482af3677cb786b860e7d276848c66839a4599ac3295c55b4c7#rd,2,2021-1-29,0.0,1.0,1.0,1.0,1493.0,2.0,0.0,,,,
2411,为加快构建中国特色哲学社会科学而奋斗——中国社会科学院召开2021年度工作会议暨全面从严治党加强党的建设工作会议,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146508&idx=1&sn=8c566931d0f8c6f9d30e996daa9e4833&chksm=87e49489b0931d9f6b358ffc32f338c2a6eec99303e90f90d55339422987bd33ec723943b162#rd,1,2021-1-29,0.0,1.0,1.0,0.0,3661.0,13.0,15.0,,,,
2410,黄河文化内涵与中国历史根脉,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146509&idx=4&sn=592630bc40135e17d76e6918f43a4a6f&chksm=87e49488b0931d9ef44fc0d97e2498e38c8860a6c0ca949fdeaa0f1aecb027772fa7f25d65b8#rd,4,2021-1-29,0.0,1.0,1.0,0.0,1849.0,4.0,7.0,,,,
2409,释放技术潜能 加快经济复苏,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146509&idx=3&sn=83926f191e315fe3bfe4b834c6c87b1b&chksm=87e49488b0931d9e1c16ceba9456c681b68be2e220fd8d06287c0453ac10daead144ed20a082#rd,3,2021-1-29,0.0,1.0,1.0,1.0,267.0,0.0,4.0,,,,
2408,贯彻落实好黄河流域生态保护和高质量发展战略,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146509&idx=2&sn=7a7f3b5908b04ce3a95590da2a5c9941&chksm=87e49488b0931d9e7bb6bcb95bd940afe25599ed2c07df0c9bd621baed4e9302463ff95d7695#rd,2,2021-1-29,0.0,1.0,1.0,1.0,1417.0,1.0,2.0,,,,
2406,扩大文学伦理学批评影响力,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146561&idx=6&sn=b37aa2e1a737df2416a4e9c1546ffce7&chksm=87e49544b0931c52acfe0173856024abaa6115226579c7d921e424acfd48145e787815435d96#rd,6,2021-1-30,0.0,1.0,1.0,0.0,371.0,2.0,4.0,,,,
2405,专访江林昌：黄河文化是中华文明的重要组成部分,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146561&idx=5&sn=865d9e6ebe43a5989a379918649546fc&chksm=87e49544b0931c52fd0592094fc7244c3c38f4944248a8f2bd7d67188729e3117f65a99e4464#rd,5,2021-1-30,0.0,1.0,1.0,1.0,1047.0,9.0,9.0,,,,
2404,德国古典哲学与马克思的交往思想,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146561&idx=4&sn=abc9374f89b491c71256670ce796f7cf&chksm=87e49544b0931c52035591e4666f25173a5e050b7050b80c2616420fbb946b8f7190a541570f#rd,4,2021-1-30,0.0,1.0,1.0,0.0,698.0,11.0,5.0,,,,
2403,以核心科技成果转化促进经济高质量发展,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146561&idx=3&sn=d9ad42eb63cb4279b8be0a5eb1028b3c&chksm=87e49544b0931c524240c1a940881308627e98a0771da979185d2fa6b4042fb7e2fc213b6605#rd,3,2021-1-30,0.0,1.0,1.0,0.0,510.0,1.0,1.0,写的非常好！学习了[强][强],0,nan,nan
2402,党的领导：中国特色社会主义制度的根本优势,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146561&idx=2&sn=d31738a349deba4bff698950659a75f3&chksm=87e49544b0931c5287a5188dea749d1ee513c4f3421022a8ace7b59e33ed6dea30809676bbe0#rd,2,2021-1-30,0.0,1.0,1.0,0.0,2374.0,12.0,8.0,,,,
2401,习近平：完整准确全面贯彻新发展理念 确保“十四五”开好局起好步,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146561&idx=1&sn=c4c9e4497135d7fc8579f2b7a84f21cc&chksm=87e49544b0931c5262895a809165424874520ae4d023df80e6ad18c25d2af27105fd5194a021#rd,1,2021-1-30,0.0,1.0,1.0,0.0,1198.0,7.0,8.0,,,,
2400,专访杨开忠：加强黄河流域生态保护和治理,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146563&idx=5&sn=7d9085eeff25521b792b7fd9485eadac&chksm=87e49546b0931c50218221cacb5c8b8ed1465a370670194e1de7b6548311702ea6c12e35cb0b#rd,5,2021-1-31,0.0,1.0,1.0,0.0,368.0,3.0,0.0,,,,
2399,突破传统发展经济学桎梏,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146563&idx=4&sn=1072068994c27fb94d85727f9e0ed26a&chksm=87e49546b0931c507c443020197d5acca54c4f02f7b1af0ce391c696be8ba9f8ec5b131278cc#rd,4,2021-1-31,0.0,1.0,1.0,1.0,379.0,2.0,0.0,,,,
2398,刑法教义学的中国展开,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146563&idx=3&sn=6fc72a1bc3849312bd6443ea78947483&chksm=87e49546b0931c5046a72f104a591eaaec60f87866b263e7559239079862d635a548efdcd238#rd,3,2021-1-31,0.0,1.0,1.0,0.0,467.0,6.0,1.0,,,,
2397,党史研究前沿及未来着力点,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146563&idx=2&sn=a4881415f07b7295b41a921e277cea1f&chksm=87e49546b0931c5030385b2f2c2e496a92280febd0e68a88cce24c3725740a5e488cc42d407d#rd,2,2021-1-31,0.0,1.0,1.0,0.0,3191.0,9.0,8.0,,,,
2396,制度优势中内在的逻辑向度,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146563&idx=1&sn=bbbbc6111b963dfc4198442f2636a708&chksm=87e49546b0931c5091df541ee8e08d04976e3cfe0c653fcd5b3bd268504c27b3636a4e843679#rd,1,2021-1-31,0.0,1.0,1.0,0.0,3251.0,11.0,10.0,,,,
2395,世界经济论坛倾力打造全球影响力,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146600&idx=2&sn=16765c44c534ec92775c93aba44edb9c&chksm=87e4956db0931c7bfc86c70a1083c6404e80cb855df339de0656ebd58f59437e09dc1474c55a#rd,2,2021-2-1,0.0,1.0,1.0,1.0,638.0,5.0,3.0,,,,
2394,坚守初心使命  成就百年大党,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146600&idx=1&sn=09aa4cfe83ee52f9925d018184e796e3&chksm=87e4956db0931c7b880cb68b04f8eda7ba99306386507c58541f3653cb15511290bda1539e88#rd,1,2021-2-1,0.0,1.0,1.0,1.0,1804.0,9.0,13.0,,,,
2393,普希金海洋书写的文学史意义,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146633&idx=4&sn=8714e6da702bc57d49a3734bc36215de&chksm=87e4950cb0931c1ad5e705a617d930f45d78832f1de0223c22bbe18e4e70385e6a1d642a3253#rd,4,2021-2-1,0.0,1.0,1.0,1.0,475.0,0.0,1.0,,,,
2392,2020：中国高等教育的转型与研究,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146633&idx=3&sn=2ec3d369a3736a6ff6ea93276573c4ae&chksm=87e4950cb0931c1aa11942d198d188ed36c7a5c9971b6c76a89e2521b617c34a5359cd57929f#rd,3,2021-2-1,0.0,1.0,1.0,1.0,1140.0,2.0,6.0,,,,
2391,中西近岸海域管理制度异同论,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146633&idx=2&sn=7179fd21c991c19db1717e829871b06f&chksm=87e4950cb0931c1a9cbb487134a31281596a98b1145ff094a8c56884b9b4f7078cdbf9f3c87f#rd,2,2021-2-1,0.0,1.0,1.0,1.0,596.0,3.0,5.0,,,,
2390,“中国文学阐释学”建构略谈,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146633&idx=1&sn=b4ac849022b7098b5248ef304de518f1&chksm=87e4950cb0931c1a762f7d6305a107d1eca62abe97206503c1d42bb7216801564cd5f8e763db#rd,1,2021-2-1,0.0,1.0,1.0,1.0,1885.0,16.0,8.0,,,,
2389,构建复合型评价体系,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146667&idx=2&sn=2fb2e4fd21d5f7251c210655b359559e&chksm=87e4952eb0931c38fc4c6739670fe59fc95c08c81a20c002335db2ace288265f8a5525a826d9#rd,2,2021-2-2,0.0,1.0,1.0,1.0,1650.0,3.0,3.0,,,,
2388,在实践中不断推进马克思主义理论创新,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146667&idx=1&sn=263035e0c670c59daf51c0e7c1327a0f&chksm=87e4952eb0931c38c41ed85513eb83fad7b28b1f238d2bba57a9d2812d5794bd42ff2c164377#rd,1,2021-2-2,0.0,1.0,1.0,1.0,2010.0,4.0,5.0,,,,
2387,反思技术时代的治理变革,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146668&idx=4&sn=f176ec5f6ef4252dc6bdc269272d67b4&chksm=87e49529b0931c3f7302430a58e11c4f511ba780aabb34fbc68b2fbd940be392e062814baad5#rd,4,2021-2-2,0.0,1.0,1.0,0.0,748.0,1.0,1.0,,,,
2386,“字本位”可解决汉语的类型学难题,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146668&idx=3&sn=4c6d7cb1b03deda1b41c3fa01a25de11&chksm=87e49529b0931c3f22351ffb826c47b32d7ae16900a5edbde83d711adfa3c57a72a218499ddb#rd,3,2021-2-2,0.0,1.0,1.0,1.0,694.0,8.0,9.0,,,,
2385,“文学”概念的历时涵化及中西会通,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146668&idx=2&sn=b8123d9a0bc07af43c3836c528867078&chksm=87e49529b0931c3fa143e727078dc278cc61d0291a872eefba965ff7880479ff83819723b5b7#rd,2,2021-2-2,0.0,1.0,1.0,0.0,2122.0,8.0,10.0,,,,
2384,2021年1月国家社科基金年度项目、青年项目和西部项目结项情况,http://mp.weixin.qq.com/s?__biz=MzA4NDUwMjMxNA==&mid=2650146668&idx=1&sn=ee9881c0620b52e005f6954272eac9a5&chksm=87e49529b0931c3fb4871775f5923b7021c3f9a642e8a3cf6b353de7499c7887aefcf9a9ce72#rd,1,2021-2-2,0.0,1.0,1.0,0.0,8356.0,7.0,6.0,,,,
