Unnamed: 0,title,link,post_index,date,have_chaolianjie,have_newmedia,have_tupian1yinpin1shipin,is_origin,read_num,like_num,old_like_num
10,王志章  薛人铭 ‖ 实现共同富裕的农村短板补齐进路研究 ‖《重庆社会科学》2022年第8期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487989&idx=1&sn=670e2db43f33e716900a60fff20280fd&chksm=9fd0cb6ca8a7427afa4e1cf49481921d771c82a68e4f2885ae57ed9181e1232e635b908174e2#rd,1,2022-9-28,0.0,1.0,1.0,0.0,211.0,0.0,0.0
11,孙俊芳 杨婷婷 ‖ 乡村振兴背景下企业参与贫困治理对财务绩效的影响——基于A股上市公司的数据 ‖《重庆社会科学》2022年第8期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487961&idx=1&sn=d1ac4313e62da3efa35601b74295d20e&chksm=9fd0cb40a8a74256c9481184f0cecd53d8a9b8fb76861df99df034cb449ef2aa9d226b521420#rd,1,2022-9-27,0.0,1.0,1.0,0.0,98.0,0.0,1.0
12,谢地  王圣媛 ‖ 基于文献计量的中国特色社会主义共同富裕研究述评 ‖《重庆社会科学》2022年第8期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487937&idx=1&sn=17be70c2bec046e0e939c75778f63e03&chksm=9fd0cb58a8a7424e6f1db3c1158733e01e5dad97ccaa497e465351ae2e21657be87b33a88850#rd,1,2022-9-15,0.0,1.0,1.0,0.0,188.0,0.0,0.0
13,《重庆社会科学》2022年第8期目录及内容摘要,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487913&idx=1&sn=1b764323681cbd87fb6d8283e3213752&chksm=9fd0cb30a8a74226d4b5ad23742545e47330c2a5c9c5fec86f8e391dddc8206f9942d4f5f2ab#rd,1,2022-9-6,0.0,1.0,1.0,0.0,1068.0,0.0,2.0
14,梅传强 梁选点 ‖ 认罪认罚案件量刑建议精准化改革的反思与完善 ‖《重庆社会科学》2022年第7期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487907&idx=1&sn=2a6139f396ec97cf0b773a7697a700f1&chksm=9fd0cb3aa8a7422c9dc331b59ca65cbdaabe2700c3ab74680cff5699a6c839d0f6104fc30985#rd,1,2022-9-2,0.0,1.0,1.0,0.0,134.0,3.0,3.0
15,刘华  黄浩 ‖ 国家治理现代化视域下中国共产党领导方式与领导能力现代化探究 ‖《重庆社会科学》2022年第7期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487895&idx=1&sn=aab8673839e5ee42864f1987f12993f5&chksm=9fd0cb0ea8a7421858b95076c3561d0b83705fa6d95bf0b7880bb4b75b298fe7cc90e79be239#rd,1,2022-8-23,0.0,1.0,1.0,0.0,139.0,0.0,0.0
16,兰桂萍 ‖ 红岩精神政治品格的历史诠释与当代传承 ‖《重庆社会科学》2022年第7期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487883&idx=1&sn=c15e07a9a6b60281ab3c32271b55c4de&chksm=9fd0cb12a8a74204e7ffb8a6bbcbb6a7899129fe307b1067255d0019966c7d07d65f04cfeaca#rd,1,2022-8-17,0.0,1.0,1.0,0.0,138.0,0.0,1.0
17,于法稳  王广梁  林珊 ‖ 粮食主产区农业绿色发展的关键问题及路径选择 ‖《重庆社会科学》2022年第7期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487859&idx=1&sn=7864354aede9e731a5d443d02ee15282&chksm=9fd0cbeaa8a742fcf5324689cf316adee3b940f315e71030cb96e0ae3192d913903e78d2bc3f#rd,1,2022-8-15,0.0,1.0,1.0,0.0,109.0,1.0,1.0
18,《重庆社会科学》2022年第7期目录及内容摘要,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487835&idx=1&sn=2e211c857e23afe822cab89dbafb50a9&chksm=9fd0cbc2a8a742d4f96c21148f15d75204bc900a6651cfbb53982abbaeaae470ad1329d2c6ca#rd,1,2022-7-28,0.0,1.0,1.0,0.0,847.0,1.0,1.0
19,胡杨 ‖ 基于文化治理视角的乡村美育发展：价值、困境与路径 ‖《重庆社会科学》2022年第6期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487813&idx=1&sn=aed063c9db3d3ed4d51ebb8673b38f79&chksm=9fd0cbdca8a742ca82de5a2c1d3d6e5ff1ba3abb5b2058a83d847855ed6da0429150400aeb29#rd,1,2022-7-21,0.0,1.0,1.0,0.0,140.0,0.0,0.0
20,范莉娜  岑怡  张晶 ‖ 结构化视角下民族传统村落跨文化交流中的适应与认同 ‖《重庆社会科学》2022年第6期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487801&idx=1&sn=554e2f63c775204abe5692a08c8d4f4e&chksm=9fd0cba0a8a742b6bf0f812eaca18de17f6aa8f10fd7ceb7b7379bb06c5d20ebf57a80aadbc0#rd,1,2022-7-18,0.0,1.0,1.0,0.0,113.0,0.0,0.0
21,王婧 ‖ 论构建人类命运共同体中中国共产党的责任担当 ‖《重庆社会科学》2022年第6期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487717&idx=1&sn=dfe8007d5ad0c3fd9877a450843ec7e3&chksm=9fd0ca7ca8a7436aa758836598be16bb61d0e6163cad9fada55cc1e5ac7b71f7fd1c9684721a#rd,1,2022-7-15,0.0,1.0,1.0,0.0,179.0,0.0,0.0
22,尚娜娜 ‖ 新时代美好生活的主要依据、时代境遇与历史意义 ‖《重庆社会科学》2022年第6期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487694&idx=1&sn=1453d69f0479e6d231495c58554d6bc5&chksm=9fd0ca57a8a74341990100d274c6a49ac8cb4404ca3150e4f8684a05d4e186ab14d1c611b215#rd,1,2022-7-6,0.0,1.0,1.0,0.0,348.0,0.0,5.0
23,周勇 ‖ 城市治理中公众参与的价值考量与法治进路,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487672&idx=1&sn=f02ed63b373b884296e53fd383a586e4&chksm=9fd0ca21a8a74337fdbb29dc6d6e5d89671805b0e7c2aa906fb4e4b11e6fbdc4fc1f3a038d2b#rd,1,2022-6-30,0.0,1.0,1.0,0.0,129.0,1.0,0.0
24,《重庆社会科学》2022年第6期目录及内容摘要,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487671&idx=1&sn=a1560e4d27dee4b69f198ce5ab45bb0e&chksm=9fd0ca2ea8a743387ab62a75ebf985f8c04284afeed68b703f7009908169c334f650093fcfe9#rd,1,2022-6-29,0.0,1.0,1.0,0.0,915.0,2.0,2.0
25,杨华 郭慧慧 ‖ 领导干部政治领悟力的时代解读及提升路径——基于马克思主义认识论视域 ‖《重庆社会科学》2022年第5期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487574&idx=1&sn=da652e393da49bde1308f27f8d07d12e&chksm=9fd0cacfa8a743d9bffa4283f6927dea9433b87a46f4222274e169c2ea562889011dabd7be04#rd,1,2022-6-22,0.0,1.0,1.0,0.0,136.0,0.0,2.0
26,韩云波  张梦楠  熊敏 ‖ 论新时代以来“英雄主义”内涵的创新性发展与升华 ‖《重庆社会科学》2022年第5期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487548&idx=1&sn=a1bf7d676dffc4955e753e2711454420&chksm=9fd0caa5a8a743b344acca0267de6508cb6decfea3fee904d9d71ca9bbfadc0541f1508b3e40#rd,1,2022-6-15,0.0,1.0,1.0,0.0,189.0,1.0,2.0
27,李海青 ‖ 试论中国特色社会主义本质的四个层面 ‖《重庆社会科学》2022年第5期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487535&idx=1&sn=a0c15c7bd18794d392c32fc5336704b3&chksm=9fd0cab6a8a743a05ef0ac7819107ac0b51dbae6f3de5b6fc9689fa21125129601cb2fe21612#rd,1,2022-6-8,0.0,1.0,1.0,0.0,556.0,0.0,0.0
28,《重庆社会科学》2022年第5期目录及内容摘要,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487523&idx=1&sn=14399615abbd4ec4a9edfe91b4f495a1&chksm=9fd0cabaa8a743ac81ed0ff918c0d043ffccfee71ee0f3f8d8690f73367e971c875b007ccd4f#rd,1,2022-6-1,0.0,1.0,1.0,0.0,1031.0,1.0,3.0
29,于爱水  袁金辉 ‖ 中国共产党领导反贫困斗争的伟大成就与经验启示 ‖《重庆社会科学》2022年第4期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487509&idx=1&sn=18df1a5ecd7eb91b5d6fbe351685c75d&chksm=9fd0ca8ca8a7439adf7b11772106c2367a79a88b0f2dce2f297bd29038faf6194caaa0da59ea#rd,1,2022-5-31,0.0,1.0,1.0,0.0,138.0,0.0,0.0
30,刘朋朋 ‖ 高质量发展背景下政府经济发展职能绩效水平特点 ‖《重庆社会科学》2022年第4期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487482&idx=1&sn=4fd7c2fbb6d6714f6c83ecfcefb24fac&chksm=9fd0d563a8a75c75fc731f5445cbed26cd9203241a170b26d1f4cbb71afa6653854ea687e1f9#rd,1,2022-5-24,0.0,1.0,1.0,0.0,234.0,0.0,1.0
31,梁平  潘帅 ‖ “碳中和”愿景下应对气候变化法律体系的完善 ‖《重庆社会科学》2022年第4期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487416&idx=1&sn=200a7e610a0970bf51473d3055068083&chksm=9fd0d521a8a75c3798a78387496d4d1de44d21e6d8bbed5bf8d0eafb00e4873489fa1630be21#rd,1,2022-5-20,0.0,1.0,1.0,0.0,246.0,1.0,4.0
32,《重庆社会科学》2022年第4期目录及内容摘要,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487385&idx=1&sn=45a7ed0b4002f1b1e9d9b2cad5156290&chksm=9fd0d500a8a75c161983b7c1cb1ae1e6bb3122d880b4e4309d50aff607fafe999fc1968d5804#rd,1,2022-5-7,0.0,1.0,1.0,0.0,1295.0,2.0,3.0
33,张琨蓓  陈星月 ‖ 跨境数据流动法律规制协调性之检视与重塑 ‖《重庆社会科学》2022年第3期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487358&idx=1&sn=ca6d8a66173d472ea7244189da458ea2&chksm=9fd0d5e7a8a75cf18c81e61d540e54803d41b0087128f911ed821f355daf9f117f3e7586644d#rd,1,2022-4-28,0.0,1.0,1.0,0.0,131.0,0.0,0.0
34,郭高晶  胡广伟 ‖ 我国数字政府建设绩效的影响因素与生成路径 ‖《重庆社会科学》2022年第3期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487335&idx=1&sn=8ca5f654f1387d28b295983cd67ff31a&chksm=9fd0d5fea8a75ce86570cd02a198b67e0d4ce9cd3b09a4e0c4e1a1d096761b447019947ac42f#rd,1,2022-4-20,0.0,1.0,1.0,0.0,143.0,0.0,0.0
35,罗静  沙治慧 ‖ 均等化视角下义务教育资源空间演化及适配度研究——以重庆市中小学为例 ‖《重庆社会科学》2022年第3期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487318&idx=1&sn=d4312aae6a249b9743256a5aaeb3fc71&chksm=9fd0d5cfa8a75cd9f6a84714f5a92f0e674db01d3e72bca101c92510c98a4fbe0ffd8945174d#rd,1,2022-4-14,0.0,1.0,1.0,0.0,103.0,0.0,0.0
36,《重庆社会科学》2022年第3期目录及内容摘要,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487264&idx=1&sn=42a63a369d7fada7358c7b92dcf384d6&chksm=9fd0d5b9a8a75caf6162943be8dc23aab406cfd74e4cf5aedafcc3cb187498938317ee05b63d#rd,1,2022-4-7,0.0,1.0,1.0,0.0,1007.0,0.0,3.0
37,唐如冰 ‖ 国土空间用途管制的宪法规范分析 ‖《重庆社会科学》2022年第2期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487238&idx=1&sn=ac5bf1ddaaab7bead43dcbaf55e6813a&chksm=9fd0d59fa8a75c89eb24e6646806b6490ada3e95852a0d46aab2f05237771f23ae62a01751ea#rd,1,2022-3-30,0.0,1.0,1.0,0.0,93.0,0.0,3.0
38,郭忠  刘渠景 ‖ 习近平法治思想中的德法关系理论 ‖《重庆社会科学》2022年第2期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487216&idx=1&sn=1d5e383646f0cf0a97968fab01f5983c&chksm=9fd0d469a8a75d7fdb2109bae75cf98c4e2661325010cae420bdbcdfc48ef50dfb2e207359c0#rd,1,2022-3-23,0.0,1.0,1.0,0.0,139.0,2.0,1.0
39,文彬屹 ‖ 中国化马克思主义意识形态的发展机制析论 ‖《重庆社会科学》2022年第2期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487204&idx=1&sn=ceede39d8c59aa20f0e3ba132a3ae517&chksm=9fd0d47da8a75d6be009a599d6e941cbc54be50994a21a335ff7fc2cb7281aa34afa0e78e3ec#rd,1,2022-3-16,0.0,1.0,1.0,0.0,171.0,0.0,2.0
40,汤玉权 姜修海 黄六招 ‖ 有限自主与理性扩张：一种农地集中规模经营“推进难”的解释框架 ‖《重庆社会科学》2022年第2期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487162&idx=1&sn=100d6d63a86ec4f800f1d8201f5c02d6&chksm=9fd0d423a8a75d35f6e66a15157217a5e573ad45b57a431229ed8e78cae9478809af20e1a8b5#rd,1,2022-3-10,0.0,1.0,1.0,0.0,106.0,1.0,1.0
41,《重庆社会科学》2022年第2期目录及内容摘要,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487152&idx=1&sn=7a5a6adfb9687ec74bf917da366f9cc5&chksm=9fd0d429a8a75d3fe1a07d945e1b383d18bdb8b36588bf6bda29fa19ff52aa2c3b48268b4dab#rd,1,2022-3-4,0.0,1.0,1.0,0.0,959.0,1.0,2.0
42,谢俊  黄艳君 ‖ 大数据助推廉政监督：新发展、现实价值及实践路径 ‖《重庆社会科学》2022年第1期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487135&idx=1&sn=a8481503c04d06967a891572f5688c43&chksm=9fd0d406a8a75d1038c7ea7c844179f32b44a9a982c7ee65df9726c15b9f42d3931f25ae3df6#rd,1,2022-3-1,0.0,1.0,1.0,0.0,126.0,0.0,0.0
43,印波 唐淑臣 ‖ 我国传销犯罪研究的可视化回顾与理论反思 ‖《重庆社会科学》2022年第1期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487134&idx=1&sn=d8b7659cf07a01f3edef5fb21b4911cf&chksm=9fd0d407a8a75d11489b14a27b2005647d9d3e50a63870deceb0af7fd3451f5347e7a624f85c#rd,1,2022-2-23,0.0,1.0,1.0,0.0,667.0,0.0,2.0
44,刘燕妮 ‖ “共建共治共享”社会治理的生成逻辑和制度优势 ‖《重庆社会科学》2022年第1期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487045&idx=1&sn=af832e4dd0cd7ffba5e849da1a6e4d73&chksm=9fd0d4dca8a75dcacf9fca335565f004b4bef07481a8dcee51cbc3bee1058e65c61dfa6db16c#rd,1,2022-2-16,0.0,1.0,1.0,0.0,199.0,0.0,0.0
45,崔红志 芦千文  刘亚辉 ‖ 城市农业：构建新型工农城乡关系的重要选项 ‖《重庆社会科学》2022年第1期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487036&idx=1&sn=04642940d83fd27181d645bdffad38d8&chksm=9fd0d4a5a8a75db39ff1c47c9f0784511bf80f33e51cbdb4a61857b4793227daf576b5645151#rd,1,2022-2-11,0.0,1.0,1.0,0.0,99.0,1.0,0.0
46,《重庆社会科学》2022年第1期目录及内容摘要,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247487024&idx=1&sn=38acedee7be2a0047809a92c0063425b&chksm=9fd0d4a9a8a75dbf0c16649a856f07946ad8b5727bd9090b3a84f34c3acf57c03152e4d1559c#rd,1,2022-1-24,0.0,1.0,1.0,0.0,1805.0,1.0,2.0
47,廖磊 何雨泽 ‖ 《民法典》中涉居住权房屋的执行难题及其破解 ‖《重庆社会科学》2021年第12期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247486993&idx=1&sn=e8da830c84134e2353f3d0d1e432acbb&chksm=9fd0d488a8a75d9e13f530aa590a72c2e2392cc124c638b50c2f037e6012a35852653f407d6f#rd,1,2022-1-19,0.0,1.0,1.0,0.0,86.0,0.0,0.0
48,王昭华 王士桥 ‖ 自然疫源地治理：生物安全治理的关键环节及其法治逻辑 ‖《重庆社会科学》2021年第12期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247486968&idx=1&sn=c81b378846c31faeec51d8ded7e79ca8&chksm=9fd0d761a8a75e770064c931044dd8a25fc9b5cfbcfd10f28eda565c5045d3eb07989d28b15c#rd,1,2022-1-12,0.0,1.0,1.0,0.0,80.0,0.0,1.0
49,李笃武  袁萍 ‖ 全球公共卫生治理面临的困境及其对策建议 ‖《重庆社会科学》2021年第12期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247486918&idx=1&sn=ebd8daad0d29d8d548ee83bc914d4495&chksm=9fd0d75fa8a75e49d17917926e2857f0cb2f7e61dee1d2d9296d4e6df0f47346cde69b05f136#rd,1,2022-1-6,0.0,1.0,1.0,0.0,111.0,0.0,0.0
50,《重庆社会科学》新年贺词,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247486896&idx=1&sn=86c57679276780f83ad347803e929455&chksm=9fd0d729a8a75e3fcf6fcbc64e864207b0e5206c9d307a3d6973e6498cfa92232f3e85a319f3#rd,1,2021-12-31,0.0,1.0,1.0,0.0,412.0,0.0,9.0
51,《重庆社会科学》2021年第12期目录及内容摘要,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247486850&idx=1&sn=41275dd9cb4f3dbb38a5c446e75d0e12&chksm=9fd0d71ba8a75e0d1eacc3ed95d2a723febd54f3508f13dd0096f2686ec29434b9f441d955d4#rd,1,2021-12-29,0.0,1.0,1.0,0.0,1019.0,2.0,2.0
52,何培育 李源信 ‖ RCEP框架下西部自贸区知识产权海关执法问题探析 ‖《重庆社会科学》2021年第11期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247486844&idx=1&sn=870933c5a9a6efcdfc2dc59cb2a5635b&chksm=9fd0d7e5a8a75ef3847f2cce372c974355bd800c936aa1a5059a97f626e40e46366492ab1f46#rd,1,2021-12-28,0.0,1.0,1.0,0.0,83.0,1.0,2.0
53,冯诗琪 郭凤志 ‖ 提升中国特色社会主义文化自信的实践智慧研究 ‖《重庆社会科学》2021年第11期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247486828&idx=1&sn=b0cf5712ad77af758edd7f50e07a5817&chksm=9fd0d7f5a8a75ee383386f9f853cacd4423a8e3ca1f17b424235465bd1fb5a142d4102a46aa2#rd,1,2021-12-23,0.0,1.0,1.0,0.0,158.0,0.0,0.0
54,苏文帅 ‖ 新时代中国共产党发动群众机制研究 ‖《重庆社会科学》2021年第11期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247486821&idx=1&sn=b1032faa17a227753030b683f2487780&chksm=9fd0d7fca8a75eeafeff8fced3a00bdf507da26c63d5f90ebbe1cc2e1bb6d1f65af4e91c1dc0#rd,1,2021-12-15,0.0,1.0,1.0,0.0,326.0,0.0,0.0
55,黎日明 ‖ 新时代制度优势话语建构的三重逻辑 ‖《重庆社会科学》2021年第11期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247486805&idx=1&sn=a9a741cae13e15b50cba69affce7bb12&chksm=9fd0d7cca8a75edadf63b0e2440504a41f33990d255545f9c3e5cd17fdb686e69f408329902c#rd,1,2021-12-8,0.0,1.0,1.0,0.0,298.0,0.0,0.0
56,《重庆社会科学》2021年第11期目录及内容摘要,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247486793&idx=1&sn=3d41714b4cf14c71e42092f802799fa0&chksm=9fd0d7d0a8a75ec6b85fa626d23a862d8ecbf85d536c22f158b45eb2e366db20bb3ee995ff62#rd,1,2021-11-30,0.0,1.0,1.0,0.0,1004.0,0.0,1.0
57,吴朝文 景星维  张欢 ‖ 国家治理中大数据智能化的价值、困境与实现路径 ‖《重庆社会科学》2021年第10期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247486777&idx=1&sn=37b897dc518b851460bcaeec1e6158ea&chksm=9fd0d7a0a8a75eb621d21c17e8d87c4dc1afc1e0bd421167c12484459d85e669fd44d5e7bfe1#rd,1,2021-11-23,0.0,1.0,1.0,0.0,112.0,0.0,0.0
58,张婷 ‖ 马克思历史思想的四种称谓及当代启示 ‖《重庆社会科学》2021年第10期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247486761&idx=1&sn=16095df27f5316d93399c611d0e13fcd&chksm=9fd0d7b0a8a75ea6d48f5d91105d37d6cd5bb31ca2a7f2851eed5559913f6c2c7da625c9f85a#rd,1,2021-11-16,0.0,1.0,1.0,0.0,176.0,0.0,0.0
59,何侍昌 ‖ 激发贫困治理共同体内生动力的影响因素及其应对策略 ‖《重庆社会科学》2021年第10期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247486755&idx=1&sn=1510bf4a1bd168709d355b7bd29c675d&chksm=9fd0d7baa8a75eac85c5c7995b84a025ec3f507dc68d991c9dfe53e52be81453a7e9e2835150#rd,1,2021-11-9,0.0,1.0,1.0,0.0,103.0,0.0,2.0
60,何志武  陈仙宇 ‖ 三峡库区脱贫农村居民融入乡村振兴战略审视‖《重庆社会科学》2021年第10期,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247486737&idx=1&sn=e6cdfa945b093cc06361ec802dd18753&chksm=9fd0d788a8a75e9e79b76e29dbab690213eab23351bd13997bc450b364cfb916dbe0a165d4fd#rd,1,2021-11-5,0.0,1.0,1.0,0.0,64.0,0.0,1.0
61,《重庆社会科学》2021年第10期目录及内容摘要,http://mp.weixin.qq.com/s?__biz=MzA4NTg1NjI0Ng==&mid=2247486726&idx=1&sn=31fd4c5eb4600bedcec6d591151c689c&chksm=9fd0d79fa8a75e890ed597f91aa31937d36ba78834096baffa3b2d1cd4a6d0a8cbae514c82da#rd,1,2021-11-2,0.0,1.0,1.0,0.0,1026.0,1.0,4.0
