Unnamed: 0,title,link,post_index,date,have_chaolianjie,have_newmedia,have_tupian1yinpin1shipin,is_origin,read_num,like_num,old_like_num,lis_content,lis_content_like_num,lis_auther_reply,lis_auther_like_num
10,《人文杂志》|| 解 扬：古典公共性的生成：乡约的合理性与明代思想史上的和会趋势,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826250&idx=1&sn=538a74144f55c4281c907cd9ad05926f&chksm=80fc5d13b78bd405a4da566f0e0887c0e8e9785cd015121ab59d8fcbb6a4395df75ff7e1e117#rd,1,2022-10-17,0.0,1.0,1.0,1.0,527.0,2.0,4.0,,,,
11,《人文杂志》||  关于“深入学习贯彻党的二十大精神”专栏征稿启事,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826245&idx=1&sn=f5a5fc92f1a15bac554bd6bccd051dc6&chksm=80fc5d1cb78bd40a8c05224743b8f06285c68908da9f9f8fc46844a5213a0d5f973f91dc1dfb#rd,1,2022-10-16,0.0,1.0,1.0,0.0,5791.0,3.0,4.0,,,,
12,《人文杂志》|| 柳宝军：百年党史视野中“组织力”概念的历史嬗变与时代意蕴,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826239&idx=1&sn=8e6cda7446ecec5f5d0e20543a76a717&chksm=80fc5d66b78bd4706c6fd05a2c030792331f4ee61d47b7423a05e450b47f2a5582b52876f3eb#rd,1,2022-10-14,0.0,1.0,1.0,1.0,1103.0,6.0,18.0,,,,
13,《人文杂志》|| 杨四平：中国现代叙事诗写作的史诗化与现代化追寻,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826231&idx=1&sn=b83313488d89f90a9e783020ac2f4a2e&chksm=80fc5d6eb78bd47891b2321007c2a6898c392d8ec92540ad2e3d2eb0a2a5fd8896d32d7cbe6e#rd,1,2022-10-13,0.0,1.0,1.0,1.0,535.0,3.0,8.0,,,,
14,《人文杂志》|| 景天魁 魏厚宾：群学的创立及其对中国社会学实现崛起的意义,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826226&idx=1&sn=5bd3e8c5b4d3e55dbc0a7c1006daeb41&chksm=80fc5d6bb78bd47deb6b5f3c036543ffbe2da68588e70a35be571182710643069474f20e9187#rd,1,2022-10-10,0.0,1.0,1.0,1.0,540.0,3.0,3.0,,,,
15,《人文杂志》2022年第9期,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826224&idx=1&sn=1c5c5790e355267d75dc7c9472581797&chksm=80fc5d69b78bd47f6116abc4f2626cf329614963e53f08f303c8072f1faeb4a248f240f8f87d#rd,1,2022-10-8,0.0,1.0,1.0,1.0,2936.0,2.0,9.0,,,,
16,《人文杂志》|| 马晓强 胡晓雨 韩锦绵：黄河流域脱贫成果巩固的特殊性及长效机制构建研究,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826218&idx=1&sn=86b225cd545e03530d79c9facdab3908&chksm=80fc5d73b78bd4651c8cf518c177bff61d4c0cbd7882dc8cb6432c19c80eee1ccf3c4c1c3d71#rd,1,2022-9-26,0.0,1.0,1.0,1.0,261.0,1.0,0.0,,,,
17,《人文杂志》|| 周 游：旗帜与认同：国民革命时期国民党以党旗代国旗与各政治力量的因应,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826217&idx=1&sn=6e8cde3f33eb4cbae0417c0f026428d2&chksm=80fc5d70b78bd4664271b2a5ad45f7da4934a53b2e40eb0a1e2770ed01a7bb35e76c95a5a787#rd,1,2022-9-22,0.0,1.0,1.0,1.0,1272.0,6.0,5.0,申请转载开白，公众号：古籍 谢谢🙏☀你好，请问是否可以授权（开白名单）近现代史研究动态（id:jxdsyjdt）转载这篇文章，谢谢！,0☀0,你好，白名单已开，可转载！☀你好，白名单已开，可转载。,0☀0
18,《人文杂志》|| 刘清平：“真”概念的语义辨析——从两类不同需要的视角看,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826213&idx=1&sn=aaf18722cb04c3b01d45b2c6cc7ceb14&chksm=80fc5d7cb78bd46a15fcf84a52d060c0b375d8b9a51fa36f7df472e2aedc17ba8badcfae2383#rd,1,2022-9-19,0.0,1.0,1.0,1.0,420.0,2.0,5.0,,,,
19,《人文杂志》|| 陈林侠：何为气韵，如何生动？——传统美学与当下中国电影美学的理论愿景,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826212&idx=1&sn=7a7f1b91864b1a588b954640801017a8&chksm=80fc5d7db78bd46b72256b74229795483b0d2ef949fd256a460fa6bd603fbb9228f72c06f782#rd,1,2022-9-15,0.0,1.0,1.0,1.0,676.0,4.0,6.0,,,,
20,《人文杂志》|| 唐要家 王 钰：数字经济反垄断消费者福利标准的重构,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826209&idx=1&sn=f968ac7a758be3c68fa23ebb140d6483&chksm=80fc5d78b78bd46e6e20bf0de31c7d77ff14111483652280ac3c0be10ac98a7761cbab6b333f#rd,1,2022-9-13,0.0,1.0,1.0,1.0,746.0,1.0,2.0,,,,
21,《人文杂志》|| 师  博  何  璐  邹林秀：黄河流域城市高质量发展收敛性研究,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826199&idx=1&sn=e99667547118a05a9be7e52a679be6e2&chksm=80fc5d4eb78bd458843527dac274eae108537dacb5996dcac9a73e2e27e4f762ce0a26ddcfd8#rd,1,2022-9-9,0.0,1.0,1.0,1.0,445.0,0.0,0.0,,,,
22,《人文杂志》|| 岳  琳：中国精准传播研究的理论渊源、发展历程与未来展望,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826170&idx=1&sn=97ac7e4200f7ef7d8a1b75a0ed882f6e&chksm=80fc52a3b78bdbb5cd7c631a965f5f1ec7c8e00ac1f678e96332a035af655563b938d0981df4#rd,1,2022-9-5,0.0,1.0,1.0,1.0,387.0,1.0,3.0,,,,
23,《人文杂志》2022年第8期,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826165&idx=1&sn=8a77e9c4d3146abe5c2ad9c37c3b5a4c&chksm=80fc52acb78bdbba95b3ee141e940e114c11d7f6476ca65dd8528b782aae0e4e06b0f2394049#rd,1,2022-9-1,0.0,1.0,1.0,1.0,2895.0,5.0,8.0,,,,
24,《人文杂志》|| 徐道稳：社会工作与慈善事业的融合发展,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826162&idx=1&sn=72ac06c138c8ca1aed899068f20b1d75&chksm=80fc52abb78bdbbdd3f92f2a0a8742ffc84e6809dab84afe1fcfc29f7c7cd44ecc8b22a31d37#rd,1,2022-8-31,0.0,1.0,1.0,1.0,1986.0,5.0,12.0,编辑您好我是“邂逅社工”公众号，想要转载这篇文章，希望您能开个白名单。我们会注明来源以及作者。可以嘛，先谢谢啦☀您好，我是“益动燕赵”公众号，我们是一家公益机构，想要转载这篇文章，希望您能开个白名单。我们会注明来源以及作者。谢谢。☀您好！我是“中国社会工作”微信公众号，想转载这篇文章，能否给我们开个白名单？谢谢！公众号名称：中国社会工作,0☀0☀0,你好，白名单已开，可转载！☀公众号名称：益动燕赵☀您好，白名单已开，可转载！,0☀0☀0
25,《人文杂志》|| 严若森 陈 娟：高管政治关联对企业绿色创新的影响研究：基于政府—企业—社会互动视角,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826159&idx=1&sn=76865b5febcdcd640485a46556740960&chksm=80fc52b6b78bdba0aaa068dce94825d0da764762412c69531811f559b46a50052732d4b47d98#rd,1,2022-8-29,0.0,1.0,1.0,1.0,502.0,1.0,2.0,,,,
26,《人文杂志》|| 彭召昌：马克思主义广义政治经济学视角下西方文明特质的再认识,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826131&idx=1&sn=e801ef0ab541c3b14c58bb18ec94387e&chksm=80fc528ab78bdb9c6feb3df5e0e0bb1eeb224bb3fc670207cef0c4263de04d7eeabfceb3a495#rd,1,2022-8-26,0.0,1.0,1.0,1.0,278.0,0.0,0.0,,,,
27,《人文杂志》|| 李 翀 冯冠霖：我国面临的国际结算系统风险及其防范方法,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826129&idx=1&sn=a4869f50df76ba8d01caed34283caaaa&chksm=80fc5288b78bdb9ee5e45f95090dc44b7102a88934a8bf80d68b6ceb53665f1a2dfa6defd45d#rd,1,2022-8-24,0.0,1.0,1.0,1.0,272.0,0.0,0.0,,,,
28,《人文杂志》|| 韩 伟：历史真理与理性差序：《格萨尔》学术史写作问题,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826125&idx=1&sn=9494fc35d6e45eea2e5e1fff1dd65381&chksm=80fc5294b78bdb8236be023d985284c183c30d0135363423a7f9be110ae75b2f15296dc18930#rd,1,2022-8-22,0.0,1.0,1.0,1.0,795.0,3.0,8.0,,,,
29,《人文杂志》|| 吕箐雯：《庄子》“小大之辨”之主旨是“大其心”,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826123&idx=1&sn=b69ad88b1d8b1b135c11d7d03daa66e4&chksm=80fc5292b78bdb84bf1f5aa20374f127a980ff37c3151976437b90444e357bccf58a6fb03ce5#rd,1,2022-8-18,0.0,1.0,1.0,1.0,802.0,2.0,4.0,,,,
30,《人文杂志》|| 林光华：非境界、非境域的《老子》诠释可能——从牟宗三到列维纳斯,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826122&idx=1&sn=1d9301c671bafd4aecf83e991f2045a4&chksm=80fc5293b78bdb855746fb3b6d4b14d7948a3dd3f4ab8dc5660ef74a982e09f70bb31f8b301c#rd,1,2022-8-15,0.0,1.0,1.0,1.0,618.0,1.0,4.0,,,,
31,《人文杂志》|| 李慧明 王 敏：生态向度在构建人类命运共同体中的价值及其路径选择,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826119&idx=1&sn=09de01e7290bca2c0e87484574ffbe67&chksm=80fc529eb78bdb8834eadca56fd4772ac9f18c567e679faecb93ee6b06309b0fa876228ef16d#rd,1,2022-8-12,0.0,1.0,1.0,1.0,804.0,2.0,6.0,,,,
32,《人文杂志》|| 杜树海 白爱萍：“华南研究”对施坚雅区域理论的继承与超越,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826114&idx=1&sn=ed9c15913d4b3d5ea3dfdd6b1b927b23&chksm=80fc529bb78bdb8df8d3c0c6f4473fd8130a30fa91cb06f90387fd8f7bb99239d840b6b058a6#rd,1,2022-8-10,0.0,1.0,1.0,1.0,1132.0,4.0,8.0,尊敬的编辑您好，人类学与民族学之夏（yyrlxzx)公众号请求转载此文，请求开个白名单，谢谢[抱拳][抱拳][抱拳][玫瑰][玫瑰][玫瑰]☀您好，请求转载，明清史研究，谢谢🙏,0☀0,你好，白名单已开，可转载！☀您好，白名单已开，可转载！,0☀0
33,《人文杂志》2022年第7期,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826109&idx=1&sn=3462d433163ab61818893825b652e1d5&chksm=80fc52e4b78bdbf25b9f5d302a33ac8c59cea5581d7b606226a17c755cc5b8314ba9b601a10e#rd,1,2022-8-8,0.0,1.0,1.0,1.0,3962.0,3.0,10.0,,,,
34,《人文杂志》|| 曾盛聪 董沁昕：“赋能”与“挤出”双效应下数字治理的“补丁”策略——基于代际发展权的分析框架,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826101&idx=1&sn=9f8535fad6e5b03d6bb7e4ebd602a7f6&chksm=80fc52ecb78bdbfae98a8f495a52c6435bbfb4c49eea1de7b6593fab2e442cfaf80b27d48298#rd,1,2022-8-5,0.0,1.0,1.0,1.0,381.0,1.0,2.0,,,,
35,《人文杂志》|| 成运楼：史表隐退问题新论——从本纪的编年化到世家谱牒的兴起,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826100&idx=1&sn=18048e51ff5f2efd94d2dcba26036649&chksm=80fc52edb78bdbfbea15b043ffd3607824cc42b5f2e30c55d81219e75a6ce7f060be3247f89c#rd,1,2022-8-2,0.0,1.0,1.0,1.0,703.0,5.0,14.0,学习了！这篇文章写的真好！[强][强],7,nan,nan
36,《人文杂志》|| 魏屹东：人工智能会超越人类智能吗？,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826097&idx=1&sn=4f796c68866ce86c028e042f362ed220&chksm=80fc52e8b78bdbfe2a6376733297ea0f338c8148a5db4984ff1bf2294059731a1eb2881ac136#rd,1,2022-7-28,0.0,1.0,1.0,1.0,514.0,1.0,4.0,,,,
37,《人文杂志》|| 唐代兴：善抑或恶：人工智能的根本伦理问题,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826095&idx=1&sn=c76820859ed096711babcc6a5a57dc59&chksm=80fc52f6b78bdbe0ad3f639f13fa88552cd3145cbdb6eb0daee16b6467d0e1faec299d02367d#rd,1,2022-7-25,0.0,1.0,1.0,1.0,826.0,7.0,9.0,人文杂志的编辑：您好！中国人民大学伦理学与道德建设研究中心主办的微信公众号中国伦理在线（ID：rucethics）请求转载贵平台2022年7月25日刊发的“《人文杂志》|| 唐代兴：善抑或恶：人工智能的根本伦理问题”一文，供交流学习使用，还望授权。我们会注明：本文于2022年7月25日发于微信公众号人文杂志，原文标题为“《人文杂志》|| 唐代兴：善抑或恶：人工智能的根本伦理问题”，原始链接：https://mp.weixin.qq.com/s/tQA3oH2Yz7EpH5poy8yfxg感谢！中国伦理在线编辑部,0,您好，白名单已加，欢迎转载！,0
38,《人文杂志》|| 贺仲明 蔡杨淇：文化的过渡与文学的新生——论《霜叶红似二月花》的复杂意义,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826092&idx=1&sn=6fec4f44e2348c60139aa30a4f17a67d&chksm=80fc52f5b78bdbe3653b7e6b15e5ac8bab1a0f3ca064bba7f03ce48157cee2d3b329b0898e96#rd,1,2022-7-20,0.0,1.0,1.0,1.0,767.0,2.0,3.0,,,,
39,《人文杂志》|| 吴新叶：算法赋能的场景议题与应用框架——以数字政府建设为对象,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826090&idx=1&sn=1c194c62abd1f9a246808551a15164dc&chksm=80fc52f3b78bdbe5bdf1d5f0e411eeca3c82d44af1c402badaf98f66c65159f8252743e72361#rd,1,2022-7-18,0.0,1.0,1.0,1.0,452.0,1.0,2.0,,,,
40,《人文杂志》|| 崔 兵 卢现祥：法律与金融关系的理论逻辑——基于 LAF和 LIF两种理路的比较研究,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826089&idx=1&sn=0181b2782b8d7ec0d181a08f51d5a2b2&chksm=80fc52f0b78bdbe63055efa8787dae2e22309c651a878ab36fdea3f7806f50901f145bcad861#rd,1,2022-7-15,0.0,1.0,1.0,1.0,296.0,2.0,5.0,,,,
41,《人文杂志》|| 李桂奎：“目观”文化与中国写人文论的统绪性,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826076&idx=1&sn=24f9c77c63d6269e3678c91c85787a29&chksm=80fc52c5b78bdbd38cdc6a640a4b4785a7b261ccc80f5c2fc0eeaeba727456301c2d95cb8a2d#rd,1,2022-7-13,0.0,1.0,1.0,1.0,1095.0,4.0,8.0,,,,
42,《人文杂志》|| 何祎金：学科史视野下的方法异化、计算想象与大数据社会学,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826070&idx=1&sn=7e866ca1bf68be130b9bcbe8fafe97e8&chksm=80fc52cfb78bdbd9d5e7077e2b3450ddfe7087ca70c541c43640c2cfc486ca9a3dc173d0dd9b#rd,1,2022-7-11,0.0,1.0,1.0,1.0,271.0,1.0,3.0,,,,
43,《人文杂志》|| 孟  捷：制度变迁与社会主义基本经济规律——重读《苏联社会主义经济问题》,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826069&idx=1&sn=e597b669817fda2b1341ffdae131c80b&chksm=80fc52ccb78bdbda9c523a653777355b2f73fca2e8927fc1098b6ec1f849f5c16ff31ee904cb#rd,1,2022-7-8,0.0,1.0,1.0,1.0,640.0,1.0,5.0,,,,
44,《人文杂志》2022年第6期,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651826066&idx=1&sn=04efaadf4fe17ce369c6497594395353&chksm=80fc52cbb78bdbddd1bfbce84a67b6df5fc98d3370e14f73a03714bc1ff9e5861a4feae27865#rd,1,2022-7-6,0.0,1.0,1.0,1.0,5259.0,4.0,8.0,拜读学习[胜利],0,nan,nan
45,《人文杂志》|| 张  皓：英国如何分阶段有步骤侵占中印边界西段的中国领土,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651825994&idx=1&sn=582e1a48fd224dfda7fc8eacf10131f2&chksm=80fc5213b78bdb051180e70c1f9ffadf727c75301ab1862b98c746767910a068d1a38424f6d0#rd,1,2022-7-5,0.0,1.0,1.0,1.0,512.0,2.0,3.0,,,,
46,《人文杂志》|| 沈杏培：“夏可为事件”与20世纪五六十年代“青年出路”问题,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651825993&idx=1&sn=cfb1f60863b62f2bbd5cbbf97d975f6d&chksm=80fc5210b78bdb060f9b5ebddacc62fcaefd10506566c1f70852463d366d18bf7840f0d89fd7#rd,1,2022-7-1,0.0,1.0,1.0,1.0,637.0,1.0,2.0,您好，我是“文艺批评”（ID:Wenyipiping）的编辑，我们欲转载贵号的【《人文杂志》|| 沈杏培：“夏可为事件”与20世纪五六十年代“青年出路”问题】一文，恳请贵号允许转载。敝号将保留贵号对文章的一切权利，非常感谢！附链接：https://mp.weixin.qq.com/s/pi1kGQv_N140fKqeClmpjA,0,你好，已加白名单，可转载！,0
47,《人文杂志》||  陈雨露 夏庆杰 李  实：制造业中心对农村居民收入的区域辐射作用分析：1988—2018,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651825961&idx=1&sn=8b5523380a5b6ddf368d5bc0b7e0d713&chksm=80fc5270b78bdb667945c2b59b2b5c9b8be0961959b872b77b133050901232f48b3e94c3766b#rd,1,2022-6-29,0.0,1.0,1.0,1.0,594.0,1.0,2.0,,,,
48,《人文杂志》|| 孙晓冬 宋  磊：生产主义的产业政策观的工业行政意义——沟通林毅夫区域与路风空间,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651825948&idx=1&sn=fd8a710153ebb304bc9c10cb4e8a57a4&chksm=80fc5245b78bdb539afddc4bd2a12c7a1aefb2e8effc1f20a93cf8ba11a1f14588185cb2f2f1#rd,1,2022-6-27,0.0,1.0,1.0,1.0,415.0,5.0,3.0,你好，公众号“北大公共治理”想转载孙老师和宋老师的这篇文章，还望开通白名单,0,你好，白名单已开通，可转载！,0
49,《人文杂志》|| 宋洪兵：为政治奠基：论法家的政治形上学,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651825936&idx=1&sn=8886724a28900a80d2ccdcda8e1b00d4&chksm=80fc5249b78bdb5f18635ab389f255e9b6d1903f7715db534ff4fd8dd4039b710aa03df77e81#rd,1,2022-6-23,0.0,1.0,1.0,1.0,726.0,4.0,6.0,,,,
50,《人文杂志》|| 董海军：中国共产党百年调查研究的三重逻辑：历史、理论与实践,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651825909&idx=1&sn=d0f23e6c53a158360f4415f38f3a3027&chksm=80fc53acb78bdaba0340ab8fc2ae851a16e5500f3827c15d4d547d7396fb5d077aa7e7ee1e78#rd,1,2022-6-21,0.0,1.0,1.0,1.0,1483.0,7.0,17.0,,,,
51,《人文杂志》2022年第5期,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651825907&idx=1&sn=e921bb9f564d5765129a9158c21dea25&chksm=80fc53aab78bdabc9f0a0b78c436aacb47efc4136f6e17b921a517b86f20223b722284faa754#rd,1,2022-6-17,0.0,1.0,1.0,1.0,4710.0,3.0,11.0,,,,
52,《人文杂志》|| 高旭东 郝 鑫：夏目漱石《我是猫》的文明批判对鲁迅改造国民性的影响,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651825902&idx=1&sn=c82b55aab42ad611677cacff40b05f90&chksm=80fc53b7b78bdaa191fb4e14ca7711ee63990aecfe3cb06546f19dde2dfc6458ff03be238e7a#rd,1,2022-6-13,0.0,1.0,1.0,1.0,628.0,3.0,4.0,,,,
53,《人文杂志》|| 沈费伟 叶温馨：数字乡村发展的实现路径考察——基于精明增长理论的探索,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651825895&idx=1&sn=c72d3a1c174edb9ca8240b6354358c64&chksm=80fc53beb78bdaa8b74bf63e308c9fb5923e7994d6cf844073af1b7f79320d87bcec852d7103#rd,1,2022-6-6,0.0,1.0,1.0,1.0,407.0,3.0,3.0,,,,
54,《人文杂志》|| 孙泽南 庄晋财：乡村创业驱动国内大循环：理论逻辑、现实制约与对策措施,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651825893&idx=1&sn=4ed1c6439f0868d36ac0291b4136b589&chksm=80fc53bcb78bdaaa9422ada67204d7360705aa00dedfd5856f46e89e181e8b6f80288452c50b#rd,1,2022-6-2,0.0,1.0,1.0,1.0,417.0,2.0,4.0,,,,
55,《人文杂志》|| 白永秀 苏小庆 王颂吉：巩固拓展脱贫攻坚成果同乡村振兴衔接的理论与实践逻辑,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651825879&idx=1&sn=c6f6eb8e92e091ba148acad931ac3569&chksm=80fc538eb78bda98a694d097543e9029a4498da663e14453154fa941beaf66345cde2d6ee61a#rd,1,2022-6-1,0.0,1.0,1.0,1.0,849.0,3.0,8.0,,,,
56,《人文杂志》|| 李友广：政治视域下的道德因素考量——荀韩哲学思想之比较,http://mp.weixin.qq.com/s?__biz=MzAwNjgzMzIwNg==&mid=2651825877&idx=1&sn=9dc7c407b1d97d263046c07829028101&chksm=80fc538cb78bda9ac1742010b583b9f38bb6fb6be5f8ced3a9ae9fa3abe3b5ab30319063c305#rd,1,2022-5-25,0.0,1.0,1.0,1.0,1006.0,8.0,12.0,,,,
