Unnamed: 0,title,link,post_index,date,have_chaolianjie,have_newmedia,have_tupian1yinpin1shipin,is_origin,read_num,like_num,old_like_num
24,刊文推介||股权激励创新成果转化的法律规制——以高校科研主体为例,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247486045&idx=1&sn=b0c3a9eddf1587f7b259c881c20f805d&chksm=c197e35ff6e06a49c4056a558a48220e202ebedc1c747c8ae7484131468573f90bc0dc4b8da8#rd,1,2022-6-9,0.0,1.0,1.0,0.0,88.0,0.0,0.0
25,刊文推介||20世纪前期马克思主义史家的先秦民主论——以郭沫若、吕振羽和侯外庐为中心,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247486044&idx=1&sn=e3d70369377a3777a74080a2bd79a41f&chksm=c197e35ef6e06a48ca5d467cbf40e3c531dfb32cee73677a8ff78c3f5b9abfb7826a9420ef30#rd,1,2022-6-8,0.0,1.0,1.0,0.0,560.0,2.0,3.0
26,刊文推介||新帝国主义的形态、动向与危机,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247486033&idx=1&sn=55231baf9013ea4778e9d3a535a71c10&chksm=c197e353f6e06a459d2329d5f08b7936985ec65f7b3a6ccf7064a0f131b781bc696c73f8b6b8#rd,1,2022-6-7,0.0,1.0,1.0,0.0,696.0,4.0,3.0
27,刊文推介||论陆游艳词情诗之同调,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247486012&idx=1&sn=74e8f6ad9776f042909ccbe633f36194&chksm=c197e33ef6e06a28745cc5d03f7c757dd0ccd6a7d32b8e9b591aaf216ee4a0794741879158c6#rd,1,2022-6-6,0.0,1.0,1.0,0.0,586.0,4.0,6.0
28,刊文推介||人工智能犯罪风险评估“算法歧视”现象及其规制路径,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485996&idx=1&sn=3f6b60353ea1677addcafde82fafaa9f&chksm=c197e32ef6e06a3802dbb4f92d40d82ea2ef9a66ae1b046d409cf086486e84533a6255fd2b65#rd,1,2022-6-2,0.0,1.0,1.0,0.0,508.0,1.0,1.0
29,《江淮论坛》2022年第2期目录和摘要,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485948&idx=1&sn=87b0704e60fad15f50d170074be932ba&chksm=c197e0fef6e069e8a2fd263468da0fa31c89551a4abc97e423e1aa9ea23f002690fe09a812f8#rd,1,2022-5-30,0.0,1.0,1.0,0.0,2037.0,2.0,7.0
30,刊文推介||从人口红利到人口负债：新发展阶段人口转型问题研究,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485904&idx=1&sn=f55d8ace7627be774b71a3010640ebbd&chksm=c197e0d2f6e069c4627249776dc69580abd24fcd855ce48240844c3ab54cba6777ac1a5a87ae#rd,1,2022-4-21,0.0,1.0,1.0,0.0,187.0,1.0,2.0
31,刊文推介||职工医保基金的结构性失衡问题研究——基于A市数据的精算分析,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485903&idx=1&sn=85471758d3b24111370a9b438f6f6685&chksm=c197e0cdf6e069db10539b009ae0ced716380ee54eb669a1420bd994ab95570ea02ed82fb17b#rd,1,2022-4-19,0.0,1.0,1.0,0.0,187.0,1.0,2.0
32,刊文推介||基于权力、资本和权利三维视角的旧城更新运行机制研究——以历史文化名城苏州为例,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485884&idx=1&sn=2581e4adeb46df8f9453ce45dea535dd&chksm=c197e0bef6e069a89383b91589c1dbb999977df66663949f0f2ec3b94eceb271376c4fc2ac24#rd,1,2022-4-8,0.0,1.0,1.0,0.0,158.0,0.0,1.0
33,刊文推介||数字贸易规制构建及中国的因应,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485871&idx=1&sn=6eecbdc126bacfa7c34dc24a1313f39b&chksm=c197e0adf6e069bb7223c61997400bab171a983e7fd36ee1b37c1346c0f2a25fa81e6c726913#rd,1,2022-4-1,0.0,1.0,1.0,0.0,531.0,0.0,5.0
34,刊文推介||托姆巴时间分层辩证法批判,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485870&idx=1&sn=1c686b9ee3acf719f2ef20bc85e15168&chksm=c197e0acf6e069bae2641b7569bd664dea42b0fa23f79bcbf877be048d9ab3540b709a15939c#rd,1,2022-3-31,0.0,1.0,1.0,0.0,130.0,0.0,0.0
35,刊文推介||论RCEP制度多样化条款对多边经贸规则重构的启示,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485869&idx=1&sn=8d8df47e2c51c469a8b5684e88de24f2&chksm=c197e0aff6e069b92cbda1483dcd3dc0b0dc0647a4c45a7893a12ead650a977de5bf568f0732#rd,1,2022-3-29,0.0,1.0,1.0,0.0,602.0,7.0,6.0
36,刊文推介||《文心雕龙》的兼性智慧,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485868&idx=1&sn=da7ad4b6ee36d3b05d3fe77aa7c7f907&chksm=c197e0aef6e069b848c036a34ae1307b6ab0415122fd7bd15aa0b6fe5f909f68c94e4f1b4914#rd,1,2022-3-28,0.0,1.0,1.0,0.0,729.0,7.0,7.0
37,刊文推介||人类命运共同体世界历史意义的生成,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485867&idx=1&sn=cdc8d75c23f7de18c72a2a6602a3521d&chksm=c197e0a9f6e069bfb4335930282bb6f7e891cc234c0673bde51653a16fe979080375580ae45b#rd,1,2022-3-25,0.0,1.0,1.0,0.0,887.0,1.0,1.0
38,刊文推介||推动现代服务业同先进制造业、现代农业深度融合的调查与思考——以HN省ZZ市为例,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485852&idx=1&sn=a16fb37125f5f354f0c58fc82e4a9a1a&chksm=c197e09ef6e069882fc699563d99400f8bc7a9dc0fc0091292b976375fc14df6d186c50b0b7a#rd,1,2022-3-24,0.0,1.0,1.0,0.0,272.0,0.0,0.0
39,刊文推介||论程序正义的自主性价值——程序正义对裁判结果的塑造作用,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485812&idx=1&sn=4b47f400e9cd5f2a4a63eb0f56d0fbd2&chksm=c197e076f6e0696018bdf5910fb2d35ddfbd5628c87da124219ca6b42e3ca3ff57b2996cbdd9#rd,1,2022-3-23,0.0,1.0,1.0,0.0,1725.0,5.0,2.0
40,《江淮论坛》2022年第1期目录和摘要,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485798&idx=1&sn=8cae385746eec9057192a13f418469fc&chksm=c197e064f6e06972453c0c23b66eff7a45c8a68b98412e073fddb14982ca723942b887b876df#rd,1,2022-3-22,0.0,1.0,1.0,0.0,2304.0,0.0,1.0
41,刊文推介||汉晋六朝皖地诗考述,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485726&idx=1&sn=72553aef5fef9aface7d99cf026483e6&chksm=c197e01cf6e0690aca691fd5518b38f75b55b63492f4f42479e3eaf6e7fff8b5cc96a628b03b#rd,1,2022-2-28,0.0,1.0,1.0,0.0,202.0,1.0,2.0
42,刊文推介||论企业合规检察建议激励机制的强化,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485692&idx=1&sn=f56fb375e24cb3f29d77c943285c55c3&chksm=c197e1fef6e068e8a2e8599225a155fb1f4a180c58510fd267edf531cf723fd00af0c5c7a6ec#rd,1,2022-1-30,0.0,1.0,1.0,0.0,882.0,5.0,3.0
43,刊文推介||数字人民币创新的合规监管研究,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485691&idx=1&sn=e9d24a14e97b4efa23c3407c00710a2e&chksm=c197e1f9f6e068ef6e78a4a2099f17dd54a1998419d4c4d5021b47336cb0935dcfa76cf23367#rd,1,2022-1-29,0.0,1.0,1.0,0.0,5331.0,6.0,17.0
44,刊文推介||无与有：老子道的哲学,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485671&idx=1&sn=dc5018229c1e72e7853b10fd72187f23&chksm=c197e1e5f6e068f3074cd6b2620e703befe35a34d2cf0a33915782d8a44b0e7c4f6bfc51e630#rd,1,2022-1-28,0.0,1.0,1.0,0.0,402.0,1.0,1.0
45,刊文推介||论朱自清的古诗注释学,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485629&idx=1&sn=f4e5a32553cbc38f116c37de80610a8d&chksm=c197e1bff6e068a92235e4f427821a5baf63fdd1926b979d314f80b1f81134e62eb4c8b772e9#rd,1,2022-1-25,0.0,1.0,1.0,0.0,289.0,2.0,2.0
46,刊文推介||论养老金股市投资风险法律防控,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485609&idx=1&sn=1c62b5520a875a739cd01e35e3b3bed2&chksm=c197e1abf6e068bdeecc65c96566f62b9b0aaa2538c91cdc61ef332f23f7be32a4fac4fd0cd9#rd,1,2022-1-24,0.0,1.0,1.0,0.0,313.0,0.0,1.0
47,刊文推介||天理与儒家人类本质论,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485581&idx=1&sn=167ca5142e4374b48443a300990da066&chksm=c197e18ff6e06899e5b5bd7c689944dba75c55b16548c3f13f53b33eec25efc12bc99178d54b#rd,1,2022-1-21,0.0,1.0,1.0,0.0,185.0,0.0,1.0
48,刊文推介||章学诚的“文衷于道”论——“六经皆史”与文道论的新变,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485580&idx=1&sn=3066ab9e29ee5e5e6290f0cf10eebf86&chksm=c197e18ef6e06898381cadc0194394719662e6436bd6ee8a802aa4ef5ffc069f99ad113aa73a#rd,1,2022-1-20,0.0,1.0,1.0,0.0,380.0,0.0,2.0
49,刊文推介||新发展阶段缩小我国区域差距空间模式的构建,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485559&idx=1&sn=f027b2b8e01aea1f7820b0fa72674b77&chksm=c197e175f6e06863c8c32afed62c6c8c4288de71ca63d2ec7018cb633b50957d91821e5c6640#rd,1,2022-1-19,0.0,1.0,1.0,0.0,144.0,1.0,1.0
50,刊文推介||从《商君书·徕民》看商鞅学派的思想变迁——兼论战国晚期秦国人口及军事变化,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485538&idx=1&sn=9a6230d2ff1dd21062d99ca0fc6c93c3&chksm=c197e160f6e06876a57736ee766c19bb012a2d900ac462eb4c4f4b63ec96fc87ced531da0dbb#rd,1,2022-1-18,0.0,1.0,1.0,0.0,612.0,1.0,2.0
51,《江淮论坛》2021年总目录,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485465&idx=1&sn=d51b77ecf85493baa3765c6836b6b717&chksm=c197e11bf6e0680d24badf126efd4f4b653f52f0d904de0957a154bc34e29f994e1f8c4e3a9a#rd,1,2022-1-10,0.0,1.0,1.0,0.0,1170.0,2.0,2.0
52,《江淮论坛》2021年第6期目录和摘要,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485463&idx=1&sn=22f7e8591d9c6246841db89292921153&chksm=c197e115f6e068038ff1a5aa1691ef82c9bb911b6755bee7633330a3f442c0fe83cc99920dec#rd,1,2022-1-8,0.0,1.0,1.0,0.0,2413.0,7.0,6.0
53,刊文推介||生产力双重维度的生态化解放与发展,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485396&idx=1&sn=b0f73d3928044b4af939d50083331e2c&chksm=c197eed6f6e067c0c8206b07b88f5410b8eb236305b69ecb6798867788a61fe0889c5f6bdacf#rd,1,2021-12-6,0.0,1.0,1.0,0.0,218.0,0.0,1.0
54,刊文推介||数字时代教育主体性的重构——基于伽达默尔解释学对教育主体性的考察,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485376&idx=1&sn=f0b5378579a6b76163013089d85d1e74&chksm=c197eec2f6e067d4749cbb1197615098220fa77d6126b709bf5d55c34c4d42dd87139c064203#rd,1,2021-11-26,0.0,1.0,1.0,0.0,211.0,3.0,3.0
55,刊文推介||论《韩非子》中“悚惧”的逻辑展开与异化——以君主对臣属的心理震慑为核心,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485375&idx=1&sn=735b1316d444b9945f3c7d0d7138bf4e&chksm=c197eebdf6e067ab91d8f6b1411a2877e926fdc0f31a7fcff408ec593b7b4d705fefe914c322#rd,1,2021-11-25,0.0,1.0,1.0,0.0,428.0,2.0,3.0
56,刊文推介||中国退役军人工作体系的决策逻辑与机制重塑,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485363&idx=1&sn=c7eab83b0b7569a7151dce7f0ce2274c&chksm=c197eeb1f6e067a7ded474cf323224e527254500e3427074cc663db231e95bfaf34f5ecd0ce8#rd,1,2021-11-24,0.0,1.0,1.0,0.0,382.0,2.0,2.0
57,刊文推介||老子《道》《德》篇历时研究,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485362&idx=1&sn=ca85af3a4ccb55ac60c4d862b9efd3ac&chksm=c197eeb0f6e067a6c0034c940f2fcdd5994b22ffd2ab3181c16ff7dc0bd03cb5a9a5c28dd193#rd,1,2021-11-23,0.0,1.0,1.0,0.0,247.0,4.0,1.0
58,刊文推介||回流农民工助推乡村振兴的有效路径研究——基于浙皖赣黔四省的调研,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485361&idx=1&sn=307fab5581fbf16dd6a2a06894119b36&chksm=c197eeb3f6e067a5f16b53ec9bd8612dcb95b2c0404b8f88a3e551cf748bf5ab23a08aeb3b86#rd,1,2021-11-22,0.0,1.0,1.0,0.0,530.0,2.0,3.0
59,刊文推介||论富裕型民生,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485337&idx=1&sn=c33788afdac7d8034db62c2542a44409&chksm=c197ee9bf6e0678d99493513c8151a22865f285dda9f363f4440ca7decefd84617bf19093981#rd,1,2021-11-19,0.0,1.0,1.0,0.0,705.0,4.0,7.0
60,刊文推介【类书研究】||论现代学术转型视野下梁启超的类书观,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485336&idx=1&sn=7f443db4f28e9f649de7327bacab9931&chksm=c197ee9af6e0678cdffa9a5aa61edb5130ea46ab4c894bb63687d370b389c14736ac974e07ea#rd,1,2021-11-18,0.0,1.0,1.0,0.0,432.0,2.0,3.0
61,刊文推介【类书研究】||清初类书与文献传承——以朱彝尊的类书观念、收藏和实践为中心,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485297&idx=1&sn=4ddda2b021bda5383d624752f6a0740e&chksm=c197ee73f6e067656ef4ede2bc90e9cbe1c0734e5ba43e76507830904a612b7392bfa095fc0a#rd,1,2021-11-17,0.0,1.0,1.0,0.0,158.0,0.0,0.0
62,刊文推介【类书研究】||《渊鉴类函》与清初文学观,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485295&idx=1&sn=50ec9e06990d589ca9af141b52c10ee6&chksm=c197ee6df6e0677ba9b5fafd14eaa8a2063bf17add212aa0b08f3f40d1201b80733d53321d9c#rd,1,2021-11-16,0.0,1.0,1.0,0.0,442.0,1.0,8.0
63,刊文推介--习近平法治思想中权力运行制约和监督理论,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485251&idx=1&sn=abb04c65d9fe0e42c1b16e625f65cdd0&chksm=c197ee41f6e06757803484a3ee2b01203ecfd1fc39dbf14ccf52665045e6ca73a9da99ea457f#rd,1,2021-11-15,0.0,1.0,1.0,0.0,254.0,1.0,0.0
64,《江淮论坛》2021年第5期目录,http://mp.weixin.qq.com/s?__biz=MzkyMDE5MTA4NQ==&mid=2247485209&idx=1&sn=07f23dbfc38f13a50eaf29b0788b20ab&chksm=c197ee1bf6e0670d7f1fbadfa409e256f61718a42008fea18d61a1c86f033444a6f139a9b4f2#rd,1,2021-11-12,0.0,1.0,1.0,0.0,1946.0,3.0,5.0
