Unnamed: 0,title,link,post_index,date,have_chaolianjie,have_newmedia,have_tupian1yinpin1shipin,is_origin,read_num,like_num,old_like_num
12,“资本无序扩张”：样态透视、实质批判及治理策略,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247491111&idx=1&sn=e78b87704a403d64252d99d2c79d9952&chksm=c1737174f604f8627cba61e6d8f9798af500ebe3bc23963510e966adf296bc2572fef5187d8c#rd,1,2022-10-4,0.0,1.0,1.0,0.0,364.0,1.0,4.0
13,习近平法治思想关于财税法治重要论述之研究,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247491103&idx=1&sn=66a18cff1a9ea9f447b1b26c8f08b0a4&chksm=c173714cf604f85a0a6897970f5f1852e27d8826934551ebbdd30ce72ad4acfcf86d7ea320e0#rd,1,2022-9-30,0.0,1.0,1.0,1.0,625.0,0.0,3.0
14,试论新时代对党绝对忠诚的实践要求,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247491102&idx=1&sn=8cb36b08c293efaffdfc21fe060fe91c&chksm=c173714df604f85b89e408430d70802942643be35cabc2b1622a827ff78fdda42833d9e5330e#rd,1,2022-9-29,0.0,1.0,1.0,0.0,237.0,2.0,3.0
15,马克思主义在中国的传播中翻译工作起到的作用及其意义,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247490952&idx=1&sn=8492975b7f9944bbab9af819a618203b&chksm=c17372dbf604fbcd83fcf67c7ae76500b1e0f1c793a5b2dfddfabab76600927bd75b5d5e298c#rd,1,2022-9-28,0.0,1.0,1.0,0.0,334.0,4.0,12.0
16,城乡经济差距对新疆经济高质量发展的影响研究,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247490615&idx=1&sn=674cd228b815e28e68440e7a1a5c6022&chksm=c1737364f604fa7298af557709267cc72b16f71e1a8877b5db1a346487f3243dc219b615e47a#rd,1,2022-9-27,0.0,1.0,1.0,0.0,206.0,1.0,4.0
17,泛娱乐化视域下思想政治教育的困境及突围,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247490590&idx=1&sn=026e051021566e2bbd5ecafbb5f182cc&chksm=c173734df604fa5baa51d7290ceccf71afefe86f073402d00513894fde290501afc3d1e30a01#rd,1,2022-9-23,0.0,1.0,1.0,1.0,539.0,0.0,3.0
18,在高质量发展中促进共同富裕：一个政治经济学的解读,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247490575&idx=1&sn=9096f19c136147544b5175bca51ad6b0&chksm=c173735cf604fa4ae4edfea91e0f35cb917aa4bc135614861778bd0b3946fe93d53c4be7a54f#rd,1,2022-9-20,0.0,1.0,1.0,1.0,984.0,5.0,9.0
19,共同富裕是中国式现代化的重要特征,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247490559&idx=1&sn=604032b5685af4c8069fd451a26bdb65&chksm=c17374acf604fdba43c3ba7b01a0b15ddc755344e2347b3215c3aac51a139099cc188b962b32#rd,1,2022-9-15,0.0,1.0,1.0,0.0,390.0,2.0,3.0
20,民族文学的导向是民族团结,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247490514&idx=1&sn=23999ac9fefad3cb1fed964ed6d2d398&chksm=c1737481f604fd977d9a5426cfe35a5e784f0aeb2ad9376729d020ed20dbee0d6b8805fd2dcd#rd,1,2022-9-14,0.0,1.0,1.0,0.0,520.0,9.0,18.0
21,坚持以系统观念完整准确贯彻新时代党的治疆方略,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247490418&idx=1&sn=5cc63e89352d287efa316759cab11622&chksm=c1737421f604fd3754262c5d58e11a3cf136dea5734ba62b5f2c2637d6b685c83632dc4bc3ba#rd,1,2022-9-13,0.0,1.0,1.0,0.0,454.0,3.0,3.0
22,新发展格局下建设全国统一大市场:体制障碍、突破路径与政策取向,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247490393&idx=1&sn=03644d4bccd7cd6ec7999551bc705a67&chksm=c173740af604fd1ca3803d8654d387588ec34c8acdb0f99ca455e29e1883767a3c9dd3fcfb05#rd,1,2022-9-6,0.0,1.0,1.0,1.0,384.0,0.0,3.0
23,《新疆社会科学》2022年第4期（总第239期）目录、内容摘要及投稿须知,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247490383&idx=1&sn=6b2c05d3b49df2644d04540ee8ef3ed5&chksm=c173741cf604fd0af4d4066393356aebe10e0ff5d8b1967759e8b388002da1929f8c21e923af#rd,1,2022-8-30,0.0,1.0,1.0,1.0,1787.0,0.0,8.0
24,铸牢中华民族共同体意识研究的河西视角：以区域研究和知识范式的转变为中心（1980—2022年）,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247490367&idx=1&sn=c6381224d0400ad29451b7137dc9e03d&chksm=c173746cf604fd7a08dcff81588fd948c71bb7f3d6004fceb5d8ffc58563bd32d76ee923dfca#rd,1,2022-8-23,0.0,1.0,1.0,1.0,573.0,2.0,10.0
25,“自由时间”、“劳动时间”辩证法下的精神生活富裕审思,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247490344&idx=1&sn=807698de9c0c57408b0c163414ecdff5&chksm=c173747bf604fd6d10b736a8be446441681e6c8122ebbce2f2e78e64bcac616abfee915f7b32#rd,1,2022-8-16,0.0,1.0,1.0,1.0,331.0,1.0,3.0
26,“制播共同体”：新时代扶贫影视剧的制播特征与价值及其提升,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247490343&idx=1&sn=454992aa2545b933a612ec2bbf2dcf4b&chksm=c1737474f604fd62a25855904e30f41dd97466eac7b83669f26d1f916d1ab91459380dd9caf8#rd,1,2022-8-9,0.0,1.0,1.0,0.0,297.0,1.0,3.0
27,数字社会背景下我国文化育人的哲学解析,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247490319&idx=1&sn=2425773b7b8a32ff015b537f8c1eb903&chksm=c173745cf604fd4a57c3550b5107bafac3b2681cb6b617b16edecde8234f61692fdb2fab22c7#rd,1,2022-8-2,0.0,1.0,1.0,1.0,232.0,0.0,2.0
28,《水浒传》人物绰号文化内涵及其翻译技巧,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247490318&idx=1&sn=41e91240a82102f57c7f3882deedab9f&chksm=c173745df604fd4b34a66ab43181411ae7b94e90f8872a77fa7457108312ed5f539d04a55212#rd,1,2022-7-28,0.0,1.0,1.0,0.0,440.0,2.0,6.0
29,《共产党宣言》在我国的传播及其几种版本,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247490209&idx=1&sn=39b9b747ee92a99fc4e546207486acd4&chksm=c17375f2f604fce47f6f2644a6521536596d0e17e560b7a56933fe36b8e7367b10f9ccce550a#rd,1,2022-7-27,0.0,1.0,1.0,0.0,309.0,4.0,7.0
30,马克思主义新闻观视域下“讲好中国故事”的共情维度与实践路径,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247490208&idx=1&sn=00f11298de7a7805b0107d7e84f08778&chksm=c17375f3f604fce591f03627137e598ececff82b93a4a3b5588b5233360e85e46aeedaabafbc#rd,1,2022-7-26,0.0,1.0,1.0,1.0,369.0,0.0,2.0
31,我国对外文化传播能力提升论略,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247489756&idx=1&sn=e7b6ee22d420e66b393dfa4ca69b841b&chksm=c173778ff604fe992e03e9aff9a293f9a6dd4475c8399ea66ced81a131a960d1fec431e8a43a#rd,1,2022-7-19,0.0,1.0,1.0,1.0,308.0,0.0,3.0
32,我国生态文明建设发生历史性转折性全局性变化,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247489738&idx=1&sn=c564c0188032314b84b337e4457b4f05&chksm=c1737799f604fe8fef80ba8e3898cf2ee4bdba16bd306d8499a364746f4fed1d80c5b0eb2735#rd,1,2022-7-14,0.0,1.0,1.0,0.0,193.0,0.0,1.0
33,过失犯中被害人自陷风险能否阻却违法？——基于“需保护性”的教义学模型改进论,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247489599&idx=1&sn=31543ba5e8573237696afd5df814d4b4&chksm=c173776cf604fe7a969fbe077ad93dca9adaf9cd27a1411ca54c5b908ff775a4ae6e4d10dbf2#rd,1,2022-7-12,0.0,1.0,1.0,1.0,273.0,0.0,1.0
34,网络支付时代诈骗罪处分意识要素的争议问题,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247489543&idx=1&sn=07d03c56ae97eff523fa9280fd151fe9&chksm=c1737754f604fe4277ccf84ea8027ffcf0799c148fe83062f817cf201d2f38217cd46053186b#rd,1,2022-7-5,0.0,1.0,1.0,1.0,172.0,0.0,0.0
35,坚持党的领导，铸牢中华民族共同体意识,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247489533&idx=1&sn=973eb7b6e408e9cc5044dbe5cdfd3e85&chksm=c17378aef604f1b81bd9458cf74d56ae283924d565c903bed928f93c37873ace826127c487fd#rd,1,2022-6-30,0.0,1.0,1.0,0.0,223.0,1.0,2.0
36,从百年党史中汲取力量推动铸牢中华民族共同体意识,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247489422&idx=1&sn=7c8315564e3b3ce423b1cf9c4b630e59&chksm=c17378ddf604f1cb4b812e3ea5789ff2b6681981f7fe6990e9829b03bc05d4b0f7f97297b6f8#rd,1,2022-6-29,0.0,1.0,1.0,0.0,347.0,2.0,1.0
37,论刑事附带民事公益诉讼的程序实现,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247489241&idx=1&sn=fc12bb3b6ddf09afd0fff002ba7f2672&chksm=c173798af604f09cc3749e7d097d2f41e37ebc2d1146fc2ba7612dfe0b05ac2dc8bed5480b80#rd,1,2022-6-28,0.0,1.0,1.0,1.0,312.0,1.0,1.0
38,未成年人刑事司法中的诉讼协作构造——比较法视野的考察,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247489122&idx=1&sn=4f71ec7e51cd3534d897391a75c0ed1d&chksm=c1737931f604f027745cbe7115f17e61a3fcea6b2c42d68d9a97c2c0d0724e28ed830a8bfd07#rd,1,2022-6-21,0.0,1.0,1.0,1.0,200.0,0.0,2.0
39,铸牢中华民族共同体意识,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247489082&idx=1&sn=a69b5b0edc5960ae6c73dc4184903cd3&chksm=c1737969f604f07fa1237b55be94b6f1b0d995ecd9df3f2af94a4d8d29df1406f8a1ceee00a9#rd,1,2022-6-16,0.0,1.0,1.0,0.0,343.0,2.0,2.0
40,审级监督视阈下审判指导文件备案审查机制的构建——以“功能适当”理论在审判体系现代化中的适用为视角,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488950&idx=1&sn=23bf7d411051e28a792fe95061c02ff9&chksm=c1737ae5f604f3f31c6590c0cc544da95c26abb9e8eb1a8b239d710bd2bf4ac6988eefa91653#rd,1,2022-6-14,0.0,1.0,1.0,1.0,193.0,0.0,0.0
41,《新疆社会科学》2022年第3期（总第238期）目录、内容摘要及投稿须知,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488744&idx=1&sn=d6d6f59497af14f05da89bd1e03b2738&chksm=c1737bbbf604f2ad2150b03305965f850b999a40a59265a7a91aced1a9a149ad7705824921d4#rd,1,2022-6-7,0.0,1.0,1.0,1.0,1676.0,4.0,10.0
42,试论我国三大史诗的传承及其在铸牢中华民族共同体意识中的重要意义,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488713&idx=1&sn=dd26853a4eaf2f80447dbf1a21e53f00&chksm=c1737b9af604f28c4f500e303368b2d69aff4d78e94b9728364c087f1176dbec6ebfe3de302e#rd,1,2022-6-2,0.0,1.0,1.0,0.0,276.0,1.0,3.0
43,深刻认识中国共产党成立的伟大历史意义,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488496&idx=1&sn=da318715e4412cdda91302b15b95f28a&chksm=c1737ca3f604f5b54d82637199cb2ee57507b0ce3962ae1ba17a68357322cda1058f0ba2ed18#rd,1,2022-6-1,0.0,1.0,1.0,0.0,362.0,6.0,7.0
44,人工智能对家庭法的影响：运用、挑战与回应,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488427&idx=1&sn=6ea1ac5d0544a6558f62abd6eadd8fdf&chksm=c1737cf8f604f5ee4aec14d8fb4195e00271e2c1e6c09b40e728abe8c635da286759b8eae2d7#rd,1,2022-5-31,0.0,1.0,1.0,1.0,423.0,0.0,2.0
45,法益重塑和路径调整：积极刑法观下农用地生态法益的刑法保护转向,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488408&idx=1&sn=fe71839d9ba338968d048ec5162c4fe5&chksm=c1737ccbf604f5dd882fb0a21ecdcdc9d5bdea6fd1707d77af511d51c844b66afe512ba024fd#rd,1,2022-5-24,0.0,1.0,1.0,1.0,188.0,2.0,2.0
46,民法典的中国特色、实践特色和时代特色,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488395&idx=1&sn=8631cc3b4da0025f8ea58c52ce901b57&chksm=c1737cd8f604f5ce0a8cbe0c95e69855ddeb0de5f6f0f4f01d709f21218901279a7f0d060e05#rd,1,2022-5-19,0.0,1.0,1.0,0.0,227.0,1.0,3.0
47,中国共产党百年来领导文化建设的基本经验,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488334&idx=1&sn=d8e348a5dac7954692a1b9cc4ce488e2&chksm=c1737c1df604f50b34580b511b05f1fd887dde73f94449fc450a822e02a70210e2011877b3e5#rd,1,2022-5-18,0.0,1.0,1.0,0.0,374.0,1.0,2.0
48,论土地经营权的政策意蕴与立法转化,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488300&idx=1&sn=ac860c7d3dcb338d1c1ab0adf901ad1f&chksm=c1737c7ff604f56908af1193eb2ad29f0be8474b93f4bcb264d67ea447d90cf69954d53e48b6#rd,1,2022-5-17,0.0,1.0,1.0,1.0,181.0,0.0,0.0
49,“跨文化交流”命题的新时代诠释与实践特色析论,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488269&idx=1&sn=fc7c9b7ff1c31ae358ddee74def2ff3f&chksm=c1737c5ef604f5487a9b811fe8902aa31e97ecd4a2795f07fa055dbaedef597c8501091b5b6b#rd,1,2022-5-10,0.0,1.0,1.0,1.0,233.0,1.0,1.0
50,《习近平谈治国理政》第二卷中引用的典故及其文化内涵,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488260&idx=1&sn=ca64d390b843ea0366cc4fd9de5d76f5&chksm=c1737c57f604f541744b03a5f9e287143a216f7368963d973ec60f9bf6518d5d12bd94e9effa#rd,1,2022-5-7,0.0,1.0,1.0,0.0,420.0,4.0,6.0
51,王欣：高昌汉人的族群认同,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488146&idx=1&sn=e7188b726c7f62c6a7137cdf3bf7e1f6&chksm=c1737dc1f604f4d75946102d24a2afc249fbd51373b870e864ccaba474a1c2f412f209b15427#rd,1,2022-5-6,0.0,1.0,1.0,0.0,279.0,1.0,4.0
52,完整准确贯彻新时代党的治疆方略,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488137&idx=1&sn=e27a1f307dd4403160735fa050c7babe&chksm=c1737ddaf604f4cc2f56339deb0bac24322f2668251097630b6ee12f19224f4d4225c959897d#rd,1,2022-5-5,0.0,1.0,1.0,0.0,249.0,3.0,3.0
53,习近平关于文化遗产的重要论述及其指导意义,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488136&idx=1&sn=018f8ec809020c39f2e098f25b7e0bbb&chksm=c1737ddbf604f4cdda32e7e5368985cb21c3ff8486beda40861650e7bd804ebc9bdf02310f82#rd,1,2022-5-3,0.0,1.0,1.0,1.0,410.0,0.0,2.0
54,红色基因传承的文化记忆维度,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488105&idx=1&sn=ea65b9c0bc17b0cc301fcb4d1ac4d350&chksm=c1737d3af604f42cb5f58df8bc84dcae47ab2eaaac02a0bd6ceb428ce8f8861eb95ecb3f20d0#rd,1,2022-4-26,0.0,1.0,1.0,1.0,489.0,1.0,2.0
55,吴福环：清末至民国外国人笔下的喀什噶尔,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488104&idx=1&sn=4b89d039cb2050b791039945444fa584&chksm=c1737d3bf604f42d32e506173b967759e3a1b0078960471fd2b66c29121f131b4b123ee81cdf#rd,1,2022-4-22,0.0,1.0,1.0,0.0,200.0,2.0,3.0
56,中国共产党从根本上改变了新疆各族人民的命运,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488097&idx=1&sn=a2a2318db73ae35fb5814fd8b2b5a16d&chksm=c1737d32f604f4247e5baf3ed2fbf9052b4a091d7b5e147a67f06de24ba125f7fb827ac56702#rd,1,2022-4-21,0.0,1.0,1.0,0.0,550.0,2.0,5.0
57,夯实六个基础 全面铸牢中华民族共同体意识,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488019&idx=1&sn=dade19f3a2e5a7b814bd3754b1c36c02&chksm=c1737d40f604f4567e8196fcd1d31016dc72d457d0ccb27dd34fb5984de700af44aa8df9d3b8#rd,1,2022-4-20,0.0,1.0,1.0,0.0,573.0,6.0,11.0
58,传统村落文化空间的现代性重构研究,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247488004&idx=1&sn=7bf0ab182f662ff48eabb8a5bfb990e6&chksm=c1737d57f604f44143c1c1cf33d56092298d24fcbe6c645331a1f2e86371f38ea84bd1a1bf91#rd,1,2022-4-19,0.0,1.0,1.0,1.0,439.0,1.0,2.0
59,《西域研究》2022年第2期目录及提要,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247487992&idx=1&sn=7ff39bad8cc1a25aac18156c16afaaa0&chksm=c1737eabf604f7bd63d393dd799158de6c90070bf18ee7d206a576f9be3e4312c70a157cdcea#rd,1,2022-4-15,0.0,1.0,1.0,0.0,651.0,1.0,6.0
60,《新疆社会科学》2022年第2期（总第237期）目录、内容摘要及投稿须知,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247487988&idx=1&sn=45c158178e0017670faaa3b672163712&chksm=c1737ea7f604f7b1f30f197ca4947d344f895f5e80f8d87e3c92b230fc6c64768b0f95bf29d0#rd,1,2022-4-12,0.0,1.0,1.0,0.0,1583.0,5.0,9.0
61,赵海霞：论清代新疆民族迁徙及其对民族关系的影响,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247487976&idx=1&sn=e0c6d5a9b7cffb83a27edb1606493287&chksm=c1737ebbf604f7adb8e0f76a302b39f1dec1fa89b97c86132b722aa6944d39768a090e8390e2#rd,1,2022-4-8,0.0,1.0,1.0,0.0,219.0,0.0,4.0
62,深刻领会“两个确立”的决定性意义,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247487967&idx=1&sn=7f1a4a15897171cfe0651742c3cc8921&chksm=c1737e8cf604f79a150d0d4733ebcdf55f19f466bb1728cae55943d07bb96cfe150a05482e5c#rd,1,2022-4-7,0.0,1.0,1.0,0.0,1144.0,2.0,9.0
63,新中国成立70年来国家领导人著作的维吾尔文出版及其意义,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247487867&idx=1&sn=708dd3f6a7b67ddbfe0d7c2f583945f6&chksm=c1737e28f604f73ecae6c3b835048e83c167972846e604575f114135aa71cf066e6eedc072a6#rd,1,2022-4-6,0.0,1.0,1.0,0.0,1396.0,44.0,52.0
64,中华民族共同体文化认同的伦理进路研究,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247487825&idx=1&sn=e79c3a92614166877bd4fb6556c95719&chksm=c1737e02f604f7149181ebf5024bac5b2e91c55c9b05f0a4436ad8d1cc21e8589b9d30482a6c#rd,1,2022-4-5,0.0,1.0,1.0,1.0,436.0,2.0,1.0
65,“讲好中国故事”的外交叙事学原理与话语权生成研究,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247487805&idx=1&sn=ed355af481186c2bd4b15d92aab7b340&chksm=c1737e6ef604f7788a412be5b291781a0469665e7f5efe2874094d1133f819394d247856009f#rd,1,2022-3-29,0.0,1.0,1.0,1.0,374.0,0.0,0.0
66,裤子、骑马与游牧 —— 新疆吐鲁番洋海墓地出土有裆裤子研究,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247487754&idx=1&sn=011927bf3a4814e744e1c22a2ef70f14&chksm=c1737e59f604f74f704671b7f44345a80dfff1bf8822ef02534836f3d0c4b601097145832705#rd,1,2022-3-25,0.0,1.0,1.0,0.0,1598.0,27.0,36.0
67,黎珂 王睦 李肖 德金 佟湃：裤子、骑马与游牧——新疆吐鲁番洋海墓地出土有裆裤子研究,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247487754&idx=2&sn=20670b8af06b36a5a63fe6987748b854&chksm=c1737e59f604f74f434d848abe18be71bc11ee5a8508e136aeeca5fd6fa03611d3da70971ef1#rd,2,2022-3-25,0.0,1.0,1.0,0.0,146.0,2.0,2.0
68,敢于斗争：百年大党攻坚克难的锐利武器,http://mp.weixin.qq.com/s?__biz=MzkxNDE5Mjk1Ng==&mid=2247487547&idx=1&sn=d606bc55059d4589bc5204619bd12478&chksm=c1737f68f604f67ee0bcaf6673bf092f37f612e533953494010b1db2ac850ffaa253fa982815#rd,1,2022-3-24,0.0,1.0,1.0,0.0,572.0,8.0,16.0
