Unnamed: 0,year,month,year_month,account_name,monthly_articles,monthly_posts,monthly_read_10000_more,monthly_articles_origin,monthly_first_have_chaolianjie,monthly_first_have_newmedia,monthly_first_have_tupian1yinpin1shipin,monthly_likes_sum,monthly_old_likes_sum,monthly_likes_mean,monthly_old_likes_mean,monthly_likes_mean_first_post,monthly_old_likes_mean_first_post,monthly_likes_max,monthly_read_sum,monthly_read_mean,monthly_read_first_post,monthly_read_max,monthly_content_num,monthly_auther_reply_num,monthly_content_like_num,monthly_auther_like_num,monthly_titles
10,2017,11,2017-11,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,2017,12,2017-12,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2018,1,2018-1,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13,2018,2,2018-2,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14,2018,3,2018-3,东岳论丛,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,910.0,455.0,0.0,582.0,0.0,0.0,0.0,0.0,《东岳论丛》2018年第2期目录☀《东岳论丛》2018年第1期目录
15,2018,4,2018-4,东岳论丛,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,297.0,297.0,0.0,297.0,0.0,0.0,0.0,0.0,《东岳论丛》2018年第3期目录
16,2018,5,2018-5,东岳论丛,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,857.0,428.5,0.0,482.0,0.0,0.0,0.0,0.0,《东岳论丛》2018年第5期目录☀《东岳论丛》2018年第4期目录
17,2018,6,2018-6,东岳论丛,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,352.0,352.0,0.0,352.0,0.0,0.0,0.0,0.0,《东岳论丛》2018年第6期目录
18,2018,7,2018-7,东岳论丛,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,408.0,408.0,0.0,408.0,0.0,0.0,0.0,0.0,《东岳论丛》2018年第7期目录
19,2018,8,2018-8,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20,2018,9,2018-9,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21,2018,10,2018-10,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22,2018,11,2018-11,东岳论丛,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.25,1.0,0.25,1.0,1.0,1325.0,331.25,0.25,442.0,0.0,0.0,0.0,0.0,《东岳论丛》2018年第11期目录☀《东岳论丛》2018年第10期目录☀《东岳论丛》2018年第9期目录☀《东岳论丛》2018年第8期目录
23,2018,12,2018-12,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24,2019,1,2019-1,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,2019,2,2019-2,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,2019,3,2019-3,东岳论丛,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0,259.0,0.0,389.0,0.0,0.0,0.0,0.0,《东岳论丛》2019年第1期目录☀2018年1-12期总目录☀《东岳论丛》2018年第12期目录
27,2019,4,2019-4,东岳论丛,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.0,463.0,0.0,567.0,0.0,0.0,0.0,0.0,《东岳论丛》2019年第3期目录☀《东岳论丛》2019年第2期目录
28,2019,5,2019-5,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,2019,6,2019-6,东岳论丛,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,753.0,376.5,0.5,395.0,0.0,0.0,0.0,0.0,《东岳论丛》2019年第5期目录☀《东岳论丛》2019年第4期目录
30,2019,7,2019-7,东岳论丛,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,2.0,1487.0,495.6666666666667,0.6666666666666666,689.0,0.0,0.0,0.0,0.0,《东岳论丛》2019年第8期目录☀《东岳论丛》2019年第7期目录☀《东岳论丛》2019年第6期目录
31,2019,8,2019-8,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,2019,9,2019-9,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,2019,10,2019-10,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,2019,11,2019-11,东岳论丛,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,1245.0,415.0,0.3333333333333333,448.0,0.0,0.0,0.0,0.0,《东岳论丛》2019年第11期☀《东岳论丛》2019年第10期☀《东岳论丛》2019年第9期目录
35,2019,12,2019-12,东岳论丛,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1258.0,629.0,1.0,743.0,0.0,0.0,0.0,0.0,《东岳论丛》2019年1~12期总目录☀《东岳论丛》2019年第12期
36,2020,1,2020-1,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37,2020,2,2020-2,东岳论丛,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,979.0,979.0,4.0,979.0,0.0,0.0,0.0,0.0,《东岳论丛》2020年第1期
38,2020,3,2020-3,东岳论丛,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1017.0,1017.0,2.0,1017.0,0.0,0.0,0.0,0.0,《东岳论丛》2020年第2期
39,2020,4,2020-4,东岳论丛,2.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,1844.0,922.0,2.0,1046.0,0.0,0.0,0.0,0.0,《东岳论丛》2020年第4期☀《东岳论丛》2020年第3期
40,2020,5,2020-5,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41,2020,6,2020-6,东岳论丛,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1131.0,1131.0,5.0,1131.0,0.0,0.0,0.0,0.0,《东岳论丛》2020年第5期
42,2020,7,2020-7,东岳论丛,2.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,8.0,2.0,4.0,2.0,4.0,4.0,3430.0,1715.0,2.0,2061.0,0.0,0.0,0.0,0.0,《东岳论丛》2020年第7期☀《东岳论丛》2020年第6期
43,2020,8,2020-8,东岳论丛,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1771.0,1771.0,0.0,1771.0,0.0,0.0,0.0,0.0,《东岳论丛》2020年第8期
44,2020,9,2020-9,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45,2020,10,2020-10,东岳论丛,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,1621.0,1621.0,5.0,1621.0,0.0,0.0,0.0,0.0,《东岳论丛》2020年第9期
46,2020,11,2020-11,东岳论丛,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,1310.0,1310.0,4.0,1310.0,0.0,0.0,0.0,0.0,《东岳论丛》2020年第10期
47,2020,12,2020-12,东岳论丛,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1400.0,1400.0,1.0,1400.0,0.0,0.0,0.0,0.0,《东岳论丛》2020年第11期
48,2021,1,2021-1,东岳论丛,2.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,2.0,2.5,2.0,2.5,2.0,2144.0,1072.0,2.0,1392.0,0.0,0.0,0.0,0.0,《东岳论丛》2020年1~12期总目录☀《东岳论丛》2020年第12期
49,2021,2,2021-2,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50,2021,3,2021-3,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51,2021,4,2021-4,东岳论丛,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,4604.0,1534.6666666666667,0.6666666666666666,1649.0,0.0,0.0,0.0,0.0,《东岳论丛》2021年第3期☀《东岳论丛》2021年第2期☀《东岳论丛》2021年第1期
52,2021,5,2021-5,东岳论丛,2.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,13.0,2.0,6.5,2.0,6.5,3.0,2621.0,1310.5,2.0,1617.0,0.0,0.0,0.0,0.0,《东岳论丛》2021年第4期☀《东岳论丛》再次入选为CSSCI来源期刊
53,2021,6,2021-6,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,2021,7,2021-7,东岳论丛,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,3193.0,1596.5,1.0,1613.0,0.0,0.0,0.0,0.0,《东岳论丛》2021年第6期☀《东岳论丛》2021年第5期
55,2021,8,2021-8,东岳论丛,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56,2021,9,2021-9,东岳论丛,3.0,3.0,0.0,0.0,0.0,1.0,1.0,7.0,17.0,2.333333333333333,5.666666666666667,2.333333333333333,5.666666666666667,3.0,5738.0,1912.6666666666667,2.333333333333333,2096.0,0.0,0.0,0.0,0.0,《东岳论丛》2021年第9期☀《东岳论丛》2021年第8期☀《东岳论丛》2021年第7期
57,2021,10,2021-10,东岳论丛,3.0,3.0,0.0,2.0,0.0,1.0,1.0,12.0,22.0,4.0,7.333333333333333,4.0,7.333333333333333,4.0,3500.0,1166.6666666666667,4.0,1995.0,0.0,0.0,0.0,0.0,仇雨临等：《中国共产党领导下的中国医保：发展道路与经验总结》☀陈来：略论《论语》的传承与训解☀《东岳论丛》2021年第10期
58,2021,11,2021-11,东岳论丛,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,1997.0,1997.0,2.0,1997.0,0.0,0.0,0.0,0.0,《东岳论丛》2021年第11期
59,2021,12,2021-12,东岳论丛,4.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,0.75,1.75,0.75,1.75,1.0,3199.0,799.75,0.75,1657.0,0.0,0.0,0.0,0.0,"《东岳论丛》2021年1~12期总目录☀《东岳论丛》2021年第12期☀迈克 · 费瑟斯通 著 ,刘宝 译：关于审美世界主义的思考☀谢红星：发现“ 法典化”传统的法理 : 价值 、进路与限度"
60,2022,1,2022-1,东岳论丛,4.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.5,0.75,0.5,0.75,1.0,776.0,194.0,0.5,306.0,0.0,0.0,0.0,0.0,《东岳论丛》给您拜年！☀《东岳论丛》给您拜年！☀吴忠民：中国传统文明及演化逻辑研究述论☀曾繁仁：《唐诗:“ 生生论诗学” 的集中呈现》
61,2022,2,2022-2,东岳论丛,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2290.0,2290.0,1.0,2290.0,0.0,0.0,0.0,0.0,《东岳论丛》2022年第1期
62,2022,3,2022-3,东岳论丛,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,0.6666666666666666,2.0,0.6666666666666666,2.0,1.0,3107.0,1035.6666666666667,0.6666666666666666,2025.0,0.0,0.0,0.0,0.0,《东岳论丛》2022年第2期☀当代中国马克思主义的光辉文献——学习习近平总书记“ 七一” 重要讲话☀现代性问题域中的政治哲学
63,2022,4,2022-4,东岳论丛,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,2460.0,820.0,0.3333333333333333,2013.0,0.0,0.0,0.0,0.0,《东岳论丛》2022年第3期☀巴赫金与“世界文学”☀《巴黎协定》下我国碳市场机制的发展桎梏与纾困路径
64,2022,5,2022-5,东岳论丛,3.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,14.0,1.0,4.666666666666667,1.0,4.666666666666667,2.0,3343.0,1114.3333333333333,1.0,2568.0,0.0,0.0,0.0,0.0,工具性治理能力:乡村建设中的社区组织与精英参与☀中国电影地缘文化研究的方法论问题☀《东岳论丛》2022年第4期
65,2022,6,2022-6,东岳论丛,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,0.6666666666666666,2.0,0.6666666666666666,2.0,2.0,5497.0,1832.3333333333333,0.6666666666666666,3245.0,0.0,0.0,0.0,0.0,鲁迅抄校《法显传》与其学术研究和思想发展之关系☀《东岳论丛》2022年第6期☀《东岳论丛》2022年第5期
66,2022,7,2022-7,东岳论丛,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.5,0.0,0.5,0.0,1039.0,259.75,0.0,413.0,0.0,0.0,0.0,0.0,《民法典》立法目的条款之裁判检讨与功能定位☀台网竞合视域下中国电视剧传播生态与策略探析☀双循环视角下国内价值链体系演进与升级战略选择☀电子游戏对亲密关系的影响:行为感知、行为认知和个体依恋风格的作用
67,2022,8,2022-8,东岳论丛,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1657.0,1657.0,1.0,1657.0,0.0,0.0,0.0,0.0,《东岳论丛》2022年第7期
68,2022,9,2022-9,东岳论丛,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,0.3333333333333333,4.333333333333333,0.3333333333333333,4.333333333333333,1.0,5031.0,1677.0,0.3333333333333333,2279.0,0.0,0.0,0.0,0.0,《东岳论丛》2022年第9期☀《东岳论丛》2022年第8期☀马克思 :资本是一种社会生产关系 ——《雇佣劳动与资本》研究
Unnamed: 0,year,month,year_month,account_name,monthly_articles,monthly_posts,monthly_read_10000_more,monthly_articles_origin,monthly_first_have_chaolianjie,monthly_first_have_newmedia,monthly_first_have_tupian1yinpin1shipin,monthly_likes_sum,monthly_old_likes_sum,monthly_likes_mean,monthly_old_likes_mean,monthly_likes_mean_first_post,monthly_old_likes_mean_first_post,monthly_likes_max,monthly_read_sum,monthly_read_mean,monthly_read_first_post,monthly_read_max,monthly_content_num,monthly_auther_reply_num,monthly_content_like_num,monthly_auther_like_num,monthly_titles
0,2017,1,2017-1,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2017,2,2017-2,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,2017,3,2017-3,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,2017,4,2017-4,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,2017,5,2017-5,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,2017,6,2017-6,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,2017,7,2017-7,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,2017,8,2017-8,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,2017,9,2017-9,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,2017,10,2017-10,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10,2017,11,2017-11,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,2017,12,2017-12,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,2018,1,2018-1,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13,2018,2,2018-2,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14,2018,3,2018-3,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15,2018,4,2018-4,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16,2018,5,2018-5,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17,2018,6,2018-6,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18,2018,7,2018-7,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19,2018,8,2018-8,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20,2018,9,2018-9,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21,2018,10,2018-10,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22,2018,11,2018-11,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23,2018,12,2018-12,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24,2019,1,2019-1,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25,2019,2,2019-2,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,2019,3,2019-3,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,2019,4,2019-4,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,2019,5,2019-5,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,2019,6,2019-6,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,2019,7,2019-7,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,2019,8,2019-8,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,2019,9,2019-9,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,2019,10,2019-10,中国社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
