,title,link
20,中国共产党第二十次全国代表大会代表资格审查委员会成员名单,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651070127&idx=5&sn=251209b5b6382966185b1b98bd1610bc&chksm=8bcf13d3bcb89ac58cd92e9a6355a7e72c823df6cd102b021c42fa2847e9910d4412e25b3bf2#rd
21,习近平：坚持人民至上,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651070088&idx=1&sn=f078045265cbec5660877025dfcfdf28&chksm=8bcf13f4bcb89ae22892563fbf2178489a58e84c0625b8ff5bf237cdd953a16e31c9dd129dec#rd
22,人民日报任仲平文章：十年砥砺奋进 绘写壮美画卷——写在党的二十大胜利召开之际,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651070081&idx=1&sn=f31271d48f55f58e2bc7496fe029b99a&chksm=8bcf13fdbcb89aeba63282ce55f6aae48c7d37a6eacfd94046565b449288e8ef89ea8dff5098#rd
23,党的十八大以来以习近平同志为核心的党中央治国理政纪实,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651070074&idx=1&sn=342bdbf1898d6783b0853087621b2082&chksm=8bcf1306bcb89a1079d9850d61c75bacede0458f7c537ac7e468a9cf32011157fa71e78e49de#rd
24,证监会就修订《上市公司股份回购规则》《上市公司董事、监事和高级管理人员所持本公司股份及其变动管理规则》公开征求意见,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651070067&idx=1&sn=8c357d37c79f3df5220a711127a60d6f&chksm=8bcf130fbcb89a1998e83e12d7a01372f70fe99f6ea3591bfffc9ee0611df574f570f2f323bf#rd
25,证监会原则同意开展私募股权创投基金向投资者实物分配股票首单试点,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651070061&idx=1&sn=506dff76486a346a186555d91df547a8&chksm=8bcf1311bcb89a07d926dd381aed77010f03cbb193a79c930d9cd48a945adc1ed42a73db01fa#rd
26,国务院联防联控机制最新发布！,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651070054&idx=1&sn=2bd5d0df8fabbdb94b618adb54ca859b&chksm=8bcf131abcb89a0cc5e96975b944e74d52a033d8b1aa87c00a0363d7801ed7f3d8ed1b40d039#rd
27,中共中央召开党外人士座谈会 习近平主持并发表重要讲话,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651070019&idx=1&sn=efb729c4d6e2a06cef86a83b3ac4ed19&chksm=8bcf133fbcb89a2947d91c3dd561260661b0a457432182a703f183e3ecdd78a95f01051d2b37#rd
28,中国共产党第十九届中央委员会第七次全体会议公报,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651070012&idx=1&sn=9233bebf3396e8f48b4fc1fed5f988eb&chksm=8bcf1340bcb89a5683ea907a3df6eb383c242804acf78c084688a1ed963262db9c5e37131f1a#rd
29,联席会议第七次会议部署推进清理整顿各类交易场所和私募基金风险防范处置工作,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651070005&idx=1&sn=6034e115112f52f30af4fa9064c44fa7&chksm=8bcf1349bcb89a5faf3b7c7d9d907514bffcc6c12b06c3e3fe0d9ee6a34df3a242b3477cccd4#rd
30,国庆期间疫情防控最新安排！,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069996&idx=1&sn=2878e111c22ced35ee659c2dba3a868c&chksm=8bcf1350bcb89a46d029d5cf441c580f53eb561847ba9776be75ef4be6f5f45cba932ce65e10#rd
31,@外贸企业，这些措施助力保履约、保订单及时交付！,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069988&idx=1&sn=9609e2509e42a17a0db2647e99a84d59&chksm=8bcf1358bcb89a4e72a8b0bf6e69e3a516f13fd3d66edeb4d225549996adb8b9c75305fb67f8#rd
32,李克强主持召开国务院常务会议,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069967&idx=1&sn=1ced6cbda1dc221c6e5bd01e2bd42272&chksm=8bcf1373bcb89a653952e6f5ca144c4aef3fab3691caa45aa57807d0276f0adf8ae2fc1bf852#rd
33,李克强主持召开国务院常务会议,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069960&idx=1&sn=38249bd60076367eaaa28908a85328d6&chksm=8bcf1374bcb89a6279e9ed36ad24a0626873be1813212a49d2014f2d8cae583c7ae1b1e783df#rd
34,邱勇同志任上海证券交易所党委书记,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069953&idx=1&sn=0b5ee429b46e48a0b6866726285acb96&chksm=8bcf137dbcb89a6bb16b7f0e105c21c5216a127fcd7b2f2bf117581561af7c527caa97072639#rd
35,最高检、中国证监会签署《协作意见》 张军表示 以更高质量执法司法合作保障资本市场发展行稳致远,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069947&idx=1&sn=9a996d7085cb0e1fe146b0c3765d00ed&chksm=8bcf1087bcb8999107ea59675910ccc0352a60d8da8fdf53fd0b66c9fa9da42281ea0427c0d6#rd
36,证监会就《期货交易所管理办法（征求意见稿）》公开征求意见,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069931&idx=1&sn=23a9a4716972aedde5ca89684d8fd2e7&chksm=8bcf1097bcb899818e91cdbb3e1a5997cb63146c86bd9b69980440667cd70c159f0788f4b7e1#rd
37,方星海副主席在第三届中日资本市场论坛上的致辞,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069930&idx=1&sn=cb2a00146cb795d8ac337b0afab1e1ea&chksm=8bcf1096bcb8998086c4e5d80ce0236533601786f315fad94f37d53c47975ff0daa06e34b3fa#rd
38,第三届中日资本市场论坛以线上方式举行,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069929&idx=1&sn=07641694feb60c13a7b1d62dbbb871a8&chksm=8bcf1095bcb89983b594766623c691535fc008085757492764125a9371d13c6c4e661d4eae16#rd
39,李克强主持召开国务院常务会议,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069913&idx=1&sn=bdc061bdd7e0b3f4368fdf1c3edfd0e7&chksm=8bcf10a5bcb899b37c844e5702b3bfe3a502dc47f383590b4608f68ec4b0d758323ff22fb440#rd
40,中共中央政治局召开会议 习近平主持会议,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069906&idx=1&sn=ae0b2ebd2c3322327bdbb38b8deaeacf&chksm=8bcf10aebcb899b859abfc5e89d7382fb260a4cf9a991e6ad675ba7f3a9e8d91f6fb760e3c24#rd
41,中秋国庆前后疫情防控要求发布、多地违反“九不准”被通报……权威发布！,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069906&idx=2&sn=374d21de759301f416179187bf0ab30a&chksm=8bcf10aebcb899b809d06a1524833166b5486b515700ef267aa7f35e16398bb300bd521a61cd#rd
42,最高检会同最高法、公安部、证监会联合发布打击证券犯罪典型案例,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069889&idx=1&sn=31cd945c21bcf462061e69e83d6ddc67&chksm=8bcf10bdbcb899abd2b6aab16c6f8a0b3f90416fda8047a56bcd37b5f06a1da82ed35499ac52#rd
43,中国证监会发布修订后的《关于合格境外机构投资者和人民币合格境外机构投资者境内证券交易登记结算业务的规定》,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069881&idx=1&sn=76155c7298c959c326bfba7ffa1ccc3d&chksm=8bcf10c5bcb899d34c850928fac367aae84257f7656b6304084266de71c28c5b64033242c4ee#rd
44,李克强主持召开国务院常务会议,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069857&idx=1&sn=897c0ebd7982536041521321a152c087&chksm=8bcf10ddbcb899cb0ea75895956ec894dc27c3e294738a788d3d4979d019f93c8bb36da0f631#rd
45,习近平主持召开中央全面深化改革委员会第二十七次会议,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069850&idx=1&sn=ae8e284e945a17f7a678380a0f747c3b&chksm=8bcf10e6bcb899f02de08d674c71827de2793900778968e54ced75ea47955a2cedcb974f9b30#rd
46,追加3000亿元以上金融工具额度、用好5000多亿元专项债地方结存限额……稳经济一揽子政策的接续政策来了！,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069843&idx=1&sn=4433e6f72e0d26719eadd640b50e5345&chksm=8bcf10efbcb899f9e7df864baf9f95abbaf7de700de0c82733ae54a998171ee3085f76a2d57c#rd
47,中国证监会公布2022年期货公司分类结果,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069819&idx=1&sn=7c73cf125df487009b04c8f6bc026a82&chksm=8bcf1007bcb89911fcb3e97a80548b8f28ce9ab62879a5184727f9094091f0a0c391d410b027#rd
48,证监会启动3只ETF期权品种上市工作,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069810&idx=1&sn=7df1b656165d83ac638820b44192d65a&chksm=8bcf100ebcb89918206b9db85b7dfb565766fbd1e8ac0d6e7599bce8a9465f64d557ccea6b96#rd
49,国债发行业务在北京证券交易所顺利启动,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069802&idx=1&sn=2d65abd13e9e7c3f78e211d2d9cdad49&chksm=8bcf1016bcb89900cbaba0dae7f9d1de96eb72552469a2b9a10e0a956b287c41ac0b88d1f1de#rd
50,坚定不移推进资本市场双向开放 助力构建新发展格局——方星海副主席在2022年服贸会中国国际金融年度论坛上的致辞,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069786&idx=1&sn=25de473600765417506d8ad56b4600c3&chksm=8bcf1026bcb899303a7f5b562c1be9d42410cadb61eeeed37dff77e265fe946eb73c2bb13fdb#rd
51,@养老、托育机构，关于最新纾困扶持政策，这场发布会一定要关注！,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069778&idx=1&sn=14d9ec49c38ccfe962bdcb5d3a76305a&chksm=8bcf102ebcb899386ae005d5e97ca4621deb5a44702f946e596bb7ccfc360268b49ea21071ef#rd
52,李克强主持召开国务院常务会议 听取稳住经济大盘督导和服务工作汇报 部署充分释放政策效能加快扩大有效需求,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069766&idx=1&sn=2d02fee385d1e57417ebe9f8ac9fc8cf&chksm=8bcf103abcb8992c9d627e76517d2b91abb54de9906bcca16e24ea31e59991b242a79964950d#rd
53,李超副主席在首批保障性租赁住房REITs上市仪式的致辞,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069756&idx=1&sn=670d25991bac9a613d9371593d9d3252&chksm=8bcf1040bcb8995659fb8601aac581e14320ca95b49011a32d221aa095535c6ae95f1328ab2a#rd
54,中共中央政治局会议建议 党的二十大10月16日在北京召开 习近平主持会议,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069746&idx=1&sn=f3e84a472b665ea4720010d898c61f75&chksm=8bcf104ebcb89958522c85f20f36ca5df5f6dbf684ce5c7c549b3ea4ab04e814af74c72f7ed8#rd
55,加大困难群众救助帮扶力度、预计各地将向困难群众发放价格临时补贴约200亿元……今天这场发布会很重要！,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069737&idx=1&sn=d6def0c84ef45c09909bc29b836374fe&chksm=8bcf1055bcb899438f83495f63a3c4a289de50667701ef79bc16e0b196b099f030eb098df580#rd
56,中国证监会、财政部与美国监管机构签署审计监管合作协议,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069720&idx=1&sn=9b8e97eb5f72b70b36483ae94f3dc111&chksm=8bcf1064bcb8997202c714bf1a72b01807e9a3caa1ee09fcaae53683b38415e76afe6f6a2c68#rd
57,中国证监会有关负责人就签署中美审计监管合作协议答记者问,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069720&idx=2&sn=5e791d4d959f7ec631b2abe7df865aa3&chksm=8bcf1064bcb899727668f72de7b9db4d55e33b5010d97de47a78addac718ceb9cd21666e4207#rd
58,李克强主持召开国务院常务会议,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069706&idx=1&sn=67a63d23603f7dc7a917f003f2b3f2e6&chksm=8bcf1076bcb89960af87ddab86626b846ab500710954a674658a7da645ebdf30ebdfe031ed4b#rd
59,解码十年——解出一串发展密码,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069696&idx=1&sn=a045adcc64cd4c2edae9843f04dbfc1a&chksm=8bcf107cbcb8996ad374f5779d78efcb8c490b756bace3b908279ba4087e21b32b650c23afd9#rd
60,李克强主持召开国务院常务会议,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069685&idx=1&sn=479b4bb9b983f9c50a4e3634f6b4a2f6&chksm=8bcf1189bcb8989f5cc6099bf29301064f54e90731e185d5c5a28350b45e8eda31e3e7f87297#rd
61,证监会批准开展菜籽油和花生期权交易,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069675&idx=1&sn=899a6548e6c54ccbf2fc36f024c1fa61&chksm=8bcf1197bcb8988156778c70ba591d4cc3c35e183a892fc782793eafb5445a0c1eb27d585f49#rd
62,证监会发布2021年度上市公司年报会计监管报告,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069667&idx=1&sn=d16383a4a40f64aed06ffc43b02bd310&chksm=8bcf119fbcb89889d2100ad4bbc07baabcbc00b7e2da29ba06ec24c9ee61e8b6453325aa0cbe#rd
63,习近平在辽宁考察时强调 在新时代东北振兴上展现更大担当和作为 奋力开创辽宁振兴发展新局面,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069659&idx=1&sn=8d7c756b6b9fd7aa40213f6b7a64f00b&chksm=8bcf11a7bcb898b14f0d53a9f4f6f345c5032f9d402da5e453b4ef2be9312761c13ae1b8da7f#rd
64,证监会就贯彻落实《期货和衍生品法》修改、废止部分规章和规范性文件,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069648&idx=1&sn=0eb539cb1706979d36903e4be2405f3d&chksm=8bcf11acbcb898ba50b077e8c9bd9457e155a4c3342e4789defff317fbf46d7a1481559a835e#rd
65,证监会废止7部证券期货规范性文件,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069640&idx=1&sn=87f955e0e4197e385bfbc9c5147caa50&chksm=8bcf11b4bcb898a2835b83f3ef4e63e02f8e1dd8ee53b240a30a8118d9db5e3fe8fa834a879f#rd
66,证监会有关部门负责人答记者问,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069628&idx=1&sn=f0842fdd2c21a0862d18c06aaadfa5d3&chksm=8bcf11c0bcb898d66a5044bad356464694b12bb7096c93597b7c38c12d0173ad1bb46eab931f#rd
67,中国证券监督管理委员会 香港证券及期货事务监察委员会 联合公告,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069620&idx=1&sn=cfd5f861bea3ef386ea3c8ce17adcc19&chksm=8bcf11c8bcb898dee2e05d2c4ff8048d9d9b5d7aee7b9846cb1676ad0f4f6efbe84c5890d0b4#rd
68,沪深港通交易日历优化工作正式启动,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069620&idx=2&sn=c9157472488bcc433e8542c4a6cc577b&chksm=8bcf11c8bcb898de7eaf327b3f26b326029c9ab73c93cb7c70e5cd89e178f2728c8fa3877136#rd
69,全国19个省份1万多名医疗卫生人员支援海南、遇核酸检测结果不互认可留言反映……权威回应！,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069606&idx=1&sn=9d250b70608bc50670cfae4e328befdc&chksm=8bcf11dabcb898ccbcb71d90e7d2f7c06a5aa2da36cd2cee53292efa69f0616db8311a8d8e54#rd
70,证监会就《关于中国证监会12386服务平台运行有关事项的公告（征求意见稿）》公开征求意见,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069595&idx=1&sn=4c1bc2a216297c0b4ac8c545ff60c655&chksm=8bcf11e7bcb898f11990ba1c3960161b8525142e3812d7da8fbc13a6bb3e130d69fc56ceac5a#rd
71,易会满：努力建设中国特色现代资本市场,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069587&idx=1&sn=b9e63e0704587efa22e0e5dccb974da2&chksm=8bcf11efbcb898f9e2d2b652f12123f7feb2730c38d2ac0cc358aa067cbfdd03e7ca5fd69183#rd
72,习近平出席庆祝中国人民解放军建军95周年招待会,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069579&idx=1&sn=202fdb621a71fa44d4388ed39b13d725&chksm=8bcf11f7bcb898e1309920bf55ef4222da18c475fddf90e2bab7fac681088ce14b9777cc4d1f#rd
73,《求是》杂志发表习近平总书记重要文章《在庆祝中国人民解放军建军90周年大会上的讲话》,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069568&idx=1&sn=690a1096117a2bed3593ca8ebb9da08b&chksm=8bcf11fcbcb898eae85ece40abb79fda870a0c895c751564e5b7e5f0d36158a73e4a045f3c08#rd
74,习近平在庆祝中国人民解放军建军90周年大会上的讲话,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069568&idx=2&sn=afcb22e9223301d77bf5fd555bf0b614&chksm=8bcf11fcbcb898eacd481d3ef7ee4aa8e5235473a231d2961bdb404ac0ff392b36d018f2a62a#rd
75,取消和调整一批罚款事项、进一步规范行政裁量权……这场吹风会信息量很大！,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069531&idx=1&sn=10b3290607345f89eff8b784b11768b5&chksm=8bcf1127bcb89831737362303c2701d415d3f05d2d0aa09bd403e935c011ba89a3e3b388e4ac#rd
76,李克强主持召开国务院常务会议,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069520&idx=1&sn=7881ce14f8779202ea3f8c39ddd124c2&chksm=8bcf112cbcb8983ae111ec0f480672bd8f29164e72c36cf7eaaa2362c6e4eae3782d7dc4df5b#rd
77,证监会、财政部联合发布《关于证券违法行为人财产优先用于承担民事赔偿责任有关事项的规定》,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069510&idx=1&sn=0f9cd8cac090de0e3ffb44928dc7a2b6&chksm=8bcf113abcb8982c66e41dfc20527432811718626b79bd7909f4f6671a1ae1d2270250296856#rd
78,证监会批准开展黄大豆1号、黄大豆2号和豆油期权交易,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069494&idx=1&sn=9a45858d508e3f691087758e7dee0278&chksm=8bcf114abcb8985cbf65def87b3064839036b02d1c65b173a34aa6cb6c9f2c9fd6f3a4f78f78#rd
79,中国证监会召开2022年系统年中监管工作会议暨巡视整改常态化长效化动员部署会议,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069493&idx=1&sn=c3f5fddccc0820baa625578148a452d2&chksm=8bcf1149bcb8985f79c8cd09e5cb3c99175ff4665f6739e1605b770d73b473f3ad7f5fc511e6#rd
80,习近平主持中共中央政治局会议 分析研究当前经济形势和经济工作等,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069478&idx=1&sn=955c049fcba96a566496ceb0e66417cc&chksm=8bcf115abcb8984c09487e7de55894dbded5909ea897be957ab82fa60af9c8bef6f7d5a50917#rd
81,中瑞证券市场互联互通存托凭证业务正式开通,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069472&idx=1&sn=30a3ff05209db8eeea30ecdd3c34e30d&chksm=8bcf115cbcb8984adb539621ec470a2f902d4b136f9d34f6e2f13b2e0fffa2d96af153b7e3a4#rd
82,习近平在省部级主要领导干部“学习习近平总书记重要讲话精神，迎接党的二十大”专题研讨班上发表重要讲话,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069431&idx=1&sn=c9188a57f460880bd8874df870aa7bcf&chksm=8bcf168bbcb89f9d1b3df33f8df9b625307b88deb760c432e9d19ebc59983f5c69aed27a984c#rd
83,我国新冠疫苗实际效果怎么样？有慢性病的老年人是否可以接种？最新回应！,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069418&idx=1&sn=fad9d83dcf829dc30cac513b168377e2&chksm=8bcf1696bcb89f80c79128ced3d84eb222309085928cb382775f6e94efc39e392668f976bc55#rd
84,老年人需要接种加强针才能获得最佳的保护效果#国务院联防联控机制权威发布,http://mp.weixin.qq.com/s?__biz=MzA4NzAzMDgwMw==&mid=2651069418&idx=2&sn=e442207076e4d76128ee59040a38e52c&chksm=8bcf1696bcb89f8092665b4b0e3344fbd97cfb50f5cacb24fc32c4322885804fe011be3b3549#rd
